Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-HDL-C,653,1.047 [1.005-1.091],1.000,,Cholesterol in Very Large HDL
HDL-PL,590,1.039 [0.992-1.089],1.000,,Phospholipids in HDL
LDL-CE,506,1.023 [0.971-1.078],1.000,,Cholesteryl Esters in LDL
IDL-CE%,420,1.022 [0.975-1.072],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-FC,546,1.021 [0.971-1.073],1.000,,Total-Free Cholesterol
Remnant-C,577,0.992 [0.943-1.043],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-size,604,0.953 [0.907-1.002],1.000,,Average Diameter for VLDL Particles
XXL-VLDL-C%,176,0.948 [0.878-1.023],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,176,0.939 [0.868-1.016],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL,637,0.935 [0.890-0.984],1.000,,Phospholipids in Large VLDL
