Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-TG%,153,1.061 [1.005-1.120],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,226,1.049 [0.999-1.103],1.000,,Linoleic Acid to Total-Fatty Acids percentage
HDL-CE,611,1.016 [0.977-1.056],1.000,,Cholesteryl Esters in HDL
L-HDL-CE,698,1.015 [0.983-1.048],1.000,,Cholesteryl Esters in Large HDL
IDL-C%,558,1.005 [0.968-1.044],1.000,,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-PL%,441,0.995 [0.959-1.033],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
MUFA,654,0.945 [0.905-0.986],1.000,,Monounsaturated Fatty Acids
ApoB,565,0.940 [0.905-0.977],1.000,,Apolipoprotein B
L-LDL-C,488,0.937 [0.898-0.978],1.000,,Cholesterol in Large LDL
Acetoacetate,15,0.769 [0.587-1.009],1.000,,Acetoacetate
