Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
SFA%,94,1.042 [0.972-1.118],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,677,1.035 [1.013-1.057],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-TG,472,1.031 [1.006-1.057],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE%,176,1.025 [0.985-1.067],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-CE,617,1.010 [0.981-1.039],1.000,,Cholesteryl Esters in Very Large VLDL
SM,547,0.993 [0.966-1.020],1.000,,Sphingomyelins
S-HDL-CE%,367,0.966 [0.948-0.985],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Cholines,620,0.965 [0.936-0.995],1.000,,Total-Cholines
S-HDL-FC,483,0.959 [0.921-0.998],1.000,,Free Cholesterol in Small HDL
M-HDL-CE,607,0.935 [0.909-0.962],0.800,,Cholesteryl Esters in Medium HDL
