Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.172 [0.861-1.596],1.000,,Isoleucine
M-LDL-FC%,651,1.022 [0.985-1.061],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL,598,1.010 [0.980-1.041],1.000,,Phospholipids in Large HDL
XL-VLDL-CE%,485,1.006 [0.962-1.052],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
HDL-CE,611,1.000 [0.966-1.035],1.000,,Cholesteryl Esters in HDL
XL-VLDL-C%,486,0.997 [0.953-1.043],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-P,669,0.944 [0.908-0.981],1.000,,Concentration of Small VLDL Particles
L-LDL-L,508,0.939 [0.899-0.981],1.000,,Total-Lipids in Large LDL
XL-VLDL-PL%,398,0.914 [0.881-0.949],0.460,,Phospholipids to Total-Lipids in Very Large VLDL percentage
GlycA,385,0.844 [0.780-0.913],1.000,,Glycoprotein Acetyls
