Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gln,113,1.115 [0.934-1.331],1.000,,Glutamine
L-LDL-L,508,1.096 [0.975-1.232],1.000,,Total-Lipids in Large LDL
M-LDL-FC,407,1.096 [0.975-1.230],1.000,,Free Cholesterol in Medium LDL
ApoB,565,1.064 [0.956-1.185],1.000,,Apolipoprotein B
M-VLDL-P,612,1.022 [0.917-1.139],1.000,,Concentration of Medium VLDL Particles
XS-VLDL-C,604,0.993 [0.907-1.086],1.000,,Cholesterol in Very Small VLDL
S-VLDL-TG,687,0.903 [0.809-1.009],1.000,,Triglycerides in Small VLDL
Gly,134,0.896 [0.785-1.023],1.000,,Glycine
S-VLDL-TG%,564,0.880 [0.793-0.976],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
LA,635,0.727 [0.640-0.826],0.243,,Linoleic Acid
