Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA,635,1.074 [1.042-1.106],0.636,,Linoleic Acid
L-LDL-CE%,344,1.032 [0.989-1.077],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LDL-TG,630,1.029 [1.003-1.055],1.000,,Triglycerides in LDL
M-HDL-FC,597,1.013 [0.984-1.043],1.000,,Free Cholesterol in Medium HDL
M-VLDL-P,612,1.008 [0.980-1.038],1.000,,Concentration of Medium VLDL Particles
XL-HDL-CE%,259,0.989 [0.955-1.023],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LDL-size,178,0.981 [0.920-1.045],1.000,,Average Diameter for LDL Particles
IDL-CE%,420,0.979 [0.948-1.011],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
3-Hydroxybutyrate,68,0.967 [0.866-1.079],1.000,,3-Hydroxybutyrate
Ile,28,0.836 [0.691-1.011],1.000,,Isoleucine
