Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-FC%,578,1.176 [1.101-1.256],0.319,,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA/MUFA,484,1.158 [1.091-1.229],0.366,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,240,1.156 [1.101-1.213],0.001,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.118 [1.073-1.165],0.025,*,Degree of Unsaturation
Omega-3%,215,1.102 [1.065-1.141],0.006,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,0.905 [0.874-0.938],0.009,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.849 [0.796-0.905],0.111,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,226,0.832 [0.778-0.890],0.019,*,Linoleic Acid to Total-Fatty Acids percentage
MUFA,654,0.785 [0.726-0.850],4.345e-04,***,Monounsaturated Fatty Acids
LA,635,0.769 [0.711-0.832],1.477e-05,***,Linoleic Acid
