Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.268 [0.795-2.023],1.000,,Isoleucine
Glu,32,1.219 [0.622-2.389],1.000,,Glucose
LA%,226,1.149 [1.031-1.281],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Acetone,15,1.044 [0.570-1.914],1.000,,Acetone
L-LDL-TG%,474,1.006 [0.929-1.088],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
Remnant-C,577,0.949 [0.862-1.044],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-HDL-CE,607,0.943 [0.852-1.045],1.000,,Cholesteryl Esters in Medium HDL
S-VLDL-C,618,0.928 [0.850-1.014],1.000,,Cholesterol in Small VLDL
L-HDL-TG,449,0.920 [0.863-0.982],1.000,,Triglycerides in Large HDL
Total-L,626,0.887 [0.802-0.982],1.000,,Total-Lipids in Lipoprotein Particles
