Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.296 [0.993-1.693],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL,598,1.144 [0.961-1.362],1.000,,Phospholipids in Large HDL
S-LDL-CE,543,1.104 [0.893-1.364],1.000,,Cholesteryl Esters in Small LDL
XL-HDL-PL,562,1.080 [0.908-1.284],1.000,,Phospholipids in Very Large HDL
IDL-PL,591,1.011 [0.839-1.219],1.000,,Phospholipids in IDL
Total-P,531,0.976 [0.770-1.237],1.000,,Total-Concentration of Lipoprotein Particles
Cholines,620,0.945 [0.776-1.150],1.000,,Total-Cholines
S-VLDL-L,665,0.925 [0.767-1.116],1.000,,Total-Lipids in Small VLDL
XXL-VLDL-C,589,0.884 [0.722-1.083],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,580,0.746 [0.623-0.893],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
