Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.339 [0.990-1.810],1.000,,Acetate
TG/PG,632,1.015 [0.977-1.054],1.000,,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,677,1.012 [0.979-1.046],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,681,1.007 [0.973-1.041],1.000,,Triglycerides in Small HDL
M-HDL-CE%,557,1.005 [0.972-1.039],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-FC%,532,0.959 [0.931-0.987],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-CE,575,0.956 [0.924-0.990],1.000,,Total-Esterified Cholesterol
M-VLDL-CE,487,0.956 [0.924-0.989],1.000,,Cholesteryl Esters in Medium VLDL
Omega-3,420,0.948 [0.928-0.968],0.194,,Omega-3 Fatty Acids
XL-VLDL-FC%,397,0.945 [0.902-0.990],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
