Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-C,410,1.040 [1.000-1.081],1.000,,Cholesterol in Small HDL
L-VLDL-C%,395,1.022 [0.989-1.056],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-CE%,597,1.011 [0.981-1.043],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,375,1.003 [0.966-1.041],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-PL%,523,1.002 [0.972-1.032],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC,612,0.998 [0.975-1.022],1.000,,Free Cholesterol in Very Small VLDL
S-HDL-TG%,677,0.991 [0.966-1.018],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG,613,0.981 [0.947-1.015],1.000,,Triglycerides in Medium VLDL
S-LDL-FC,410,0.977 [0.950-1.005],1.000,,Free Cholesterol in Small LDL
Non-HDL-C,563,0.972 [0.943-1.002],1.000,,Total-Cholesterol Minus HDL-C
