Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.284 [1.234-1.335],2.024e-30,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA%,371,1.258 [1.189-1.331],3.280e-10,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,289,1.221 [1.180-1.265],2.232e-24,***,Docosahexaenoic Acid
Unsaturation,310,1.221 [1.187-1.257],4.653e-37,***,Degree of Unsaturation
PUFA/MUFA,484,1.213 [1.167-1.262],5.290e-17,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-C%,225,1.206 [1.127-1.292],0.018,*,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,460,1.199 [1.144-1.257],9.929e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3%,215,1.192 [1.157-1.228],5.065e-26,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,1.172 [1.139-1.205],4.510e-23,***,Omega-3 Fatty Acids
SM,547,1.167 [1.121-1.216],2.383e-08,***,Sphingomyelins
IDL-FC%,332,1.165 [1.104-1.230],0.006,**,Free Cholesterol to Total-Lipids in IDL percentage
M-VLDL-FC%,574,1.161 [1.114-1.209],3.084e-07,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,604,1.145 [1.100-1.193],1.610e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,597,1.140 [1.094-1.188],8.668e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-C%,403,1.139 [1.084-1.196],0.047,*,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,642,1.136 [1.095-1.178],1.807e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-FC,587,1.133 [1.087-1.181],6.794e-04,***,Free Cholesterol in IDL
S-VLDL-FC%,609,1.131 [1.088-1.177],1.573e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,644,1.131 [1.090-1.173],1.266e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C,568,1.126 [1.079-1.174],0.008,**,Cholesterol in IDL
IDL-CE,553,1.123 [1.076-1.171],0.021,*,Cholesteryl Esters in IDL
S-VLDL-PL%,600,1.119 [1.077-1.162],0.002,**,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-FC%,687,1.110 [1.071-1.151],0.002,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-FC%,609,1.109 [1.072-1.147],3.482e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC%,532,1.102 [1.064-1.141],0.011,*,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC,590,1.102 [1.064-1.140],0.009,**,Free Cholesterol in Very Large HDL
XL-HDL-CE,664,1.097 [1.062-1.133],0.006,**,Cholesteryl Esters in Very Large HDL
XL-HDL-C,653,1.097 [1.061-1.133],0.007,**,Cholesterol in Very Large HDL
IDL-TG%,635,0.911 [0.881-0.943],0.021,*,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,661,0.879 [0.847-0.912],9.622e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,609,0.875 [0.840-0.912],3.721e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Omega-6/Omega-3,257,0.839 [0.815-0.864],1.199e-26,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.828 [0.801-0.857],1.965e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,226,0.785 [0.745-0.827],1.440e-14,***,Linoleic Acid to Total-Fatty Acids percentage
