Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Creatinine,126,1.045 [0.895-1.220],1.000,,Creatinine
M-LDL-TG%,456,1.034 [0.992-1.078],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,510,1.026 [0.982-1.072],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-L,623,1.020 [0.982-1.060],1.000,,Total-Lipids in Large HDL
L-LDL-TG%,474,1.015 [0.970-1.062],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
LA,635,0.972 [0.934-1.012],1.000,,Linoleic Acid
L-VLDL-L,609,0.954 [0.915-0.995],1.000,,Total-Lipids in Large VLDL
L-LDL-CE,502,0.944 [0.904-0.985],1.000,,Cholesteryl Esters in Large LDL
Acetoacetate,15,0.927 [0.684-1.256],1.000,,Acetoacetate
XL-VLDL-PL%,398,0.882 [0.840-0.926],0.105,,Phospholipids to Total-Lipids in Very Large VLDL percentage
