Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,375,1.033 [0.991-1.077],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-C,563,1.033 [0.999-1.068],1.000,,Total-Cholesterol
S-VLDL-CE,626,1.022 [0.994-1.051],1.000,,Cholesteryl Esters in Small VLDL
M-LDL-C,525,1.021 [0.988-1.054],1.000,,Cholesterol in Medium LDL
S-VLDL-L,665,1.011 [0.981-1.042],1.000,,Total-Lipids in Small VLDL
Total-PL,628,0.993 [0.959-1.028],1.000,,Total-Phospholipids in Lipoprotein Particles
L-VLDL-FC%,331,0.985 [0.955-1.016],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-TG,687,0.984 [0.952-1.017],1.000,,Triglycerides in Small VLDL
HDL-PL,590,0.979 [0.947-1.014],1.000,,Phospholipids in HDL
M-HDL-FC,597,0.975 [0.941-1.011],1.000,,Free Cholesterol in Medium HDL
