Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Albumin,72,1.081 [0.948-1.234],1.000,,Albumin
XXL-VLDL-TG%,153,1.029 [0.973-1.088],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-L,632,1.001 [0.975-1.027],1.000,,Total-Lipids in Very Small VLDL
L-HDL-PL,598,1.001 [0.970-1.033],1.000,,Phospholipids in Large HDL
S-VLDL-C,618,1.000 [0.967-1.034],1.000,,Cholesterol in Small VLDL
S-HDL-C%,436,0.997 [0.964-1.030],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-CE,617,0.992 [0.959-1.027],1.000,,Cholesteryl Esters in Very Large VLDL
IDL-P,505,0.990 [0.957-1.025],1.000,,Concentration of IDL Particles
L-VLDL-L,609,0.980 [0.945-1.016],1.000,,Total-Lipids in Large VLDL
L-VLDL-FC%,331,0.975 [0.937-1.013],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
