Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2138,0.3156,Creatinine
Gly,0.1118,0.0890,Glycine
Glu-lactate,0.0473,0.0500,Glucose-lactate
His,0.0455,0.0488,Histidine
Glu,0.0487,0.0383,Glucose
3-Hydroxybutyrate,0.0357,0.0335,3-Hydroxybutyrate
Omega-3,0.0258,0.0291,Omega-3 Fatty Acids
SFA%,0.0308,0.0278,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.0290,0.0230,Docosahexaenoic Acid
Ile,0.0158,0.0200,Isoleucine
Gln,0.0238,0.0198,Glutamine
XL-HDL-FC%,0.0255,0.0187,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3%,0.0173,0.0181,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-CE,0.0205,0.0178,Cholesteryl Esters in IDL
Tyr,0.0252,0.0162,Tyrosine
SM,0.0278,0.0158,Sphingomyelins
Unsaturation,0.0160,0.0133,Degree of Unsaturation
LDL-size,0.0172,0.0124,Average Diameter for LDL Particles
S-LDL-CE%,0.0132,0.0111,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.0097,0.0109,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0125,0.0103,Leucine
Pyruvate,0.0133,0.0099,Pyruvate
GlycA,0.0088,0.0097,Glycoprotein Acetyls
Sc-ala,0.0080,0.0080,Spectrometer-corrected alanine
IDL-PL%,0.0072,0.0080,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0075,0.0079,Acetone
Acetoacetate,0.0083,0.0076,Acetoacetate
Acetate,0.0057,0.0076,Acetate
Phe,0.0065,0.0070,Phenylalanine
Albumin,0.0058,0.0067,Albumin
XL-HDL-PL%,0.0133,0.0067,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-FC%,0.0062,0.0067,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-C%,0.0087,0.0063,Cholesterol to Total-Lipids in Large VLDL percentage
Citrate,0.0085,0.0061,Citrate
IDL-FC%,0.0065,0.0059,Free Cholesterol to Total-Lipids in IDL percentage
LA,0.0113,0.0056,Linoleic Acid
XS-VLDL-PL%,0.0080,0.0053,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.0062,0.0040,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0055,0.0037,Phospholipids to Total-Lipids in Large LDL percentage
Val,0.0025,0.0032,Valine
XL-HDL-CE%,0.0048,0.0032,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
TG/PG,0.0052,0.0029,Triglycerides to Phosphoglycerides ratio
Lactate,0.0025,0.0028,Lactate
IDL-TG%,0.0012,0.0028,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,0.0027,0.0027,Phospholipids to Total-Lipids in Large HDL percentage
Ala,0.0017,0.0027,Alanine
S-LDL-C%,0.0032,0.0026,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-FC%,0.0018,0.0024,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-PL%,0.0045,0.0023,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-FC%,0.0018,0.0020,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,0.0013,0.0018,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0018,0.0017,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0010,0.0009,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,0.0013,0.0008,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0008,0.0007,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-VLDL-PL%,0.0005,0.0005,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,0.0005,0.0005,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,0.0003,0.0005,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.0002,0.0004,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0010,0.0002,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,0.0002,0.0002,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-C%,0.0003,0.0001,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
