Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.0957,0.1562,Linoleic Acid to Total-Fatty Acids percentage
Creatinine,0.1775,0.1530,Creatinine
PUFA%,0.0488,0.0993,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0673,0.0856,Degree of Unsaturation
3-Hydroxybutyrate,0.0708,0.0557,3-Hydroxybutyrate
Omega-6,0.0552,0.0538,Omega-6 Fatty Acids
Albumin,0.0730,0.0537,Albumin
Gly,0.0647,0.0476,Glycine
Omega-3,0.0300,0.0342,Omega-3 Fatty Acids
Lactate,0.0208,0.0201,Lactate
His,0.0282,0.0185,Histidine
Acetone,0.0238,0.0178,Acetone
L-LDL-C%,0.0163,0.0176,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0133,0.0127,Acetoacetate
Omega-6/Omega-3,0.0105,0.0119,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-FC%,0.0150,0.0117,Free Cholesterol to Total-Lipids in IDL percentage
Ala,0.0117,0.0112,Alanine
XS-VLDL-PL%,0.0153,0.0110,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0097,0.0092,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA,0.0093,0.0085,Linoleic Acid
Glu,0.0102,0.0083,Glucose
XL-HDL-FC%,0.0090,0.0075,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,0.0108,0.0071,Leucine
DHA,0.0067,0.0069,Docosahexaenoic Acid
PUFA,0.0063,0.0067,Polyunsaturated Fatty Acids
Tyr,0.0048,0.0056,Tyrosine
GlycA,0.0107,0.0055,Glycoprotein Acetyls
M-LDL-C%,0.0058,0.0051,Cholesterol to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0065,0.0050,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-PL%,0.0060,0.0044,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0055,0.0036,Glutamine
Omega-3%,0.0022,0.0034,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0065,0.0032,Glucose-lactate
Phe,0.0023,0.0032,Phenylalanine
SFA%,0.0048,0.0032,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0040,0.0031,Acetate
L-VLDL-PL%,0.0042,0.0031,Phospholipids to Total-Lipids in Large VLDL percentage
LDL-size,0.0043,0.0027,Average Diameter for LDL Particles
DHA%,0.0035,0.0025,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-PL%,0.0038,0.0025,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,0.0038,0.0025,Spectrometer-corrected alanine
Ile,0.0025,0.0024,Isoleucine
L-LDL-CE%,0.0037,0.0024,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0042,0.0022,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-PL%,0.0018,0.0020,Phospholipids to Total-Lipids in Large LDL percentage
Citrate,0.0022,0.0016,Citrate
XXL-VLDL-FC%,0.0013,0.0012,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB/ApoA1,0.0013,0.0011,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-CE%,0.0008,0.0009,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.0017,0.0008,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-PL%,0.0007,0.0006,Phospholipids to Total-Lipids in Medium LDL percentage
Pyruvate,0.0005,0.0003,Pyruvate
M-LDL-CE%,0.0003,0.0003,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0002,0.0001,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
