Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0823,0.2264,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.2237,0.1548,Glycoprotein Acetyls
L-LDL-TG%,0.0518,0.1491,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.2253,0.1422,Albumin
IDL-CE%,0.0515,0.1002,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0695,0.0476,Linoleic Acid
Glu,0.0520,0.0314,Glucose
LA%,0.0242,0.0298,Linoleic Acid to Total-Fatty Acids percentage
Creatinine,0.0452,0.0227,Creatinine
XS-VLDL-PL%,0.0247,0.0189,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,0.0285,0.0179,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3,0.0173,0.0107,Omega-3 Fatty Acids
Glu-lactate,0.0170,0.0081,Glucose-lactate
3-Hydroxybutyrate,0.0158,0.0074,3-Hydroxybutyrate
PUFA,0.0127,0.0067,Polyunsaturated Fatty Acids
S-LDL-CE%,0.0133,0.0062,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA%,0.0097,0.0049,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0057,0.0036,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0050,0.0024,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.0048,0.0019,Degree of Unsaturation
XXL-VLDL-CE,0.0028,0.0011,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
DHA%,0.0038,0.0011,Docosahexaenoic Acid to Total-Fatty Acids percentage
Leu,0.0025,0.0009,Leucine
His,0.0022,0.0008,Histidine
Val,0.0022,0.0008,Valine
MUFA%,0.0018,0.0007,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0013,0.0004,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,0.0008,0.0003,Triglycerides to Total-Lipids in Large VLDL percentage
Acetoacetate,0.0008,0.0003,Acetoacetate
L-VLDL-FC%,0.0005,0.0003,Free Cholesterol to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0007,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-CE%,0.0003,0.0001,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Gln,0.0002,4.4601e-05,Glutamine
