Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0662,0.1903,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.2530,0.1830,Glycoprotein Acetyls
L-LDL-TG%,0.0495,0.1660,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.2318,0.1482,Albumin
LA%,0.0433,0.0671,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,0.0475,0.0593,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0698,0.0452,Creatinine
PUFA,0.0448,0.0302,Polyunsaturated Fatty Acids
Omega-3,0.0415,0.0190,Omega-3 Fatty Acids
S-LDL-PL%,0.0210,0.0127,Phospholipids to Total-Lipids in Small LDL percentage
Glu,0.0220,0.0117,Glucose
XS-VLDL-PL%,0.0143,0.0116,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA,0.0152,0.0088,Linoleic Acid
Glu-lactate,0.0127,0.0076,Glucose-lactate
IDL-TG%,0.0022,0.0072,Triglycerides to Total-Lipids in IDL percentage
Total-BCAA,0.0120,0.0060,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,0.0100,0.0049,3-Hydroxybutyrate
S-LDL-CE%,0.0048,0.0043,Cholesteryl Esters to Total-Lipids in Small LDL percentage
DHA,0.0062,0.0027,Docosahexaenoic Acid
IDL-CE,0.0033,0.0027,Cholesteryl Esters in IDL
Tyr,0.0065,0.0020,Tyrosine
Val,0.0038,0.0016,Valine
PUFA%,0.0038,0.0016,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0027,0.0014,Leucine
L-LDL-CE%,0.0023,0.0008,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0015,0.0007,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.0010,0.0006,Degree of Unsaturation
Omega-3%,0.0013,0.0005,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0015,0.0005,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-FC%,0.0007,0.0003,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0007,0.0002,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,0.0007,0.0002,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0005,0.0002,Acetoacetate
Gln,0.0005,0.0002,Glutamine
Total-PL,0.0005,0.0002,Total-Phospholipids in Lipoprotein Particles
Ile,0.0003,0.0001,Isoleucine
His,0.0003,0.0001,Histidine
Citrate,0.0002,4.4489e-05,Citrate
