Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2397,0.2493,Glycoprotein Acetyls
Albumin,0.1940,0.1811,Albumin
LA%,0.0942,0.1215,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0633,0.1081,Triglycerides to Total-Lipids in Large LDL percentage
Gln,0.0518,0.0404,Glutamine
IDL-CE%,0.0213,0.0315,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.0357,0.0251,Cholesterol to Total-Lipids in Small LDL percentage
IDL-TG%,0.0223,0.0240,Triglycerides to Total-Lipids in IDL percentage
Citrate,0.0222,0.0217,Citrate
M-LDL-C%,0.0150,0.0168,Cholesterol to Total-Lipids in Medium LDL percentage
Creatinine,0.0228,0.0166,Creatinine
Gly,0.0200,0.0154,Glycine
SFA%,0.0177,0.0150,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0202,0.0149,Valine
Acetate,0.0133,0.0088,Acetate
Tyr,0.0128,0.0082,Tyrosine
L-LDL-PL%,0.0095,0.0070,Phospholipids to Total-Lipids in Large LDL percentage
S-VLDL-C,0.0077,0.0066,Cholesterol in Small VLDL
L-HDL-PL%,0.0098,0.0062,Phospholipids to Total-Lipids in Large HDL percentage
Ile,0.0057,0.0058,Isoleucine
S-VLDL-CE,0.0073,0.0057,Cholesteryl Esters in Small VLDL
PUFA%,0.0075,0.0051,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0065,0.0051,Lactate
S-LDL-PL%,0.0055,0.0043,Phospholipids to Total-Lipids in Small LDL percentage
Phosphoglyc,0.0052,0.0040,Phosphoglycerides
LDL-size,0.0073,0.0036,Average Diameter for LDL Particles
Sc-ala,0.0053,0.0034,Spectrometer-corrected alanine
Acetoacetate,0.0048,0.0030,Acetoacetate
SM,0.0038,0.0030,Sphingomyelins
Ala,0.0017,0.0030,Alanine
His,0.0027,0.0029,Histidine
MUFA,0.0042,0.0029,Monounsaturated Fatty Acids
Omega-6/Omega-3,0.0023,0.0029,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-PL%,0.0028,0.0027,Phospholipids to Total-Lipids in IDL percentage
M-LDL-CE%,0.0012,0.0020,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Leu,0.0025,0.0020,Leucine
XS-VLDL-PL%,0.0028,0.0019,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0022,0.0017,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0022,0.0017,Pyruvate
Omega-3%,0.0032,0.0016,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0020,0.0015,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Phe,0.0027,0.0015,Phenylalanine
Glu-lactate,0.0020,0.0015,Glucose-lactate
L-LDL-C%,0.0028,0.0014,Cholesterol to Total-Lipids in Large LDL percentage
Omega-3,0.0013,0.0013,Omega-3 Fatty Acids
DHA%,0.0013,0.0012,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetone,0.0017,0.0011,Acetone
3-Hydroxybutyrate,0.0013,0.0011,3-Hydroxybutyrate
IDL-FC%,0.0018,0.0009,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0012,0.0007,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-C%,0.0007,0.0004,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in Large VLDL percentage
DHA,0.0005,0.0003,Docosahexaenoic Acid
