Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
His,0.0817,0.0669,Histidine
Gly,0.0630,0.0561,Glycine
Lactate,0.0573,0.0520,Lactate
Glu,0.0570,0.0480,Glucose
GlycA,0.0413,0.0437,Glycoprotein Acetyls
S-LDL-PL%,0.0392,0.0404,Phospholipids to Total-Lipids in Small LDL percentage
IDL-FC%,0.0265,0.0382,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.0482,0.0353,Linoleic Acid to Total-Fatty Acids percentage
Gln,0.0475,0.0351,Glutamine
Albumin,0.0347,0.0300,Albumin
XL-VLDL-PL%,0.0252,0.0282,Phospholipids to Total-Lipids in Very Large VLDL percentage
Creatinine,0.0177,0.0269,Creatinine
MUFA%,0.0170,0.0268,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0283,0.0267,Citrate
3-Hydroxybutyrate,0.0335,0.0258,3-Hydroxybutyrate
S-HDL-CE,0.0232,0.0253,Cholesteryl Esters in Small HDL
Acetate,0.0193,0.0248,Acetate
ApoB/ApoA1,0.0248,0.0239,Apolipoprotein B to Apolipoprotein A1 ratio
Acetoacetate,0.0235,0.0236,Acetoacetate
Glu-lactate,0.0265,0.0231,Glucose-lactate
S-LDL-C%,0.0203,0.0211,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL%,0.0167,0.0194,Phospholipids to Total-Lipids in Large LDL percentage
Ile,0.0152,0.0172,Isoleucine
Tyr,0.0128,0.0148,Tyrosine
L-HDL-PL%,0.0152,0.0145,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.0073,0.0135,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0080,0.0124,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0092,0.0123,Phospholipids to Total-Lipids in IDL percentage
S-HDL-PL%,0.0147,0.0120,Phospholipids to Total-Lipids in Small HDL percentage
Ala,0.0077,0.0114,Alanine
XS-VLDL-FC%,0.0092,0.0106,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0050,0.0089,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0085,0.0085,Pyruvate
LDL-size,0.0057,0.0075,Average Diameter for LDL Particles
Val,0.0063,0.0072,Valine
M-HDL-TG,0.0085,0.0072,Triglycerides in Medium HDL
Phe,0.0038,0.0071,Phenylalanine
S-HDL-FC%,0.0058,0.0069,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetone,0.0067,0.0063,Acetone
IDL-TG%,0.0068,0.0061,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-FC,0.0060,0.0060,Free Cholesterol in Medium VLDL
M-HDL-PL,0.0062,0.0059,Phospholipids in Medium HDL
Omega-3,0.0043,0.0055,Omega-3 Fatty Acids
L-LDL-CE%,0.0042,0.0049,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA%,0.0060,0.0048,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0030,0.0044,Spectrometer-corrected alanine
XS-VLDL-PL%,0.0042,0.0040,Phospholipids to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.0035,0.0035,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-PL,0.0038,0.0034,Phospholipids in Very Small VLDL
Omega-6/Omega-3,0.0028,0.0033,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-size,0.0027,0.0033,Average Diameter for VLDL Particles
SFA%,0.0028,0.0033,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0043,0.0029,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-CE%,0.0018,0.0028,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-TG%,0.0010,0.0022,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.0017,0.0022,Free Cholesterol to Total-Lipids in Large VLDL percentage
Leu,0.0008,0.0020,Leucine
Unsaturation,0.0023,0.0017,Degree of Unsaturation
XS-VLDL-TG%,0.0020,0.0016,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-CE%,0.0017,0.0014,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-C%,0.0008,0.0014,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0010,0.0009,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,0.0010,0.0008,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-C%,0.0008,0.0007,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-TG,0.0017,0.0005,Triglycerides in Very Small VLDL
DHA%,0.0005,0.0004,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0003,0.0004,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
