Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-PL%,0.1065,0.1439,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,0.0987,0.0836,Glycoprotein Acetyls
L-LDL-CE%,0.0697,0.0671,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA%,0.0662,0.0577,Linoleic Acid to Total-Fatty Acids percentage
IDL-PL%,0.0520,0.0528,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0513,0.0501,3-Hydroxybutyrate
Phe,0.0413,0.0414,Phenylalanine
L-VLDL-CE%,0.0353,0.0378,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Ala,0.0197,0.0284,Alanine
Tyr,0.0267,0.0272,Tyrosine
Albumin,0.0307,0.0245,Albumin
DHA%,0.0343,0.0244,Docosahexaenoic Acid to Total-Fatty Acids percentage
Creatinine,0.0230,0.0243,Creatinine
L-LDL-C%,0.0285,0.0239,Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.0258,0.0224,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0213,0.0214,Histidine
Glu,0.0123,0.0186,Glucose
Acetone,0.0203,0.0186,Acetone
Citrate,0.0198,0.0172,Citrate
S-HDL-PL%,0.0132,0.0144,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0150,0.0129,Phospholipids to Total-Lipids in Medium LDL percentage
XL-VLDL-CE%,0.0077,0.0112,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Glu-lactate,0.0092,0.0107,Glucose-lactate
Leu,0.0095,0.0100,Leucine
Lactate,0.0072,0.0095,Lactate
Pyruvate,0.0127,0.0095,Pyruvate
SFA%,0.0093,0.0088,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0098,0.0088,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0088,0.0087,Glycine
Ile,0.0088,0.0086,Isoleucine
XXL-VLDL-FC%,0.0108,0.0083,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG%,0.0078,0.0075,Triglycerides to Total-Lipids in Large LDL percentage
Val,0.0063,0.0073,Valine
Gln,0.0042,0.0066,Glutamine
Acetate,0.0055,0.0066,Acetate
XXL-VLDL-PL%,0.0092,0.0058,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0057,0.0054,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-TG%,0.0053,0.0053,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.0050,0.0047,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0038,0.0043,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.0042,0.0043,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
MUFA%,0.0042,0.0043,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0035,0.0039,Free Cholesterol to Total-Lipids in Small HDL percentage
LDL-size,0.0045,0.0034,Average Diameter for LDL Particles
XS-VLDL-FC%,0.0030,0.0032,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0028,0.0030,Spectrometer-corrected alanine
M-VLDL-CE%,0.0028,0.0028,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-VLDL-TG%,0.0030,0.0027,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-CE%,0.0023,0.0027,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0032,0.0026,Acetoacetate
IDL-CE%,0.0028,0.0021,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-size,0.0010,0.0013,Average Diameter for VLDL Particles
Total-BCAA,0.0012,0.0012,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-PL%,0.0008,0.0011,Phospholipids to Total-Lipids in Very Large VLDL percentage
DHA,0.0013,0.0008,Docosahexaenoic Acid
L-HDL-CE%,0.0010,0.0007,Cholesteryl Esters to Total-Lipids in Large HDL percentage
