Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
SFA%,0.1232,0.0867,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0292,0.0530,Cholesteryl Esters to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0470,0.0517,3-Hydroxybutyrate
GlycA,0.0602,0.0500,Glycoprotein Acetyls
Albumin,0.0338,0.0438,Albumin
Acetoacetate,0.0385,0.0429,Acetoacetate
XS-VLDL-PL%,0.0530,0.0400,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-PL%,0.0433,0.0386,Phospholipids to Total-Lipids in Large LDL percentage
Citrate,0.0290,0.0341,Citrate
Creatinine,0.0237,0.0323,Creatinine
Lactate,0.0268,0.0303,Lactate
Pyruvate,0.0287,0.0271,Pyruvate
His,0.0330,0.0269,Histidine
IDL-PL%,0.0210,0.0262,Phospholipids to Total-Lipids in IDL percentage
DHA%,0.0282,0.0252,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-C%,0.0370,0.0232,Cholesterol to Total-Lipids in Small LDL percentage
Tyr,0.0235,0.0225,Tyrosine
Omega-6/Omega-3,0.0263,0.0222,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-FC%,0.0252,0.0212,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.0178,0.0204,Degree of Unsaturation
Glu,0.0155,0.0201,Glucose
LDL-size,0.0192,0.0169,Average Diameter for LDL Particles
Val,0.0065,0.0146,Valine
Acetate,0.0098,0.0142,Acetate
Ala,0.0093,0.0134,Alanine
Glu-lactate,0.0178,0.0133,Glucose-lactate
Omega-3%,0.0133,0.0122,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0113,0.0121,Spectrometer-corrected alanine
Ile,0.0052,0.0110,Isoleucine
M-LDL-C%,0.0078,0.0105,Cholesterol to Total-Lipids in Medium LDL percentage
Acetone,0.0147,0.0097,Acetone
S-LDL-FC,0.0065,0.0089,Free Cholesterol in Small LDL
DHA,0.0063,0.0088,Docosahexaenoic Acid
Leu,0.0020,0.0088,Leucine
M-HDL-FC%,0.0098,0.0085,Free Cholesterol to Total-Lipids in Medium HDL percentage
LA%,0.0050,0.0078,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0065,0.0076,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-CE,0.0087,0.0073,Cholesteryl Esters in Medium VLDL
L-HDL-FC,0.0078,0.0065,Free Cholesterol in Large HDL
Gln,0.0095,0.0060,Glutamine
XL-HDL-FC%,0.0070,0.0058,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-PL%,0.0058,0.0047,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0030,0.0043,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-P,0.0060,0.0042,Concentration of Large LDL Particles
IDL-C%,0.0045,0.0041,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0027,0.0041,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0027,0.0035,Glycine
XXL-VLDL-TG,0.0020,0.0029,Triglycerides in Chylomicrons and Extremely Large VLDL
Omega-3,0.0032,0.0028,Omega-3 Fatty Acids
S-HDL-PL,0.0022,0.0027,Phospholipids in Small HDL
XL-VLDL-FC%,0.0017,0.0026,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA%,0.0015,0.0026,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0020,0.0024,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,0.0010,0.0024,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C,0.0013,0.0019,Cholesterol in Very Large VLDL
M-LDL-CE%,0.0015,0.0018,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.0022,0.0018,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-CE,0.0008,0.0017,Cholesteryl Esters in Medium HDL
IDL-CE%,0.0018,0.0017,Cholesteryl Esters to Total-Lipids in IDL percentage
Phe,0.0028,0.0017,Phenylalanine
S-LDL-CE%,0.0017,0.0015,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0010,0.0014,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-CE,0.0007,0.0007,Cholesteryl Esters in Very Large VLDL
