Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.3232,0.2526,Albumin
GlycA,0.3080,0.2138,Glycoprotein Acetyls
LA%,0.0942,0.1746,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0630,0.1476,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG%,0.0418,0.1229,Triglycerides to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0472,0.0195,3-Hydroxybutyrate
IDL-CE%,0.0157,0.0131,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-CE%,0.0265,0.0121,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,0.0182,0.0121,Linoleic Acid
Omega-3,0.0188,0.0100,Omega-3 Fatty Acids
PUFA%,0.0150,0.0074,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0032,0.0043,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,0.0038,0.0020,Cholesteryl Esters in Very Small VLDL
XL-HDL-FC%,0.0060,0.0018,Free Cholesterol to Total-Lipids in Very Large HDL percentage
PUFA/MUFA,0.0025,0.0017,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA,0.0035,0.0016,Polyunsaturated Fatty Acids
Creatinine,0.0037,0.0011,Creatinine
XS-VLDL-PL%,0.0012,0.0006,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0013,0.0004,Phospholipids to Total-Lipids in Small LDL percentage
DHA,0.0008,0.0003,Docosahexaenoic Acid
Val,0.0007,0.0002,Valine
L-HDL-PL%,0.0008,0.0002,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3%,0.0005,0.0001,Omega-3 Fatty Acids to Total-Fatty Acids percentage
VLDL-size,0.0002,3.8717e-05,Average Diameter for VLDL Particles
Gly,0.0002,3.2541e-05,Glycine
Glu-lactate,0.0002,3.1859e-05,Glucose-lactate
