Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-PL%,0.0930,0.1669,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,0.1672,0.1479,Glycoprotein Acetyls
Albumin,0.1063,0.0825,Albumin
Creatinine,0.0805,0.0694,Creatinine
S-LDL-CE%,0.0640,0.0624,Cholesteryl Esters to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0362,0.0326,3-Hydroxybutyrate
LA,0.0333,0.0304,Linoleic Acid
Glu-lactate,0.0305,0.0300,Glucose-lactate
S-LDL-PL%,0.0295,0.0268,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0288,0.0256,Leucine
Gln,0.0302,0.0254,Glutamine
Ala,0.0168,0.0244,Alanine
Citrate,0.0232,0.0239,Citrate
IDL-CE%,0.0232,0.0233,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3%,0.0175,0.0228,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ile,0.0183,0.0210,Isoleucine
LDL-size,0.0233,0.0186,Average Diameter for LDL Particles
Sc-ala,0.0165,0.0155,Spectrometer-corrected alanine
His,0.0110,0.0126,Histidine
Glu,0.0098,0.0117,Glucose
M-LDL-CE%,0.0117,0.0114,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Val,0.0093,0.0096,Valine
Lactate,0.0088,0.0090,Lactate
L-LDL-CE%,0.0105,0.0089,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0120,0.0079,Tyrosine
XXL-VLDL-FC%,0.0075,0.0074,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0103,0.0071,Acetone
Phe,0.0075,0.0067,Phenylalanine
S-LDL-C%,0.0073,0.0060,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0077,0.0059,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-P,0.0050,0.0052,Concentration of Small HDL Particles
Pyruvate,0.0047,0.0046,Pyruvate
XXL-VLDL-CE%,0.0040,0.0045,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0032,0.0041,Acetate
XXL-VLDL-C%,0.0033,0.0039,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0058,0.0036,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0030,0.0031,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-PL%,0.0023,0.0029,Phospholipids to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0030,0.0027,Acetoacetate
Total-BCAA,0.0025,0.0023,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-FC%,0.0018,0.0020,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0027,0.0019,Glycine
M-LDL-PL%,0.0017,0.0017,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0018,0.0013,Free Cholesterol to Total-Lipids in Small HDL percentage
SFA%,0.0012,0.0009,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0013,0.0008,Degree of Unsaturation
IDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-TG%,0.0002,0.0004,Triglycerides to Total-Lipids in Very Large HDL percentage
PUFA%,0.0003,0.0003,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
