Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1293,0.0988,Albumin
IDL-CE%,0.0852,0.0879,Cholesteryl Esters to Total-Lipids in IDL percentage
Citrate,0.0352,0.0573,Citrate
Creatinine,0.0533,0.0556,Creatinine
Tyr,0.0492,0.0497,Tyrosine
LA%,0.0493,0.0492,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0308,0.0354,Leucine
Pyruvate,0.0437,0.0349,Pyruvate
Acetate,0.0388,0.0319,Acetate
3-Hydroxybutyrate,0.0332,0.0244,3-Hydroxybutyrate
Phe,0.0242,0.0240,Phenylalanine
His,0.0195,0.0229,Histidine
Acetoacetate,0.0218,0.0214,Acetoacetate
L-LDL-CE%,0.0185,0.0214,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0175,0.0195,Phospholipids to Total-Lipids in Large LDL percentage
IDL-FC%,0.0167,0.0189,Free Cholesterol to Total-Lipids in IDL percentage
SFA,0.0177,0.0189,Saturated Fatty Acids
LDL-size,0.0112,0.0185,Average Diameter for LDL Particles
Ile,0.0118,0.0179,Isoleucine
Glu-lactate,0.0180,0.0169,Glucose-lactate
Ala,0.0088,0.0141,Alanine
S-LDL-FC,0.0102,0.0121,Free Cholesterol in Small LDL
S-HDL-PL%,0.0133,0.0114,Phospholipids to Total-Lipids in Small HDL percentage
Glu,0.0083,0.0110,Glucose
XS-VLDL-FC%,0.0098,0.0108,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0060,0.0107,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0162,0.0107,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,0.0097,0.0106,Glycoprotein Acetyls
S-HDL-CE%,0.0088,0.0097,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Lactate,0.0128,0.0097,Lactate
S-HDL-FC%,0.0097,0.0093,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-PL%,0.0078,0.0086,Phospholipids to Total-Lipids in Medium HDL percentage
Sc-ala,0.0108,0.0084,Spectrometer-corrected alanine
L-LDL-TG%,0.0103,0.0083,Triglycerides to Total-Lipids in Large LDL percentage
Gly,0.0092,0.0076,Glycine
XXL-VLDL-CE%,0.0065,0.0075,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG,0.0088,0.0074,Triglycerides in Large HDL
Omega-6/Omega-3,0.0068,0.0063,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-TG,0.0072,0.0062,Triglycerides in Very Large HDL
XXL-VLDL-PL%,0.0077,0.0061,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0035,0.0060,Degree of Unsaturation
XL-HDL-FC,0.0082,0.0059,Free Cholesterol in Very Large HDL
L-HDL-PL%,0.0063,0.0057,Phospholipids to Total-Lipids in Large HDL percentage
ApoB/ApoA1,0.0053,0.0056,Apolipoprotein B to Apolipoprotein A1 ratio
Gln,0.0043,0.0056,Glutamine
XXL-VLDL-C%,0.0025,0.0052,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE%,0.0073,0.0052,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-3,0.0047,0.0044,Omega-3 Fatty Acids
Val,0.0052,0.0043,Valine
L-LDL-C%,0.0038,0.0042,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE,0.0030,0.0042,Cholesteryl Esters in Very Small VLDL
L-HDL-C%,0.0042,0.0040,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-C%,0.0042,0.0039,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-TG%,0.0028,0.0036,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0035,0.0034,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-TG,0.0025,0.0027,Triglycerides in LDL
L-VLDL-TG%,0.0035,0.0026,Triglycerides to Total-Lipids in Large VLDL percentage
DHA,0.0027,0.0024,Docosahexaenoic Acid
Acetone,0.0007,0.0024,Acetone
PUFA%,0.0012,0.0022,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0035,0.0022,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA,0.0020,0.0015,Linoleic Acid
S-VLDL-CE%,0.0012,0.0007,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-PL%,0.0003,0.0005,Phospholipids to Total-Lipids in IDL percentage
