Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0628,0.0853,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.0860,0.0662,Albumin
LA%,0.0667,0.0616,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.0725,0.0541,Glycoprotein Acetyls
Glu,0.0512,0.0452,Glucose
Acetone,0.0422,0.0419,Acetone
Acetate,0.0288,0.0407,Acetate
Glu-lactate,0.0398,0.0370,Glucose-lactate
His,0.0443,0.0363,Histidine
Pyruvate,0.0417,0.0345,Pyruvate
LDL-size,0.0338,0.0332,Average Diameter for LDL Particles
Citrate,0.0423,0.0312,Citrate
Ala,0.0198,0.0287,Alanine
Creatinine,0.0273,0.0279,Creatinine
Unsaturation,0.0333,0.0277,Degree of Unsaturation
IDL-PL%,0.0193,0.0212,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0248,0.0198,Lactate
Tyr,0.0168,0.0192,Tyrosine
XS-VLDL-PL%,0.0163,0.0187,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,0.0087,0.0183,Glycine
L-HDL-PL%,0.0185,0.0178,Phospholipids to Total-Lipids in Large HDL percentage
Leu,0.0145,0.0163,Leucine
M-LDL-PL%,0.0125,0.0153,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0092,0.0153,3-Hydroxybutyrate
M-LDL-CE%,0.0147,0.0153,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Phe,0.0100,0.0122,Phenylalanine
L-LDL-PL%,0.0092,0.0114,Phospholipids to Total-Lipids in Large LDL percentage
Acetoacetate,0.0113,0.0109,Acetoacetate
SFA%,0.0088,0.0105,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0102,0.0095,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0035,0.0091,Valine
XS-VLDL-FC%,0.0077,0.0084,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA%,0.0058,0.0083,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0052,0.0078,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC%,0.0062,0.0062,Free Cholesterol to Total-Lipids in Small LDL percentage
Gln,0.0070,0.0060,Glutamine
XXL-VLDL-C%,0.0047,0.0055,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0068,0.0051,Cholesteryl Esters to Total-Lipids in Small LDL percentage
DHA,0.0060,0.0051,Docosahexaenoic Acid
L-LDL-CE%,0.0053,0.0049,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-CE,0.0045,0.0048,Cholesteryl Esters in Small HDL
IDL-C%,0.0040,0.0048,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0032,0.0043,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL%,0.0048,0.0043,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-TG%,0.0027,0.0041,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0032,0.0039,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-C%,0.0028,0.0036,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0032,0.0033,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ile,0.0027,0.0032,Isoleucine
Sc-ala,0.0032,0.0031,Spectrometer-corrected alanine
XXL-VLDL-FC%,0.0022,0.0024,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC%,0.0018,0.0022,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3,0.0027,0.0021,Omega-3 Fatty Acids
Omega-3%,0.0017,0.0020,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0012,0.0019,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-C%,0.0003,0.0003,Cholesterol to Total-Lipids in Small LDL percentage
