Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE,0.0988,0.2789,Cholesteryl Esters in IDL
Creatinine,0.1350,0.1127,Creatinine
IDL-CE%,0.0653,0.0591,Cholesteryl Esters to Total-Lipids in IDL percentage
Gly,0.0643,0.0590,Glycine
L-LDL-TG%,0.0647,0.0578,Triglycerides to Total-Lipids in Large LDL percentage
Acetone,0.0817,0.0551,Acetone
3-Hydroxybutyrate,0.0777,0.0529,3-Hydroxybutyrate
M-VLDL-CE,0.0317,0.0440,Cholesteryl Esters in Medium VLDL
Albumin,0.0400,0.0234,Albumin
Tyr,0.0338,0.0210,Tyrosine
XXL-VLDL-CE,0.0213,0.0198,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
LA,0.0197,0.0196,Linoleic Acid
Phe,0.0188,0.0174,Phenylalanine
L-VLDL-PL%,0.0182,0.0168,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-TG%,0.0183,0.0146,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0163,0.0143,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0218,0.0121,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0128,0.0094,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0128,0.0089,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.0133,0.0082,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0118,0.0079,Acetoacetate
M-LDL-CE%,0.0085,0.0075,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0077,0.0074,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,0.0105,0.0071,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-C,0.0073,0.0062,Cholesterol in Chylomicrons and Extremely Large VLDL
Acetate,0.0108,0.0060,Acetate
IDL-C,0.0073,0.0058,Cholesterol in IDL
IDL-TG%,0.0055,0.0050,Triglycerides to Total-Lipids in IDL percentage
Cholines,0.0058,0.0049,Total-Cholines
Glu,0.0027,0.0032,Glucose
Gln,0.0057,0.0031,Glutamine
IDL-C%,0.0027,0.0030,Cholesterol to Total-Lipids in IDL percentage
Ile,0.0058,0.0028,Isoleucine
XL-VLDL-PL%,0.0047,0.0026,Phospholipids to Total-Lipids in Very Large VLDL percentage
Pyruvate,0.0028,0.0020,Pyruvate
His,0.0038,0.0019,Histidine
Total-BCAA,0.0030,0.0019,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LDL-size,0.0022,0.0017,Average Diameter for LDL Particles
Val,0.0032,0.0016,Valine
Leu,0.0025,0.0016,Leucine
Ala,0.0023,0.0015,Alanine
Citrate,0.0020,0.0014,Citrate
L-HDL-FC%,0.0018,0.0011,Free Cholesterol to Total-Lipids in Large HDL percentage
Lactate,0.0020,0.0011,Lactate
PUFA,0.0017,0.0010,Polyunsaturated Fatty Acids
Glu-lactate,0.0012,0.0008,Glucose-lactate
XL-HDL-CE%,0.0012,0.0008,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-VLDL-FC%,0.0013,0.0007,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-TG%,0.0012,0.0007,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0008,0.0006,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0010,0.0005,Degree of Unsaturation
L-HDL-C%,0.0007,0.0004,Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-CE%,0.0007,0.0004,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0003,0.0003,Phospholipids to Total-Lipids in Small HDL percentage
PUFA%,0.0003,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0002,0.0001,Spectrometer-corrected alanine
XS-VLDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA%,0.0002,9.9400e-05,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-PL%,0.0002,8.6622e-05,Phospholipids to Total-Lipids in Medium HDL percentage
