Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1350,0.1489,Glycoprotein Acetyls
Albumin,0.1148,0.1072,Albumin
Glu-lactate,0.0618,0.0598,Glucose-lactate
L-LDL-C%,0.0383,0.0530,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.0485,0.0444,Degree of Unsaturation
Lactate,0.0470,0.0406,Lactate
XS-VLDL-PL%,0.0353,0.0405,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.0317,0.0388,Cholesterol to Total-Lipids in Small LDL percentage
Ile,0.0275,0.0373,Isoleucine
L-VLDL-FC%,0.0363,0.0320,Free Cholesterol to Total-Lipids in Large VLDL percentage
IDL-CE%,0.0220,0.0275,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0202,0.0247,Creatinine
Glu,0.0188,0.0240,Glucose
L-LDL-CE%,0.0338,0.0234,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0262,0.0223,Tyrosine
Omega-3%,0.0262,0.0195,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,0.0243,0.0193,Valine
M-LDL-C%,0.0187,0.0187,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.0218,0.0180,Glutamine
Sc-ala,0.0193,0.0176,Spectrometer-corrected alanine
Gly,0.0200,0.0166,Glycine
Pyruvate,0.0115,0.0161,Pyruvate
LA%,0.0178,0.0137,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-PL%,0.0110,0.0126,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-size,0.0103,0.0112,Average Diameter for LDL Particles
Citrate,0.0108,0.0093,Citrate
DHA,0.0083,0.0090,Docosahexaenoic Acid
S-LDL-PL%,0.0085,0.0073,Phospholipids to Total-Lipids in Small LDL percentage
Acetoacetate,0.0048,0.0073,Acetoacetate
L-VLDL-PL%,0.0072,0.0058,Phospholipids to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0047,0.0058,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
SFA%,0.0058,0.0051,Saturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0065,0.0051,Leucine
3-Hydroxybutyrate,0.0058,0.0049,3-Hydroxybutyrate
XL-HDL-CE%,0.0055,0.0049,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-FC%,0.0032,0.0048,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Acetate,0.0062,0.0047,Acetate
XS-VLDL-CE%,0.0048,0.0045,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0042,0.0044,Free Cholesterol to Total-Lipids in IDL percentage
Phe,0.0050,0.0041,Phenylalanine
XXL-VLDL-C%,0.0043,0.0041,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0043,0.0036,Histidine
PUFA%,0.0035,0.0033,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0025,0.0027,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0027,0.0018,Acetone
XXL-VLDL-PL%,0.0025,0.0017,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0015,0.0016,Alanine
XL-VLDL-PL%,0.0017,0.0016,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,0.0018,0.0014,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
MUFA%,0.0020,0.0012,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0018,0.0012,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3,0.0012,0.0008,Omega-3 Fatty Acids
L-HDL-TG,0.0003,0.0003,Triglycerides in Large HDL
Omega-6%,0.0002,0.0001,Omega-6 Fatty Acids to Total-Fatty Acids percentage
