Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0693,0.0761,Albumin
L-LDL-CE%,0.0655,0.0711,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0510,0.0499,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0655,0.0489,Phospholipids to Total-Lipids in Large LDL percentage
Leu,0.0452,0.0433,Leucine
MUFA%,0.0352,0.0353,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu,0.0247,0.0336,Glucose
Gln,0.0283,0.0334,Glutamine
GlycA,0.0423,0.0325,Glycoprotein Acetyls
Acetate,0.0232,0.0317,Acetate
Ala,0.0323,0.0295,Alanine
DHA,0.0242,0.0294,Docosahexaenoic Acid
Sc-ala,0.0345,0.0294,Spectrometer-corrected alanine
IDL-FC%,0.0303,0.0279,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.0362,0.0267,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-PL%,0.0328,0.0256,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0232,0.0224,Glycine
3-Hydroxybutyrate,0.0162,0.0223,3-Hydroxybutyrate
Creatinine,0.0267,0.0220,Creatinine
Acetone,0.0123,0.0206,Acetone
Tyr,0.0152,0.0205,Tyrosine
IDL-CE%,0.0142,0.0201,Cholesteryl Esters to Total-Lipids in IDL percentage
Ile,0.0177,0.0186,Isoleucine
Glu-lactate,0.0187,0.0170,Glucose-lactate
M-LDL-FC%,0.0163,0.0146,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.0112,0.0134,Valine
Phe,0.0088,0.0120,Phenylalanine
Pyruvate,0.0112,0.0118,Pyruvate
LA,0.0148,0.0112,Linoleic Acid
LDL-size,0.0072,0.0109,Average Diameter for LDL Particles
Total-BCAA,0.0062,0.0102,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-PL%,0.0077,0.0090,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0118,0.0088,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-CE%,0.0068,0.0078,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0102,0.0076,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA%,0.0057,0.0075,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0097,0.0067,Acetoacetate
S-LDL-C%,0.0077,0.0058,Cholesterol to Total-Lipids in Small LDL percentage
PUFA,0.0072,0.0056,Polyunsaturated Fatty Acids
L-VLDL-PL%,0.0042,0.0056,Phospholipids to Total-Lipids in Large VLDL percentage
Omega-3,0.0068,0.0055,Omega-3 Fatty Acids
M-LDL-PL%,0.0022,0.0052,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0060,0.0051,Phospholipids to Total-Lipids in IDL percentage
Omega-6%,0.0065,0.0051,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SFA%,0.0033,0.0045,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0030,0.0037,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.0035,0.0036,Degree of Unsaturation
S-HDL-FC%,0.0048,0.0035,Free Cholesterol to Total-Lipids in Small HDL percentage
Lactate,0.0033,0.0031,Lactate
His,0.0032,0.0029,Histidine
M-HDL-PL%,0.0050,0.0029,Phospholipids to Total-Lipids in Medium HDL percentage
ApoB/ApoA1,0.0042,0.0027,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-FC%,0.0022,0.0023,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-C%,0.0025,0.0022,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-CE%,0.0028,0.0020,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0015,0.0019,Phospholipids to Total-Lipids in Small HDL percentage
Citrate,0.0017,0.0019,Citrate
Omega-3%,0.0018,0.0018,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0018,0.0017,Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,0.0013,0.0013,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.0010,0.0007,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-C%,0.0005,0.0002,Cholesterol to Total-Lipids in Medium LDL percentage
