Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1725,0.1658,Albumin
LA%,0.0950,0.1559,Linoleic Acid to Total-Fatty Acids percentage
Unsaturation,0.0477,0.0508,Degree of Unsaturation
Glu-lactate,0.0517,0.0508,Glucose-lactate
His,0.0612,0.0506,Histidine
Citrate,0.0583,0.0503,Citrate
GlycA,0.0462,0.0500,Glycoprotein Acetyls
L-HDL-TG,0.0533,0.0442,Triglycerides in Large HDL
Tyr,0.0390,0.0334,Tyrosine
Glu,0.0387,0.0332,Glucose
Omega-6/Omega-3,0.0260,0.0324,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Acetate,0.0292,0.0293,Acetate
3-Hydroxybutyrate,0.0270,0.0236,3-Hydroxybutyrate
Omega-3%,0.0247,0.0223,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-FC,0.0172,0.0200,Free Cholesterol in HDL
Creatinine,0.0233,0.0181,Creatinine
XXL-VLDL-PL%,0.0187,0.0152,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0170,0.0151,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Leu,0.0180,0.0148,Leucine
ApoB/ApoA1,0.0135,0.0119,Apolipoprotein B to Apolipoprotein A1 ratio
Gly,0.0145,0.0104,Glycine
Gln,0.0092,0.0097,Glutamine
Omega-3,0.0097,0.0093,Omega-3 Fatty Acids
M-HDL-FC%,0.0088,0.0089,Free Cholesterol to Total-Lipids in Medium HDL percentage
Val,0.0063,0.0063,Valine
M-LDL-PL%,0.0080,0.0062,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0078,0.0062,Acetone
Acetoacetate,0.0055,0.0047,Acetoacetate
S-HDL-FC%,0.0043,0.0044,Free Cholesterol to Total-Lipids in Small HDL percentage
Lactate,0.0035,0.0040,Lactate
Ile,0.0035,0.0036,Isoleucine
DHA,0.0037,0.0035,Docosahexaenoic Acid
XL-VLDL-PL%,0.0048,0.0034,Phospholipids to Total-Lipids in Very Large VLDL percentage
MUFA%,0.0010,0.0032,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0032,0.0032,Alanine
Pyruvate,0.0040,0.0031,Pyruvate
XS-VLDL-PL%,0.0022,0.0029,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-PL%,0.0028,0.0025,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-PL%,0.0023,0.0020,Phospholipids to Total-Lipids in Small HDL percentage
SFA%,0.0020,0.0020,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0023,0.0018,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0018,0.0015,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0022,0.0015,Phenylalanine
Sc-ala,0.0017,0.0014,Spectrometer-corrected alanine
L-HDL-TG%,0.0008,0.0013,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-CE%,0.0013,0.0010,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LDL-size,0.0010,0.0010,Average Diameter for LDL Particles
L-LDL-CE%,0.0012,0.0009,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-FC%,0.0005,0.0007,Free Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in IDL percentage
Total-BCAA,0.0003,0.0005,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-C%,0.0003,0.0003,Cholesterol to Total-Lipids in Very Large HDL percentage
L-VLDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Large VLDL percentage
PUFA%,0.0003,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
