Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2068,0.1944,Creatinine
Citrate,0.0452,0.0646,Citrate
Gly,0.0953,0.0629,Glycine
SFA%,0.0368,0.0539,Saturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0547,0.0420,Pyruvate
Acetate,0.0237,0.0368,Acetate
L-LDL-CE%,0.0305,0.0363,Cholesteryl Esters to Total-Lipids in Large LDL percentage
GlycA,0.0555,0.0310,Glycoprotein Acetyls
Glu,0.0332,0.0248,Glucose
His,0.0092,0.0232,Histidine
Gln,0.0323,0.0230,Glutamine
Acetone,0.0228,0.0228,Acetone
Sc-ala,0.0282,0.0219,Spectrometer-corrected alanine
Acetoacetate,0.0185,0.0219,Acetoacetate
IDL-FC%,0.0158,0.0209,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL%,0.0265,0.0193,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0188,0.0193,3-Hydroxybutyrate
Phe,0.0168,0.0179,Phenylalanine
IDL-PL%,0.0112,0.0168,Phospholipids to Total-Lipids in IDL percentage
Tyr,0.0117,0.0159,Tyrosine
XL-HDL-PL%,0.0213,0.0151,Phospholipids to Total-Lipids in Very Large HDL percentage
Ala,0.0095,0.0146,Alanine
L-VLDL-PL%,0.0145,0.0134,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,0.0100,0.0120,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-PL%,0.0062,0.0115,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0115,0.0112,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0090,0.0105,Lactate
XS-VLDL-FC%,0.0075,0.0096,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-size,0.0112,0.0085,Average Diameter for LDL Particles
XXL-VLDL-FC%,0.0023,0.0075,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0083,0.0068,Albumin
S-HDL-FC%,0.0028,0.0068,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-CE%,0.0027,0.0064,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-C%,0.0075,0.0061,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-TG%,0.0077,0.0059,Triglycerides to Total-Lipids in IDL percentage
DHA%,0.0068,0.0055,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-P,0.0018,0.0051,Concentration of Medium HDL Particles
XS-VLDL-PL%,0.0060,0.0050,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG,0.0048,0.0048,Triglycerides in Medium VLDL
PUFA,0.0015,0.0047,Polyunsaturated Fatty Acids
L-LDL-FC%,0.0022,0.0045,Free Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.0050,0.0044,Degree of Unsaturation
Omega-6%,0.0045,0.0040,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0033,0.0038,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0047,0.0037,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-FC%,0.0020,0.0036,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Leu,0.0018,0.0035,Leucine
XS-VLDL-C%,0.0022,0.0033,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.0022,0.0031,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Glu-lactate,0.0035,0.0029,Glucose-lactate
Ile,0.0033,0.0028,Isoleucine
XL-VLDL-CE,0.0028,0.0024,Cholesteryl Esters in Very Large VLDL
LA%,0.0020,0.0021,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-FC%,0.0005,0.0021,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-C%,0.0015,0.0019,Cholesterol to Total-Lipids in Small LDL percentage
Omega-3%,0.0033,0.0018,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,0.0010,0.0017,Valine
Total-BCAA,0.0018,0.0014,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-PL%,0.0013,0.0013,Phospholipids to Total-Lipids in Very Large VLDL percentage
HDL-L,0.0005,0.0013,Total-Lipids in HDL
XS-VLDL-FC,0.0013,0.0010,Free Cholesterol in Very Small VLDL
DHA,0.0005,0.0008,Docosahexaenoic Acid
M-LDL-CE%,0.0007,0.0008,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,0.0005,0.0005,Triglycerides in Chylomicrons and Extremely Large VLDL
Omega-6/Omega-3,0.0007,0.0002,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
