Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1613,0.1472,Albumin
Acetoacetate,0.0918,0.0879,Acetoacetate
LA%,0.0622,0.0735,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.0618,0.0693,Omega-3 Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0713,0.0678,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0730,0.0645,3-Hydroxybutyrate
Sc-ala,0.0302,0.0452,Spectrometer-corrected alanine
Citrate,0.0458,0.0446,Citrate
Omega-6%,0.0360,0.0422,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SFA%,0.0438,0.0360,Saturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0245,0.0221,Glutamine
Omega-3,0.0200,0.0210,Omega-3 Fatty Acids
His,0.0218,0.0210,Histidine
Omega-6/Omega-3,0.0160,0.0201,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-FC%,0.0183,0.0201,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,0.0188,0.0199,Leucine
LDL-size,0.0165,0.0148,Average Diameter for LDL Particles
Unsaturation,0.0152,0.0138,Degree of Unsaturation
Pyruvate,0.0118,0.0116,Pyruvate
Glu,0.0093,0.0115,Glucose
Acetate,0.0115,0.0113,Acetate
IDL-PL%,0.0092,0.0097,Phospholipids to Total-Lipids in IDL percentage
Creatinine,0.0070,0.0097,Creatinine
IDL-FC%,0.0098,0.0089,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0087,0.0086,Glycine
XS-VLDL-PL%,0.0082,0.0078,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,0.0062,0.0065,Phospholipids to Total-Lipids in Very Large VLDL percentage
Tyr,0.0083,0.0060,Tyrosine
Val,0.0055,0.0059,Valine
SM,0.0057,0.0059,Sphingomyelins
M-LDL-CE%,0.0067,0.0057,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0055,0.0053,Phospholipids to Total-Lipids in Small LDL percentage
Lactate,0.0062,0.0048,Lactate
Ala,0.0023,0.0045,Alanine
XXL-VLDL-CE%,0.0048,0.0042,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0042,0.0038,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0038,0.0036,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0043,0.0035,Acetone
DHA,0.0043,0.0032,Docosahexaenoic Acid
M-LDL-C%,0.0023,0.0030,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0032,0.0029,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.0032,0.0028,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-PL%,0.0028,0.0026,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG,0.0030,0.0025,Triglycerides in Very Small VLDL
L-HDL-TG,0.0017,0.0021,Triglycerides in Large HDL
M-LDL-TG,0.0022,0.0018,Triglycerides in Medium LDL
XL-HDL-CE%,0.0017,0.0017,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-FC%,0.0022,0.0017,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-CE%,0.0023,0.0016,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0013,0.0012,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.0005,0.0011,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Glu-lactate,0.0010,0.0008,Glucose-lactate
MUFA%,0.0003,0.0006,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0003,0.0004,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-PL%,0.0002,0.0002,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
