Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.1657,0.2099,Glucose-lactate
IDL-CE,0.0437,0.1504,Cholesteryl Esters in IDL
Glu,0.1493,0.1072,Glucose
L-LDL-TG%,0.0830,0.1032,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0590,0.0778,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0707,0.0593,Linoleic Acid
3-Hydroxybutyrate,0.0598,0.0332,3-Hydroxybutyrate
S-LDL-CE%,0.0505,0.0317,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-C%,0.0217,0.0292,Cholesterol to Total-Lipids in Large LDL percentage
Sc-ala,0.0337,0.0276,Spectrometer-corrected alanine
XS-VLDL-CE%,0.0190,0.0239,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C,0.0118,0.0230,Cholesterol in IDL
Tyr,0.0185,0.0189,Tyrosine
Albumin,0.0547,0.0171,Albumin
PUFA,0.0128,0.0127,Polyunsaturated Fatty Acids
M-LDL-CE%,0.0138,0.0086,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Citrate,0.0100,0.0081,Citrate
XS-VLDL-PL%,0.0103,0.0076,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gln,0.0150,0.0066,Glutamine
M-LDL-C%,0.0082,0.0063,Cholesterol to Total-Lipids in Medium LDL percentage
Creatinine,0.0120,0.0058,Creatinine
S-HDL-PL%,0.0095,0.0038,Phospholipids to Total-Lipids in Small HDL percentage
Omega-3,0.0077,0.0034,Omega-3 Fatty Acids
Cholines,0.0032,0.0034,Total-Cholines
Leu,0.0085,0.0027,Leucine
GlycA,0.0112,0.0026,Glycoprotein Acetyls
Acetate,0.0053,0.0026,Acetate
IDL-PL,0.0005,0.0025,Phospholipids in IDL
L-VLDL-FC%,0.0052,0.0018,Free Cholesterol to Total-Lipids in Large VLDL percentage
LA%,0.0070,0.0018,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-PL%,0.0012,0.0010,Phospholipids to Total-Lipids in Medium HDL percentage
Lactate,0.0033,0.0008,Lactate
IDL-TG%,0.0023,0.0008,Triglycerides to Total-Lipids in IDL percentage
Ile,0.0013,0.0006,Isoleucine
Unsaturation,0.0030,0.0006,Degree of Unsaturation
XXL-VLDL-CE%,0.0017,0.0006,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC%,0.0007,0.0006,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-3%,0.0013,0.0005,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0002,0.0003,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,0.0008,0.0002,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0008,0.0002,Acetoacetate
Gly,0.0008,0.0002,Glycine
Pyruvate,0.0007,0.0002,Pyruvate
His,0.0003,0.0001,Histidine
PUFA%,0.0002,6.5284e-05,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Phe,0.0002,3.1274e-05,Phenylalanine
