Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2647,0.1855,Glycoprotein Acetyls
L-LDL-TG%,0.0810,0.1659,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1122,0.1075,Albumin
Omega-3,0.0588,0.0795,Omega-3 Fatty Acids
PUFA%,0.0395,0.0657,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0542,0.0605,Linoleic Acid to Total-Fatty Acids percentage
Unsaturation,0.0315,0.0497,Degree of Unsaturation
3-Hydroxybutyrate,0.0633,0.0448,3-Hydroxybutyrate
Val,0.0578,0.0432,Valine
S-LDL-PL%,0.0433,0.0400,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG,0.0173,0.0212,Triglycerides in Large VLDL
L-LDL-C%,0.0080,0.0186,Cholesterol to Total-Lipids in Large LDL percentage
LA,0.0192,0.0164,Linoleic Acid
Total-BCAA,0.0227,0.0160,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-3%,0.0265,0.0146,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA,0.0165,0.0132,Polyunsaturated Fatty Acids
S-LDL-C%,0.0172,0.0125,Cholesterol to Total-Lipids in Small LDL percentage
PUFA/MUFA,0.0095,0.0069,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-LDL-CE%,0.0048,0.0057,Cholesteryl Esters to Total-Lipids in Small LDL percentage
DHA,0.0082,0.0056,Docosahexaenoic Acid
MUFA%,0.0073,0.0049,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0037,0.0040,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gln,0.0052,0.0032,Glutamine
Acetone,0.0037,0.0031,Acetone
Acetate,0.0082,0.0027,Acetate
Lactate,0.0057,0.0025,Lactate
Creatinine,0.0022,0.0017,Creatinine
DHA%,0.0023,0.0017,Docosahexaenoic Acid to Total-Fatty Acids percentage
Leu,0.0028,0.0017,Leucine
Ile,0.0008,0.0004,Isoleucine
XXL-VLDL-CE,0.0005,0.0004,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Omega-6/Omega-3,0.0003,0.0004,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Citrate,0.0007,0.0002,Citrate
Tyr,0.0002,0.0001,Tyrosine
Phe,0.0002,5.2972e-05,Phenylalanine
Sc-ala,0.0002,2.7391e-05,Spectrometer-corrected alanine
