Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0605,0.1652,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.1700,0.1388,Glycoprotein Acetyls
Albumin,0.1965,0.1304,Albumin
IDL-TG%,0.0323,0.0861,Triglycerides to Total-Lipids in IDL percentage
LA%,0.0668,0.0800,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-CE%,0.0752,0.0638,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-TG%,0.0282,0.0569,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0353,0.0447,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0530,0.0323,Creatinine
XS-VLDL-CE%,0.0125,0.0251,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Val,0.0358,0.0227,Valine
IDL-P,0.0242,0.0200,Concentration of IDL Particles
XL-HDL-FC,0.0228,0.0140,Free Cholesterol in Very Large HDL
Total-BCAA,0.0190,0.0115,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-FC,0.0128,0.0111,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,0.0148,0.0095,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,0.0113,0.0089,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,0.0150,0.0089,Spectrometer-corrected alanine
Citrate,0.0138,0.0086,Citrate
Ala,0.0127,0.0079,Alanine
Gln,0.0097,0.0059,Glutamine
Glu,0.0120,0.0059,Glucose
LA,0.0067,0.0057,Linoleic Acid
Acetoacetate,0.0077,0.0044,Acetoacetate
Ile,0.0057,0.0041,Isoleucine
Leu,0.0053,0.0036,Leucine
XS-VLDL-TG%,0.0032,0.0032,Triglycerides to Total-Lipids in Very Small VLDL percentage
SFA%,0.0045,0.0029,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0065,0.0028,Acetone
Tyr,0.0030,0.0023,Tyrosine
XL-HDL-P,0.0027,0.0016,Concentration of Very Large HDL Particles
M-LDL-C%,0.0023,0.0015,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0027,0.0013,Phospholipids to Total-Lipids in Small HDL percentage
Gly,0.0023,0.0011,Glycine
XL-VLDL-PL%,0.0022,0.0010,Phospholipids to Total-Lipids in Very Large VLDL percentage
MUFA%,0.0015,0.0009,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-size,0.0012,0.0008,Average Diameter for HDL Particles
Omega-3,0.0007,0.0006,Omega-3 Fatty Acids
Acetate,0.0008,0.0006,Acetate
Omega-6/Omega-3,0.0013,0.0006,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-C%,0.0012,0.0005,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-L,0.0008,0.0005,Total-Lipids in Small HDL
Lactate,0.0008,0.0004,Lactate
DHA,0.0007,0.0003,Docosahexaenoic Acid
IDL-FC%,0.0007,0.0003,Free Cholesterol to Total-Lipids in IDL percentage
Pyruvate,0.0003,0.0002,Pyruvate
Glu-lactate,0.0002,0.0001,Glucose-lactate
S-HDL-C,0.0002,0.0001,Cholesterol in Small HDL
LDL-size,0.0002,0.0001,Average Diameter for LDL Particles
L-HDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-TG%,0.0002,6.3208e-05,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
