Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3530,0.7005,Creatinine
Gly,0.1467,0.0903,Glycine
GlycA,0.1332,0.0554,Glycoprotein Acetyls
HDL-size,0.0552,0.0305,Average Diameter for HDL Particles
Gln,0.0565,0.0274,Glutamine
L-HDL-FC,0.0352,0.0150,Free Cholesterol in Large HDL
XL-HDL-FC%,0.0250,0.0095,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-PL%,0.0267,0.0092,Phospholipids to Total-Lipids in Very Large HDL percentage
Acetone,0.0198,0.0086,Acetone
L-HDL-PL,0.0237,0.0077,Phospholipids in Large HDL
M-LDL-C%,0.0145,0.0061,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0133,0.0054,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0127,0.0051,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-PL%,0.0123,0.0045,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-PL%,0.0133,0.0040,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.0082,0.0032,Cholesterol to Total-Lipids in Very Large HDL percentage
Ile,0.0058,0.0019,Isoleucine
Citrate,0.0057,0.0018,Citrate
IDL-FC%,0.0050,0.0017,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-PL%,0.0052,0.0016,Phospholipids to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0040,0.0014,3-Hydroxybutyrate
S-LDL-PL%,0.0028,0.0013,Phospholipids to Total-Lipids in Small LDL percentage
Total-BCAA,0.0032,0.0011,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA,0.0027,0.0010,Docosahexaenoic Acid
Glu,0.0017,0.0009,Glucose
M-HDL-PL%,0.0023,0.0009,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-3,0.0020,0.0008,Omega-3 Fatty Acids
Acetate,0.0018,0.0007,Acetate
Albumin,0.0032,0.0007,Albumin
Glu-lactate,0.0012,0.0006,Glucose-lactate
Pyruvate,0.0017,0.0004,Pyruvate
Phe,0.0008,0.0003,Phenylalanine
IDL-PL%,0.0005,0.0001,Phospholipids to Total-Lipids in IDL percentage
VLDL-size,0.0003,0.0001,Average Diameter for VLDL Particles
L-VLDL-FC%,0.0003,9.6618e-05,Free Cholesterol to Total-Lipids in Large VLDL percentage
Sc-ala,0.0002,6.9633e-05,Spectrometer-corrected alanine
S-HDL-FC%,0.0002,5.8703e-05,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,0.0002,4.8435e-05,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-L,0.0002,3.4313e-05,Total-Lipids in Large HDL
