Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1458,0.1354,Albumin
Tyr,0.0805,0.0914,Tyrosine
IDL-C%,0.0475,0.0560,Cholesterol to Total-Lipids in IDL percentage
Creatinine,0.0603,0.0535,Creatinine
L-LDL-CE%,0.0448,0.0428,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Leu,0.0535,0.0411,Leucine
LDL-size,0.0390,0.0368,Average Diameter for LDL Particles
XXL-VLDL-PL%,0.0325,0.0343,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,0.0297,0.0315,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-FC%,0.0370,0.0313,Free Cholesterol to Total-Lipids in IDL percentage
Phe,0.0193,0.0306,Phenylalanine
Citrate,0.0262,0.0302,Citrate
GlycA,0.0368,0.0260,Glycoprotein Acetyls
L-LDL-FC%,0.0253,0.0236,Free Cholesterol to Total-Lipids in Large LDL percentage
Ala,0.0208,0.0232,Alanine
Ile,0.0175,0.0218,Isoleucine
Gly,0.0133,0.0196,Glycine
Pyruvate,0.0192,0.0192,Pyruvate
3-Hydroxybutyrate,0.0195,0.0186,3-Hydroxybutyrate
Glu,0.0148,0.0184,Glucose
IDL-CE%,0.0180,0.0184,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0170,0.0157,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,0.0168,0.0144,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0157,0.0144,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0213,0.0130,Acetone
His,0.0117,0.0126,Histidine
LA%,0.0133,0.0117,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0122,0.0117,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0072,0.0101,Acetoacetate
Sc-ala,0.0085,0.0092,Spectrometer-corrected alanine
Lactate,0.0067,0.0091,Lactate
Val,0.0062,0.0085,Valine
IDL-PL%,0.0103,0.0080,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-CE%,0.0055,0.0074,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0033,0.0067,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Acetate,0.0033,0.0058,Acetate
L-LDL-PL%,0.0065,0.0055,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-TG%,0.0070,0.0055,Triglycerides to Total-Lipids in Small HDL percentage
Glu-lactate,0.0038,0.0050,Glucose-lactate
L-VLDL-PL%,0.0042,0.0046,Phospholipids to Total-Lipids in Large VLDL percentage
Gln,0.0032,0.0042,Glutamine
XXL-VLDL-FC%,0.0045,0.0037,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0050,0.0029,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
SFA%,0.0015,0.0022,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.0013,0.0022,Docosahexaenoic Acid
PUFA/MUFA,0.0005,0.0009,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-PL%,0.0012,0.0008,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0005,0.0004,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Small HDL percentage
