Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
CD2_BENIGN_COLON_NOS,212,0.191 [0.147-0.24],1.380e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
AB1_OTHER_BACTERIAL,478,0.187 [0.177-0.20],2.446e-280,***,Other bacterial diseases,Infectious and parasitic
O15_DELIV_CAESAR,82,0.177 [0.165-0.19],7.888e-163,***,Single delivery by caesarean section,Pregnancy
J10_ACUTEUPPERINFEC,241,0.169 [0.154-0.18],4.718e-98,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
M13_OSTEOCHONDRO,166,0.159 [0.139-0.18],8.002e-50,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.156 [0.143-0.17],1.393e-129,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
J10_UPPERINFEC,1002,0.153 [0.146-0.16],1.000e-315,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.147 [0.131-0.16],7.773e-68,***,Influenza and pneumonia,Respiratory
O15_MATERN_CARE_OTHER,240,0.139 [0.132-0.15],1.000e-315,***,Maternal care for other known or suspected fetal problems,Pregnancy
K11_CHRONGASTR,210,0.128 [0.121-0.14],8.813e-230,***,Chronic gastritis,Digestive
M13_LIMBPAIN,197,0.126 [0.106-0.15],4.986e-29,***,Pain in limb,Musculoskeletal
H7_VITRBODYGLOBE,276,0.118 [0.107-0.13],4.072e-106,***,Disorders of vitreous body,Eye and adnexa
E4_LIPOPROTNAS,242,0.113 [0.094-0.13],5.348e-27,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
O15_PRETERM,17,0.106 [0.085-0.13],1.251e-17,***,Preterm labour and delivery,Pregnancy
H8_EXTERNAL,828,0.094 [0.091-0.10],1.000e-315,***,Diseases of external ear,Ear and mastoid
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.094 [0.089-0.10],1.000e-315,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
L12_INFECT_SKIN,518,0.093 [0.081-0.10],4.822e-50,***,Infections of the skin and subcutaneous tissue,Skin
M13_ARTHROPATHIES,7062,0.091 [0.086-0.10],1.000e-315,***,Arthropathies,Musculoskeletal
N14_MALEGEN,1375,0.085 [0.080-0.09],1.701e-226,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.085 [0.076-0.09],6.552e-74,***,Any mental disorder,Mental and behavioural
J10_UPPERDIS,4085,0.082 [0.076-0.09],6.522e-152,***,Other diseases of upper respiratory tract,Respiratory
K11_PANCOTH,29,0.079 [0.069-0.09],7.352e-47,***,Other diseases of pancreas,Digestive
M13_LOWBACKPAIN,1988,0.078 [0.073-0.08],1.779e-174,***,Low back pain,Musculoskeletal
ASTHMA_NAS,3913,0.078 [0.075-0.08],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
N14_PYELONEPHR,67,0.075 [0.060-0.09],2.541e-16,***,Acute tubulo-interstitial nephritis,Genitourinary
M13_SYNOTEND,1267,0.075 [0.069-0.08],2.998e-142,***,Disorders of synovium and tendon,Musculoskeletal
M13_ROTATORCUFF,66,0.074 [0.052-0.10],1.248e-05,***,Rotator cuff syndrome,Musculoskeletal
G6_POLYOTHUNS,107,0.074 [0.057-0.09],3.449e-12,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
M13_MENISCUSDERANGEMENTS,937,0.069 [0.058-0.08],6.296e-33,***,Meniscus derangement,Musculoskeletal
M13_SCIATICA,658,0.068 [0.060-0.08],1.942e-64,***,Sciatica+with lumbago,Musculoskeletal
L12_DERMATITISNAS,2477,0.067 [0.063-0.07],9.772e-179,***,Dermatitis,Skin
M13_OSTEOPOROSIS,372,0.065 [0.057-0.07],5.479e-44,***,Osteoporosis,Musculoskeletal
I9_ARTOTH,187,0.065 [0.060-0.07],6.612e-192,***,Other diseases of arteries and capillaries,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.064 [0.055-0.07],3.416e-47,***,Migraine with aura,Nervous
G6_XTRAPYR,48,0.063 [0.047-0.08],3.921e-09,***,Extrapyramidal and movement disorders,Nervous
L12_ABSCESS_CUT,66,0.062 [0.051-0.07],1.733e-20,***,"Cutaneous abscess, furuncle and carbuncle",Skin
CD2_BENIGN_OTHERDIGESTIVE,74,0.062 [0.047-0.08],4.569e-10,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
N14_EROSECTROPUT,31,0.061 [0.055-0.07],7.167e-93,***,Erosion and ectropion of cervix uteri,Genitourinary
M13_DORSALGIANAS,1009,0.061 [0.055-0.07],6.962e-82,***,Other/unspecified dorsalgia,Musculoskeletal
CD2_BENIGN_COLORECANI,1443,0.061 [0.047-0.07],1.053e-13,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
H7_EYEOTH,57,0.060 [0.049-0.07],7.289e-21,***,Other disorders of eye and adnexa,Eye and adnexa
K11_PERITONITIS,161,0.057 [0.054-0.06],1.538e-261,***,Acute peritonitis,Digestive
J10_CHRONSINUSITIS,3550,0.055 [0.053-0.06],1.000e-315,***,Chronic sinusitis,Respiratory
H8_EXTOTITIS,1164,0.055 [0.052-0.06],1.000e-315,***,Otitis externa,Ear and mastoid
F5_CANNABIS,7,0.054 [0.043-0.07],3.951e-15,***,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
M13_OTHERJOINT,3314,0.053 [0.046-0.06],1.740e-40,***,Other joint disorders,Musculoskeletal
L12_CORNSANDCALLOS,491,0.052 [0.050-0.05],1.000e-315,***,Corns and callosities,Skin
K11_LIVER,812,0.052 [0.047-0.06],3.049e-84,***,Diseases of liver,Digestive
I9_PHLETHROMBDVTLOW,3263,0.050 [0.047-0.05],6.128e-132,***,DVT of lower extremities,Circulatory
H7_CATARACTSENILE,4936,0.050 [0.046-0.05],3.703e-107,***,Senile cataract,Eye and adnexa
N14_PROSTHYPERPLA,3795,0.050 [0.048-0.05],1.000e-315,***,Hyperplasia of prostate,Genitourinary
O15_PREG_OTHER_MAT_DISORD,1961,0.050 [0.045-0.06],3.244e-75,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_THORACISPINEPAIN,151,0.050 [0.043-0.06],8.331e-36,***,Pain in thoracic spine,Musculoskeletal
M13_CERVICALGIA,179,0.050 [0.043-0.06],1.316e-41,***,Cervicalgia,Musculoskeletal
M13_DORSOPATHYOTH,5393,0.049 [0.044-0.05],1.522e-60,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
E4_HYPERLIPNAS,1251,0.049 [0.038-0.06],4.122e-13,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
G6_PARKINSON,2693,0.048 [0.047-0.05],1.000e-315,***,Parkinson's disease,Nervous
M13_TENDOSYNOVITISNAS,236,0.048 [0.041-0.05],1.349e-35,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
F5_DEPRESSIO,2165,0.048 [0.043-0.05],7.997e-99,***,Depression,Mental and behavioural
E4_OBESITYXTRMALV,103,0.047 [0.041-0.05],1.171e-48,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
AB1_INTESTINAL_INFECTIONS,954,0.047 [0.035-0.06],1.245e-09,***,Intestinal infectious diseases,Infectious and parasitic
K11_DISLIVOTH,287,0.046 [0.042-0.05],2.599e-96,***,Other diseases of liver,Digestive
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.046 [0.041-0.05],3.462e-76,***,Viral and other specified intestinal infections,Infectious and parasitic
M13_DORSOPATHY,8797,0.043 [0.039-0.05],2.691e-101,***,Dorsopathies,Musculoskeletal
K11_CHRONPANC,105,0.043 [0.037-0.05],2.669e-53,***,Chronic pancreatitis,Digestive
H8_HL_PRESBY,136,0.042 [0.037-0.05],3.454e-57,***,Presbycusis,Ear and mastoid
N14_URETHRAOTH,610,0.042 [0.034-0.05],2.809e-25,***,Other disorders of urethra and urinary system,Genitourinary
D3_OTHERBLOOD,428,0.041 [0.040-0.04],1.000e-315,***,Other diseases of blood and blood-forming organs,Blood and immune
AB1_BACT_INTEST_OTH,357,0.041 [0.035-0.05],4.901e-36,***,Other bacterial intestinal infections,Infectious and parasitic
L12_OTHERCONTACT,39,0.041 [0.029-0.05],5.227e-06,***,Other contact dermatitis,Skin
CD2_BENIGN_PITUITARY_CRANIPHAR,90,0.040 [0.036-0.04],2.501e-80,***,"Benign neoplasm: Pituitary gland, craniopharyngeal duct",Neoplasms
I9_VTE,4388,0.039 [0.033-0.04],8.297e-39,***,Venous thromboembolism,Circulatory
ALLERG_RHINITIS,746,0.038 [0.034-0.04],1.897e-71,***,Allergic rhinitis,Respiratory
J10_PERITONSABSC,1910,0.038 [0.034-0.04],2.040e-79,***,Peritonsillar abscess,Respiratory
H7_KERATITISOTH,43,0.037 [0.023-0.05],0.028,*,Other keratitis,Eye and adnexa
O15_LABOUR_FETAL_STRESS,65,0.036 [0.025-0.05],1.597e-04,***,Labour and delivery complicated by fetal stress [distress],Pregnancy
H7_OCUPAIN,174,0.036 [0.031-0.04],1.495e-47,***,Ocular pain,Eye and adnexa
L12_PILONIDALCYST,217,0.035 [0.030-0.04],7.965e-41,***,Pilonidal cyst,Skin
H7_CATARACTOTHER,4338,0.034 [0.031-0.04],6.251e-95,***,Other cataract,Eye and adnexa
C3_BILIARY_GALLBLADDER,192,0.033 [0.030-0.04],1.525e-75,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
H7_CHALAZION,671,0.033 [0.029-0.04],9.301e-39,***,Chalazion,Eye and adnexa
I9_POSTAMI,149,0.033 [0.026-0.04],1.038e-15,***,Status post-ami,Circulatory
NAFLD,505,0.031 [0.025-0.04],4.558e-20,***,Nonalcoholic fatty liver disease,Digestive
M13_PYOGARTH,525,0.031 [0.029-0.03],6.512e-150,***,Pyogenic arthritis,Musculoskeletal
AB1_BACTINF_NOS,96,0.031 [0.023-0.04],4.096e-07,***,"Bacterial infection, other or unspecified",Infectious and parasitic
M13_SPINSTENOSIS,4505,0.031 [0.028-0.03],1.178e-107,***,Spinal stenosis,Musculoskeletal
I9_STR,191,0.031 [0.020-0.04],0.014,*,"Stroke, excluding SAH",Circulatory
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,0.031 [0.027-0.03],3.394e-59,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
IPF,3405,0.031 [0.030-0.03],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
M13_HALLUXRIGIDUS,40,0.030 [0.020-0.04],0.004,**,Hallux rigidus,Musculoskeletal
G6_HYDROCEPH,204,0.028 [0.024-0.03],1.142e-41,***,Hydrocephalus,Nervous
H7_KERATITIS,1243,0.028 [0.023-0.03],1.141e-22,***,Keratitis,Eye and adnexa
POLLENALLERG,487,0.028 [0.024-0.03],6.977e-44,***,Pollen allergy,Respiratory
H8_OTHEREAR,3939,0.027 [0.023-0.03],2.087e-35,***,Other disorders of ear,Ear and mastoid
M13_SPONDYLOSIS,854,0.026 [0.019-0.03],7.021e-07,***,Spondylosis,Musculoskeletal
I9_SAH,322,0.026 [0.024-0.03],2.916e-81,***,Subarachnoid haemorrhage,Circulatory
CD2_INSITU_CERVIX_UTERI,1636,0.026 [0.024-0.03],5.944e-157,***,Carcinoma in situ of cervix uteri,Neoplasms
M13_POLYARTHROPATHIES,18752,0.026 [0.025-0.03],1.000e-315,***,Polyarthropathies,Musculoskeletal
E4_LIPOPROT,7076,0.025 [0.016-0.03],0.009,**,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
AB1_VIRAL_WARTS,3425,0.025 [0.024-0.03],1.000e-315,***,Viral warts,Infectious and parasitic
G6_SLEEPAPNO,1870,0.025 [0.017-0.03],1.574e-04,***,Sleep apnoea,Nervous
J10_CHRONTONSADEN,5828,0.024 [0.021-0.03],2.303e-43,***,Chronic diseases of tonsils and adenoids,Respiratory
H8_HL_SEN_NAS,5357,0.024 [0.022-0.03],1.366e-60,***,Sensorineural hearing loss,Ear and mastoid
C3_CERVIX_UTERI,81,0.023 [0.020-0.03],1.482e-35,***,Malignant neoplasm of cervix uteri,Neoplasms
M13_METATARSALGIA,58,0.023 [0.015-0.03],0.024,*,Metatarsalgia,Musculoskeletal
H7_CONJUNCTIVITISACUNONATOPIC,214,0.023 [0.014-0.03],0.032,*,"Conjunctivitis (acute, non atopic)",Eye and adnexa
J10_NASALPOLYP,7370,0.022 [0.021-0.02],1.000e-315,***,Nasal polyp,Respiratory
CD2_INSITU_BLADDER,34,0.022 [0.017-0.03],4.873e-12,***,"Carcinoma in situ, bladder",Neoplasms
K11_APPENDACUT,1379,0.021 [0.016-0.03],3.848e-12,***,Acute appendicitis,Digestive
L12_DERMATITISECZEMA,8563,0.020 [0.017-0.02],9.725e-26,***,Dermatitis and eczema,Skin
M13_SPONDYLOPATHY,12014,0.020 [0.018-0.02],1.240e-115,***,Spondylopathies,Musculoskeletal
K11_FIBROCHIRLIV,942,0.020 [0.018-0.02],5.002e-84,***,Fibrosis and cirrhosis of liver,Digestive
F5_MENTALUNSPE,114,0.020 [0.014-0.02],3.640e-08,***,"Mental disorders, not otherwise specified",Mental and behavioural
RHEUMA_SERONEG,8327,0.019 [0.019-0.02],1.000e-315,***,Seronegative rheumatoid arthritis,Musculoskeletal
I9_AVBLOCK,403,0.019 [0.015-0.02],3.802e-16,***,AV-block,Circulatory
M13_POLYMYALGIA,4532,0.019 [0.018-0.02],1.810e-245,***,Polymyalgia rheumatica,Musculoskeletal
K11_CHOLECYST,114,0.019 [0.013-0.03],4.810e-05,***,Cholecystitis,Digestive
H7_GLAUCNAS,69,0.019 [0.014-0.02],2.783e-08,***,Other and unspecified glaucoma,Eye and adnexa
J10_LOWCHRON,14991,0.019 [0.016-0.02],4.035e-38,***,Chronic lower respiratory diseases,Respiratory
G6_XTRAPYROTH,275,0.019 [0.013-0.03],7.804e-05,***,Other extrapyramidal and movement disorders in other diseases,Nervous
I9_HYPTENSESS,17746,0.019 [0.016-0.02],1.764e-24,***,"Hypertension, essential",Circulatory
L12_PAPULOSQUAMOUS,16405,0.019 [0.018-0.02],1.000e-315,***,Papulosquamous disorders,Skin
RHEUMA_OTHER_WIDE,12512,0.018 [0.017-0.02],1.000e-315,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
M13_GIANTCELL,1909,0.018 [0.017-0.02],6.866e-259,***,Giant cell arteritis,Musculoskeletal
N14_DIALYSIS,1620,0.018 [0.017-0.02],5.512e-217,***,Dialysis,Genitourinary
DM_NEOVASCULAR_GLAUCOMA,434,0.017 [0.014-0.02],1.600e-23,***,Neovascular glaucoma,Eye and adnexa
N14_CERVICAL_DYSPLASIA_ALL,5631,0.017 [0.016-0.02],3.232e-114,***,All dysplastic lesions of the cervix uteri,Genitourinary
