Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.447 [0.427-0.47],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.290 [0.269-0.31],6.796e-166,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,0.249 [0.216-0.28],3.792e-43,***,Mixed hyperlipidaemia,Endocrine and metabolic
F5_DEMINOTH,8,0.214 [0.200-0.23],7.503e-212,***,Dementia in other diseases classified elsewhere,Mental and behavioural
G6_DEGENOTH,14,0.190 [0.177-0.20],2.348e-173,***,Other and unspecified degenerative diseases of nervous system,Nervous
MEMLOSS,48,0.164 [0.136-0.19],2.781e-24,***,Memory loss,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.157 [0.145-0.17],2.325e-131,***,Any mental disorder,Mental and behavioural
K11_OTHDISDIG,25,0.151 [0.128-0.18],2.110e-30,***,Other diseases of the digestive system,Digestive
N14_MALEGEN,1376,0.126 [0.118-0.13],1.138e-226,***,Diseases of male genital organs,Genitourinary
AB1_BACT_INTEST_OTH,357,0.122 [0.115-0.13],4.238e-272,***,Other bacterial intestinal infections,Infectious and parasitic
VD_U,43,0.117 [0.102-0.13],4.376e-44,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.105 [0.071-0.14],5.034e-04,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.105 [0.088-0.12],2.427e-30,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
K11_FISTULA,485,0.101 [0.096-0.11],1.000e-315,***,Colonic or urogenital fistula,Digestive
C_DIFFICILE_ENTEROCOLITIS,2693,0.098 [0.095-0.10],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
M13_SOFTTISSUEOTH,600,0.090 [0.068-0.11],4.870e-11,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
M13_ENTESOPATHYOTH,48,0.087 [0.068-0.11],6.932e-15,***,Other enthesopathies,Musculoskeletal
F5_VASCDEM,107,0.082 [0.058-0.11],3.163e-06,***,Vascular dementia,Mental and behavioural
F5_ANXIETY,71,0.081 [0.063-0.10],1.576e-12,***,Other anxiety disorders,Mental and behavioural
J10_PLEURA,140,0.073 [0.061-0.08],2.540e-28,***,Other diseases of pleura,Respiratory
E4_LIPOPROT,7076,0.070 [0.055-0.08],1.033e-15,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
E4_METABOLIA,4834,0.069 [0.049-0.09],4.873e-06,***,Metabolic disorders,Endocrine and metabolic
N14_PROSTHYPERPLA,3796,0.069 [0.065-0.07],1.000e-315,***,Hyperplasia of prostate,Genitourinary
I9_POSTAMI,149,0.066 [0.049-0.08],3.761e-08,***,Status post-ami,Circulatory
H7_CHALAZION,671,0.066 [0.062-0.07],1.411e-213,***,Chalazion,Eye and adnexa
N14_CHRONEPHROPATH,18,0.062 [0.051-0.07],7.611e-25,***,Chronic nephritic syndrome,Genitourinary
