Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.543 [0.521-0.57],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.512 [0.450-0.57],1.968e-53,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.438 [0.405-0.47],2.256e-145,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.385 [0.252-0.52],0.004,**,Memory loss,Mental and behavioural
E4_FH,518,0.356 [0.319-0.39],6.598e-74,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_CYSTITIS,693,0.333 [0.306-0.36],3.583e-127,***,Cystitis,Genitourinary
E4_METABOLIA,4834,0.326 [0.303-0.35],8.834e-164,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.309 [0.247-0.37],8.801e-17,***,Status post-ami,Circulatory
N14_URINOTH,1485,0.238 [0.218-0.26],5.233e-124,***,Other diseases of urinary system,Genitourinary
E4_LIPOPROT,7076,0.223 [0.208-0.24],3.541e-168,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
VD_U,43,0.217 [0.144-0.29],0.001,**,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.213 [0.140-0.29],0.003,**,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.186 [0.181-0.19],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
F5_DELIRIUM,173,0.173 [0.121-0.23],2.347e-05,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.164 [0.109-0.22],0.001,**,Vascular dementia,Mental and behavioural
CD2_BENIGN_COLON_NOS,212,0.163 [0.112-0.21],1.203e-04,***,"Benign neoplasm: Colon, unspecified",Neoplasms
I9_UAP,1483,0.138 [0.117-0.16],1.022e-33,***,Unstable angina pectoris,Circulatory
K11_OESSTODUO,43,0.116 [0.083-0.15],1.921e-06,***,"Diseases of oesophagus, stomach and duodenum",Digestive
