Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.453 [0.441-0.46],1.000e-315,***,Cystitis,Genitourinary
J10_ACUTEUPPERINFEC,241,0.320 [0.278-0.36],2.336e-44,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_URINOTH,1485,0.317 [0.303-0.33],1.000e-315,***,Other diseases of urinary system,Genitourinary
N14_MALEGEN,1375,0.289 [0.276-0.30],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.282 [0.266-0.30],3.693e-251,***,Any mental disorder,Mental and behavioural
J10_INFLUPNEU,534,0.262 [0.241-0.28],5.457e-128,***,Influenza and pneumonia,Respiratory
K11_OTHDISDIG,25,0.254 [0.219-0.29],6.190e-40,***,Other diseases of the digestive system,Digestive
J10_UPPERINFEC,1002,0.245 [0.225-0.26],1.495e-124,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.210 [0.183-0.24],1.670e-46,***,Other bacterial diseases,Infectious and parasitic
E4_HYPERLIPMIX,365,0.194 [0.164-0.22],1.513e-30,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_PROSTHYPERPLA,3795,0.164 [0.158-0.17],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.146 [0.136-0.16],1.424e-191,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.126 [0.120-0.13],5.698e-299,***,Chalazion,Eye and adnexa
H8_EXTERNAL,828,0.120 [0.113-0.13],2.744e-280,***,Diseases of external ear,Ear and mastoid
AB1_BACT_INTEST_OTH,357,0.120 [0.112-0.13],3.792e-192,***,Other bacterial intestinal infections,Infectious and parasitic
M13_HAMMERTOE,331,0.109 [0.093-0.12],6.328e-37,***,Other hammer toe(s) (acquired),Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.107 [0.094-0.12],9.872e-54,***,Disorders of skin appendages,Skin
J10_UPPERDIS,4085,0.103 [0.094-0.11],2.536e-105,***,Other diseases of upper respiratory tract,Respiratory
L12_INFECT_SKIN,518,0.102 [0.090-0.11],2.766e-56,***,Infections of the skin and subcutaneous tissue,Skin
M13_SYNOTEND,1267,0.099 [0.089-0.11],8.463e-76,***,Disorders of synovium and tendon,Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,0.096 [0.086-0.11],5.820e-75,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_ENTESOPATHYOTH,48,0.095 [0.076-0.11],5.231e-16,***,Other enthesopathies,Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,0.090 [0.088-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
N14_MENSIRREG,59,0.086 [0.069-0.10],2.675e-17,***,Irregular menses,Genitourinary
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.085 [0.078-0.09],2.843e-112,***,Viral and other specified intestinal infections,Infectious and parasitic
F5_ANXIETY,71,0.085 [0.065-0.10],6.987e-12,***,Other anxiety disorders,Mental and behavioural
FALLS,542,0.079 [0.056-0.10],4.671e-06,***,Falls/tendency to fall,Nervous
N14_CHRONEPHROPATH,18,0.078 [0.067-0.09],4.286e-36,***,Chronic nephritic syndrome,Genitourinary
J10_SEPTDEV,498,0.072 [0.058-0.09],1.852e-17,***,Deviated nasal septum,Respiratory
J10_CHRONTONSADEN,5827,0.069 [0.065-0.07],5.969e-172,***,Chronic diseases of tonsils and adenoids,Respiratory
H8_EXTOTITIS,1164,0.068 [0.061-0.08],1.451e-75,***,Otitis externa,Ear and mastoid
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.067 [0.062-0.07],2.133e-108,***,Melanocytic naevi of trunk,Neoplasms
L12_FOLICULAROTH,12,0.066 [0.050-0.08],2.260e-10,***,Other follicular disorders,Skin
L12_CORNSANDCALLOS,491,0.065 [0.061-0.07],7.671e-227,***,Corns and callosities,Skin
N14_OVARYCYST,986,0.063 [0.058-0.07],3.286e-139,***,Ovarian cyst,Genitourinary
M13_HALLUXVALGUS,3980,0.063 [0.058-0.07],8.051e-169,***,Hallux valgus (acquired),Musculoskeletal
O15_MATERN_CARE_OTHER,240,0.062 [0.052-0.07],1.135e-29,***,Maternal care for other known or suspected fetal problems,Pregnancy
K11_FISTULA,485,0.060 [0.056-0.06],3.346e-151,***,Colonic or urogenital fistula,Digestive
M13_TENDOSYNOVITISNAS,236,0.060 [0.052-0.07],6.514e-40,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
I9_ARTOTH,187,0.059 [0.053-0.06],2.440e-91,***,Other diseases of arteries and capillaries,Circulatory
M13_SOFTTISSUEOTH,600,0.057 [0.037-0.08],0.010,*,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
L12_ABSCESS_CUT,66,0.055 [0.041-0.07],2.649e-09,***,"Cutaneous abscess, furuncle and carbuncle",Skin
O15_MATERN_CARE_PELVIC_ABNORM,86,0.055 [0.041-0.07],8.997e-10,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
H7_PARASTRAB,7,0.055 [0.034-0.08],0.046,*,Paralytic strabismus,Eye and adnexa
K11_INTESTOTH,398,0.053 [0.039-0.07],1.940e-08,***,Other diseases of intestines,Digestive
N14_MENORRHAGIA,717,0.052 [0.044-0.06],1.432e-33,***,Menorrhagia,Genitourinary
J10_PLEURA,140,0.051 [0.039-0.06],1.712e-10,***,Other diseases of pleura,Respiratory
E4_PCOS_CONCORTIUM,205,0.049 [0.036-0.06],6.514e-07,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
CD2_LYMPHOID_LEUKAEMIA,767,0.047 [0.044-0.05],3.741e-172,***,Lymphoid leukaemia,Neoplasms
J10_PLEURPLAGUE,310,0.044 [0.041-0.05],2.396e-176,***,Pleural plaque,Respiratory
N14_URETHRAOTH,610,0.043 [0.032-0.05],6.553e-09,***,Other disorders of urethra and urinary system,Genitourinary
CD2_BENIGN_MELANOCYTIC,521,0.043 [0.033-0.05],7.915e-14,***,Melanocytic naevi,Neoplasms
CD2_BENIGN_OTHERDIGESTIVE,74,0.043 [0.031-0.05],5.298e-08,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
I9_HEARTFAIL,682,0.043 [0.035-0.05],2.820e-19,***,"Heart failure, strict",Circulatory
N14_OTHNONINFUTER,645,0.041 [0.038-0.05],2.077e-110,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
M13_SCIATICA,658,0.041 [0.029-0.05],3.082e-05,***,Sciatica+with lumbago,Musculoskeletal
J10_CHRONSINUSITIS,3550,0.039 [0.034-0.04],1.434e-45,***,Chronic sinusitis,Respiratory
N14_BENIGNMAMDYSP,134,0.038 [0.028-0.05],2.538e-10,***,Benign mammary dysplasia,Genitourinary
C3_CLL_WIDE,431,0.037 [0.034-0.04],2.013e-146,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
E4_MINERAL_MET,806,0.037 [0.034-0.04],5.449e-224,***,Disorders of mineral metabolism,Endocrine and metabolic
N14_PHIMOSIS,4306,0.036 [0.033-0.04],7.358e-141,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
K11_HERNIA,6152,0.034 [0.029-0.04],7.416e-40,***,Hernia,Digestive
CD2_BENIGN_THYROID,151,0.033 [0.030-0.04],4.988e-108,***,Benign neoplasm of thyroid gland,Neoplasms
K11_PERITONITIS,161,0.033 [0.029-0.04],2.088e-55,***,Acute peritonitis,Digestive
N14_ORHCEPINDIDYMITIS,99,0.032 [0.021-0.04],0.004,**,Orchitis and epididymitis,Genitourinary
H7_PTOSIS,64,0.032 [0.023-0.04],3.622e-07,***,Ptosis of eyelid,Eye and adnexa
COPD_EARLY,512,0.031 [0.028-0.03],2.675e-105,***,Early onset COPD,Respiratory
N14_ENDOMETRIOSIS_UTERUS,193,0.030 [0.024-0.04],5.464e-22,***,Adenomyosis (Endometriosis of uterus),Genitourinary
N14_FEMGENPAIN,145,0.029 [0.021-0.04],1.480e-06,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
C3_ANUS_ANALCANAL,76,0.029 [0.024-0.03],1.094e-32,***,Malignant neoplasm of anus and anal canal,Neoplasms
O15_LABOUR_MALPOS,202,0.028 [0.017-0.04],0.030,*,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
N14_CALCUKIDUR,1321,0.028 [0.023-0.03],1.021e-34,***,Calculus of kidney and ureter,Genitourinary
F5_PTSD,319,0.027 [0.019-0.04],2.398e-04,***,Post-traumatic stress disorder,Mental and behavioural
L12_PILONIDALCYST,217,0.027 [0.023-0.03],2.364e-34,***,Pilonidal cyst,Skin
H7_RETINALDETACHBREAK,53,0.027 [0.017-0.04],0.005,**,Retinal detachment with retinal break,Eye and adnexa
M13_OSTEOPOROSIS,372,0.026 [0.018-0.03],2.138e-04,***,Osteoporosis,Musculoskeletal
H8_HL_PRESBY,136,0.026 [0.020-0.03],6.461e-12,***,Presbycusis,Ear and mastoid
I9_AORTANEUR,1277,0.026 [0.023-0.03],1.331e-67,***,Aortic aneurysm,Circulatory
K11_FIBROCHIRLIV,942,0.026 [0.020-0.03],6.758e-14,***,Fibrosis and cirrhosis of liver,Digestive
M13_CALCIFICTEND,177,0.025 [0.022-0.03],7.033e-48,***,Calcific tendinitis of shoulder,Musculoskeletal
J10_EMPHYSEMA,365,0.025 [0.023-0.03],1.213e-82,***,Emphysema,Respiratory
I9_OTHARR,798,0.025 [0.019-0.03],1.238e-08,***,Other arrhythmias,Circulatory
M13_POSTOPMUSCULOSKE,86,0.025 [0.018-0.03],8.196e-07,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
J10_PNEUMOTHORAX,46,0.024 [0.016-0.03],0.002,**,Pneumothorax,Respiratory
C3_BRONCHUS_LUNG,573,0.023 [0.021-0.03],1.769e-61,***,Malignant neoplasm of bronchus and lung,Neoplasms
H8_OTHEREAR,3939,0.023 [0.015-0.03],0.002,**,Other disorders of ear,Ear and mastoid
M13_POLYMYALGIA,4532,0.022 [0.019-0.02],1.851e-60,***,Polymyalgia rheumatica,Musculoskeletal
