Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.595 [0.571-0.62],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.527 [0.492-0.56],2.305e-181,***,Cystitis,Genitourinary
E4_LIPOPROTNAS,242,0.452 [0.382-0.52],5.968e-31,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
MEMLOSS,48,0.441 [0.328-0.55],5.667e-09,***,Memory loss,Mental and behavioural
E4_HYPERLIPNAS,1251,0.422 [0.386-0.46],4.841e-111,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.348 [0.308-0.39],2.095e-58,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.329 [0.304-0.35],8.186e-139,***,Metabolic disorders,Endocrine and metabolic
N14_URINOTH,1485,0.323 [0.293-0.35],3.732e-95,***,Other diseases of urinary system,Genitourinary
I9_POSTAMI,149,0.312 [0.250-0.37],9.532e-18,***,Status post-ami,Circulatory
VD_U,43,0.266 [0.201-0.33],1.273e-10,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.260 [0.186-0.33],1.680e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.235 [0.230-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.229 [0.212-0.25],8.668e-150,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.224 [0.174-0.27],3.547e-13,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.202 [0.147-0.26],1.009e-07,***,Vascular dementia,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.152 [0.133-0.17],3.008e-48,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.146 [0.142-0.15],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
I9_UAP,1483,0.126 [0.106-0.15],1.122e-27,***,Unstable angina pectoris,Circulatory
AD_AM,451,0.108 [0.089-0.13],2.710e-23,***,Alzheimer disease (Atypical or mixed),Nervous
AUD,259,0.105 [0.092-0.12],9.157e-49,***,"Alcohol use disorder, ICD-based",Mental and behavioural
K11_HAEMORR,329,0.103 [0.080-0.13],1.289e-13,***,Haemorrhoids and perianal venous thrombosis,Digestive
CD2_BENIGN_COLON_NOS,212,0.093 [0.060-0.13],0.011,*,"Benign neoplasm: Colon, unspecified",Neoplasms
N14_CHRONEPHROPATH,18,0.093 [0.082-0.10],1.975e-60,***,Chronic nephritic syndrome,Genitourinary
F5_DEMENTIA,3309,0.092 [0.084-0.10],1.541e-89,***,Dementia,Mental and behavioural
NEURODEGOTH,4178,0.090 [0.083-0.10],2.216e-142,***,Other degenerative diseases of the nervous system,Nervous
KRA_PSY_DEMENTIA,2863,0.088 [0.079-0.10],2.275e-70,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.087 [0.080-0.09],3.701e-123,***,Unspecific neurodegenerative disorder,Nervous
K11_INTESTOTH,398,0.087 [0.071-0.10],2.659e-22,***,Other diseases of intestines,Digestive
N14_MALEGEN,1375,0.080 [0.073-0.09],3.865e-106,***,Diseases of male genital organs,Genitourinary
N14_FEMALEINFERT,80,0.077 [0.063-0.09],1.006e-19,***,Female infertility,Genitourinary
E4_HYPERLIPMIX,365,0.073 [0.055-0.09],1.195e-09,***,Mixed hyperlipidaemia,Endocrine and metabolic
G6_ALZHEIMER,2982,0.073 [0.066-0.08],6.951e-76,***,Alzheimer disease,Nervous
I9_IHD,7725,0.071 [0.060-0.08],7.469e-34,***,"Ischaemic heart disease, wide definition",Circulatory
F5_ALZHDEMENT,2076,0.068 [0.060-0.08],4.176e-53,***,Dementia in Alzheimer disease,Mental and behavioural
M13_HALLUXVALGUS,3980,0.067 [0.061-0.07],5.811e-139,***,Hallux valgus (acquired),Musculoskeletal
K11_FISTULA,485,0.065 [0.060-0.07],1.444e-132,***,Colonic or urogenital fistula,Digestive
H7_CHALAZION,671,0.064 [0.060-0.07],2.410e-216,***,Chalazion,Eye and adnexa
M13_RADICULOPATHY,15,0.063 [0.042-0.08],0.002,**,Radiculopathy,Musculoskeletal
I9_CORATHER,8695,0.059 [0.051-0.07],2.440e-39,***,Coronary atherosclerosis,Circulatory
I9_ANGINA,5810,0.058 [0.048-0.07],3.856e-24,***,Angina pectoris,Circulatory
I9_CHD,6392,0.057 [0.047-0.07],3.879e-23,***,Major coronary heart disease event,Circulatory
CD2_BENIGN_COLORECANI,1443,0.054 [0.043-0.06],2.000e-19,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
E4_ENDOGLAND,62,0.051 [0.033-0.07],0.008,**,Disorders of other endocrine glands,Endocrine and metabolic
CD2_BENIGN_THYROID,151,0.050 [0.047-0.05],1.162e-285,***,Benign neoplasm of thyroid gland,Neoplasms
J10_PLEURPLAGUE,310,0.049 [0.046-0.05],3.295e-251,***,Pleural plaque,Respiratory
N14_FIOTHNAS,100,0.046 [0.035-0.06],1.989e-09,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
J10_SEPTDEV,498,0.045 [0.036-0.06],1.119e-14,***,Deviated nasal septum,Respiratory
L12_ROSACEANAS,82,0.045 [0.038-0.05],4.700e-28,***,Other and unspecified rosacea,Skin
M13_HAMMERTOE,331,0.045 [0.030-0.06],1.396e-04,***,Other hammer toe(s) (acquired),Musculoskeletal
N14_PROSTHYPERPLA,3795,0.043 [0.040-0.05],6.198e-171,***,Hyperplasia of prostate,Genitourinary
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.042 [0.035-0.05],1.868e-24,***,Non-follicular lymphoma,Neoplasms
K11_DISORD_TEETH,111,0.041 [0.030-0.05],1.151e-08,***,Other disorders of teeth and supporting structures,Digestive
G6_MIGRAINE_WITH_AURA,143,0.041 [0.031-0.05],2.444e-12,***,Migraine with aura,Nervous
I9_HEARTFAIL,682,0.040 [0.032-0.05],1.410e-16,***,"Heart failure, strict",Circulatory
J10_PLEURA,140,0.040 [0.028-0.05],3.445e-06,***,Other diseases of pleura,Respiratory
H8_NONSUPPNAS,1145,0.038 [0.032-0.04],1.232e-38,***,Nonsuppurative otitis media,Ear and mastoid
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.038 [0.033-0.04],6.846e-57,***,Melanocytic naevi of trunk,Neoplasms
CD2_BENIGN_OTHERDIGESTIVE,74,0.038 [0.027-0.05],2.126e-06,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
CD2_BENIGN_OVARY,144,0.036 [0.027-0.05],8.185e-10,***,Benign neoplasm of ovary,Neoplasms
CD2_FOLLICULAR_LYMPHOMA,5808,0.035 [0.034-0.04],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
F5_DEPRESSIO,2165,0.035 [0.028-0.04],1.677e-21,***,Depression,Mental and behavioural
F5_ALCOHOL_DEPENDENCE,95,0.034 [0.021-0.05],0.048,*,Alcohol dependence,Mental and behavioural
K11_ORAL_LICHEN_PLANUS,6,0.033 [0.022-0.04],0.001,**,Oral lichen planus,Digestive
COPD_EARLY,512,0.033 [0.030-0.04],5.177e-103,***,Early onset COPD,Respiratory
K11_HERNIA,6152,0.032 [0.029-0.03],1.596e-100,***,Hernia,Digestive
M13_POLYARTHRITIS,1672,0.031 [0.028-0.03],3.505e-102,***,"Polyarthritis, unspecified",Musculoskeletal
K11_GULC,244,0.028 [0.022-0.03],1.708e-13,***,Gastric ulcer,Digestive
E4_HYPERPIT,147,0.027 [0.023-0.03],1.397e-31,***,Hyperfunction of pituitary gland,Endocrine and metabolic
J10_EMPHYSEMA,365,0.027 [0.024-0.03],1.324e-80,***,Emphysema,Respiratory
CD2_BENIGN_MELANOCYTIC,521,0.027 [0.021-0.03],8.631e-18,***,Melanocytic naevi,Neoplasms
C3_BRONCHUS_LUNG,573,0.025 [0.022-0.03],1.506e-38,***,Malignant neoplasm of bronchus and lung,Neoplasms
C3_LUNG_NONSMALL,527,0.024 [0.021-0.03],4.861e-42,***,Non-small cell lung cancer,Neoplasms
N14_PHIMOSIS,4306,0.024 [0.022-0.03],5.312e-110,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
H7_STENOLACRI,62,0.024 [0.017-0.03],8.638e-06,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
CD2_INSITU_BLADDER,34,0.023 [0.017-0.03],1.519e-09,***,"Carcinoma in situ, bladder",Neoplasms
J10_PNEUMOTHORAX,46,0.020 [0.013-0.03],0.027,*,Pneumothorax,Respiratory
C3_OTHER_SKIN,9911,0.019 [0.016-0.02],3.295e-31,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
F5_PTSD,319,0.019 [0.013-0.02],1.707e-06,***,Post-traumatic stress disorder,Mental and behavioural
J10_CHRONTONSADEN,5827,0.018 [0.013-0.02],4.147e-07,***,Chronic diseases of tonsils and adenoids,Respiratory
C3_ANUS_ANALCANAL,76,0.018 [0.015-0.02],4.393e-27,***,Malignant neoplasm of anus and anal canal,Neoplasms
N14_ORHCEPINDIDYMITIS,99,0.017 [0.011-0.02],0.040,*,Orchitis and epididymitis,Genitourinary
G6_OTHDEMYEL,3560,0.017 [0.015-0.02],2.383e-96,***,Other demyelinating diseases of the central nervous system,Nervous
N14_OTHPENIS,232,0.017 [0.012-0.02],1.107e-06,***,Other disorders of penis,Genitourinary
K11_HERING,7337,0.017 [0.014-0.02],8.993e-42,***,Inguinal hernia,Digestive
C3_THYROID_GLAND,1116,0.016 [0.014-0.02],4.639e-63,***,Malignant neoplasm of thyroid gland,Neoplasms
H7_GLAUCNAS,69,0.016 [0.010-0.02],0.009,**,Other and unspecified glaucoma,Eye and adnexa
N14_OVARYCYST,986,0.016 [0.011-0.02],1.297e-06,***,Ovarian cyst,Genitourinary
I9_OTHARR,798,0.015 [0.011-0.02],5.911e-05,***,Other arrhythmias,Circulatory
C3_BASAL_CELL_CARCINOMA,10907,0.015 [0.012-0.02],1.033e-25,***,Basal cell carcinoma,Neoplasms
G6_MYONEU,229,0.014 [0.011-0.02],3.414e-12,***,Diseases of the myoneural junction and muscle,Nervous
CD2_BENIGN_ADRENAL,332,0.014 [0.011-0.02],5.749e-21,***,Benign neoplasm: Adrenal gland,Neoplasms
L12_LICHSIMPANDPRURIGO,167,0.014 [0.010-0.02],2.638e-08,***,Lichen simplex chronicus and prurigo,Skin
AMN2,162,0.013 [0.009-0.02],1.800e-04,***,Transient global amnesia,Nervous
M13_FOREIGNBODY,77,0.013 [0.009-0.02],0.003,**,Residual foreign body in soft tissue,Musculoskeletal
