Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.626 [0.596-0.66],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.486 [0.456-0.52],1.804e-216,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.375 [0.345-0.40],2.438e-127,***,Other diseases of urinary system,Genitourinary
G6_DEGENOTH,14,0.262 [0.215-0.31],9.458e-23,***,Other and unspecified degenerative diseases of nervous system,Nervous
MEMLOSS,48,0.258 [0.218-0.30],3.872e-30,***,Memory loss,Mental and behavioural
F5_DEMINOTH,8,0.252 [0.171-0.33],3.390e-04,***,Dementia in other diseases classified elsewhere,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.241 [0.226-0.26],1.924e-198,***,Any mental disorder,Mental and behavioural
E4_HYPERLIPMIX,365,0.227 [0.194-0.26],7.047e-36,***,Mixed hyperlipidaemia,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.216 [0.210-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
N14_MALEGEN,1375,0.206 [0.195-0.22],8.060e-297,***,Diseases of male genital organs,Genitourinary
E4_HYPERLIPNAS,1251,0.204 [0.174-0.23],5.981e-34,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
VD_U,43,0.172 [0.148-0.20],4.376e-38,***,Vascular dementia (undefined),Mental and behavioural
E4_FH,518,0.170 [0.132-0.21],5.976e-13,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.165 [0.133-0.20],6.901e-18,***,Status post-ami,Circulatory
E4_METABOLIA,4834,0.164 [0.141-0.19],2.188e-37,***,Metabolic disorders,Endocrine and metabolic
F5_MENTORG,85,0.162 [0.118-0.21],1.021e-07,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.157 [0.133-0.18],1.838e-32,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.150 [0.146-0.15],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
E4_LIPOPROT,7076,0.141 [0.124-0.16],5.372e-58,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.127 [0.096-0.16],2.131e-10,***,Vascular dementia,Mental and behavioural
H7_CHALAZION,671,0.114 [0.109-0.12],1.000e-315,***,Chalazion,Eye and adnexa
N14_PROSTHYPERPLA,3795,0.112 [0.107-0.12],1.000e-315,***,Hyperplasia of prostate,Genitourinary
K11_INTESTOTH,398,0.105 [0.088-0.12],7.811e-29,***,Other diseases of intestines,Digestive
N14_CHRONEPHROPATH,18,0.099 [0.088-0.11],2.112e-64,***,Chronic nephritic syndrome,Genitourinary
F5_DEPRESSIO,2165,0.093 [0.085-0.10],2.285e-107,***,Depression,Mental and behavioural
M13_HAMMERTOE,331,0.092 [0.075-0.11],6.958e-20,***,Other hammer toe(s) (acquired),Musculoskeletal
K11_FISTULA,485,0.084 [0.079-0.09],4.071e-288,***,Colonic or urogenital fistula,Digestive
N14_FEMALEINFERT,80,0.081 [0.066-0.10],3.055e-20,***,Female infertility,Genitourinary
M13_HALLUXVALGUS,3980,0.074 [0.069-0.08],2.860e-149,***,Hallux valgus (acquired),Musculoskeletal
J10_SEPTDEV,498,0.074 [0.060-0.09],3.984e-19,***,Deviated nasal septum,Respiratory
J10_PLEURA,140,0.071 [0.057-0.09],3.249e-18,***,Other diseases of pleura,Respiratory
M13_RADICULOPATHY,15,0.069 [0.047-0.09],1.558e-04,***,Radiculopathy,Musculoskeletal
AUD,259,0.069 [0.052-0.09],3.414e-09,***,"Alcohol use disorder, ICD-based",Mental and behavioural
NEURODEGOTH,4178,0.068 [0.064-0.07],9.904e-195,***,Other degenerative diseases of the nervous system,Nervous
K11_HAEMORR,329,0.067 [0.048-0.09],4.175e-07,***,Haemorrhoids and perianal venous thrombosis,Digestive
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.066 [0.060-0.07],5.301e-96,***,Melanocytic naevi of trunk,Neoplasms
AD_AM,451,0.065 [0.055-0.07],4.348e-32,***,Alzheimer disease (Atypical or mixed),Nervous
J10_PLEURPLAGUE,310,0.064 [0.061-0.07],1.000e-315,***,Pleural plaque,Respiratory
J10_INFLUPNEU,534,0.062 [0.047-0.08],5.619e-11,***,Influenza and pneumonia,Respiratory
