Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.608 [0.584-0.63],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.496 [0.463-0.53],2.156e-180,***,Cystitis,Genitourinary
E4_LIPOPROTNAS,242,0.458 [0.390-0.53],1.469e-34,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
MEMLOSS,48,0.423 [0.307-0.54],2.204e-07,***,Memory loss,Mental and behavioural
E4_HYPERLIPNAS,1251,0.423 [0.388-0.46],9.331e-120,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.346 [0.307-0.39],2.228e-61,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_URINOTH,1485,0.333 [0.307-0.36],4.379e-129,***,Other diseases of urinary system,Genitourinary
E4_METABOLIA,4834,0.317 [0.293-0.34],5.705e-136,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.309 [0.247-0.37],1.596e-17,***,Status post-ami,Circulatory
VD_U,43,0.251 [0.186-0.32],1.027e-08,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.247 [0.174-0.32],6.012e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.237 [0.232-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.227 [0.210-0.24],5.978e-154,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.212 [0.163-0.26],1.126e-11,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.191 [0.138-0.24],5.070e-07,***,Vascular dementia,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.152 [0.133-0.17],5.452e-52,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.142 [0.138-0.15],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
I9_UAP,1483,0.126 [0.105-0.15],5.836e-28,***,Unstable angina pectoris,Circulatory
CD2_BENIGN_COLON_NOS,212,0.113 [0.075-0.15],0.002,**,"Benign neoplasm: Colon, unspecified",Neoplasms
K11_HAEMORR,329,0.105 [0.083-0.13],4.737e-14,***,Haemorrhoids and perianal venous thrombosis,Digestive
J10_ACUTEUPPERINFEC,241,0.104 [0.073-0.14],3.311e-05,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
AD_AM,451,0.104 [0.085-0.12],4.819e-22,***,Alzheimer disease (Atypical or mixed),Nervous
AUD,259,0.096 [0.084-0.11],4.217e-50,***,"Alcohol use disorder, ICD-based",Mental and behavioural
NEURODEGOTH,4178,0.093 [0.086-0.10],7.821e-150,***,Other degenerative diseases of the nervous system,Nervous
F5_DEMENTIA,3308,0.091 [0.082-0.10],4.632e-86,***,Dementia,Mental and behavioural
N14_CHRONEPHROPATH,18,0.090 [0.079-0.10],1.683e-56,***,Chronic nephritic syndrome,Genitourinary
KRA_PSY_DEMENTIA,2863,0.087 [0.078-0.10],1.630e-67,***,Any dementia,Mental and behavioural
J10_INFLUPNEU,534,0.086 [0.073-0.10],2.076e-29,***,Influenza and pneumonia,Respiratory
G6_NEURODEGENERATIVE,4069,0.086 [0.079-0.09],4.765e-119,***,Unspecific neurodegenerative disorder,Nervous
N14_MALEGEN,1375,0.083 [0.076-0.09],9.245e-105,***,Diseases of male genital organs,Genitourinary
G6_ALZHEIMER,2982,0.073 [0.065-0.08],1.699e-73,***,Alzheimer disease,Nervous
M13_HALLUXVALGUS,3980,0.069 [0.064-0.07],3.300e-151,***,Hallux valgus (acquired),Musculoskeletal
H7_CHALAZION,671,0.067 [0.063-0.07],1.495e-196,***,Chalazion,Eye and adnexa
F5_ALZHDEMENT,2076,0.066 [0.058-0.07],1.874e-50,***,Dementia in Alzheimer disease,Mental and behavioural
N14_FEMALEINFERT,80,0.066 [0.052-0.08],1.489e-13,***,Female infertility,Genitourinary
K11_INTESTOTH,398,0.065 [0.050-0.08],1.422e-11,***,Other diseases of intestines,Digestive
E4_ENDOGLAND,62,0.062 [0.044-0.08],6.596e-06,***,Disorders of other endocrine glands,Endocrine and metabolic
CD2_BENIGN_COLORECANI,1443,0.061 [0.049-0.07],6.100e-20,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_RADICULOPATHY,15,0.061 [0.040-0.08],0.004,**,Radiculopathy,Musculoskeletal
I9_IHD,7725,0.058 [0.048-0.07],2.596e-23,***,"Ischaemic heart disease, wide definition",Circulatory
K11_FISTULA,485,0.055 [0.050-0.06],1.757e-107,***,Colonic or urogenital fistula,Digestive
I9_CHD,6392,0.052 [0.042-0.06],2.403e-20,***,Major coronary heart disease event,Circulatory
CD2_BENIGN_THYROID,151,0.052 [0.049-0.05],1.000e-315,***,Benign neoplasm of thyroid gland,Neoplasms
I9_ANGINA,5810,0.051 [0.041-0.06],2.219e-19,***,Angina pectoris,Circulatory
I9_CORATHER,8695,0.051 [0.043-0.06],1.136e-30,***,Coronary atherosclerosis,Circulatory
M13_HAMMERTOE,331,0.050 [0.036-0.06],2.676e-07,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_SEPTDEV,498,0.047 [0.037-0.06],1.058e-16,***,Deviated nasal septum,Respiratory
N14_PROSTHYPERPLA,3795,0.046 [0.042-0.05],5.280e-175,***,Hyperplasia of prostate,Genitourinary
J10_PLEURPLAGUE,310,0.044 [0.041-0.05],3.710e-201,***,Pleural plaque,Respiratory
CD2_BENIGN_OTHERDIGESTIVE,74,0.043 [0.032-0.05],1.154e-08,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.041 [0.037-0.05],9.508e-69,***,Melanocytic naevi of trunk,Neoplasms
I9_HEARTFAIL,682,0.040 [0.032-0.05],1.867e-14,***,"Heart failure, strict",Circulatory
L12_ROSACEANAS,82,0.040 [0.033-0.05],2.210e-23,***,Other and unspecified rosacea,Skin
F5_DEPRESSIO,2165,0.039 [0.033-0.05],8.376e-28,***,Depression,Mental and behavioural
CD2_BENIGN_OVARY,144,0.037 [0.029-0.05],4.777e-14,***,Benign neoplasm of ovary,Neoplasms
N14_FIOTHNAS,100,0.037 [0.025-0.05],1.771e-04,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
K11_DISORD_TEETH,111,0.036 [0.026-0.05],5.721e-07,***,Other disorders of teeth and supporting structures,Digestive
G6_MIGRAINE_WITH_AURA,143,0.035 [0.026-0.04],4.968e-08,***,Migraine with aura,Nervous
CD2_FOLLICULAR_LYMPHOMA,5808,0.034 [0.033-0.04],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
N14_PHIMOSIS,4306,0.034 [0.032-0.04],4.261e-199,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
M13_POLYARTHRITIS,1672,0.033 [0.030-0.04],6.032e-114,***,"Polyarthritis, unspecified",Musculoskeletal
K11_HERNIA,6152,0.032 [0.029-0.03],2.947e-103,***,Hernia,Digestive
COPD_EARLY,512,0.029 [0.026-0.03],1.482e-81,***,Early onset COPD,Respiratory
J10_CHRONTONSADEN,5826,0.027 [0.022-0.03],5.681e-20,***,Chronic diseases of tonsils and adenoids,Respiratory
E4_HYPERPIT,147,0.027 [0.022-0.03],2.948e-30,***,Hyperfunction of pituitary gland,Endocrine and metabolic
CD2_BENIGN_MELANOCYTIC,521,0.025 [0.020-0.03],2.030e-18,***,Melanocytic naevi,Neoplasms
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.025 [0.018-0.03],7.326e-07,***,Non-follicular lymphoma,Neoplasms
J10_EMPHYSEMA,365,0.024 [0.021-0.03],2.708e-64,***,Emphysema,Respiratory
CD2_INSITU_BLADDER,34,0.023 [0.018-0.03],2.697e-10,***,"Carcinoma in situ, bladder",Neoplasms
K11_CHRONPANC,105,0.023 [0.015-0.03],0.007,**,Chronic pancreatitis,Digestive
C3_BRONCHUS_LUNG,573,0.023 [0.019-0.03],5.848e-27,***,Malignant neoplasm of bronchus and lung,Neoplasms
K11_GULC,244,0.022 [0.016-0.03],9.136e-07,***,Gastric ulcer,Digestive
N14_OTHPENIS,232,0.022 [0.017-0.03],1.956e-11,***,Other disorders of penis,Genitourinary
H7_STENOLACRI,62,0.022 [0.015-0.03],3.319e-04,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
C3_LUNG_NONSMALL,527,0.022 [0.018-0.02],2.591e-29,***,Non-small cell lung cancer,Neoplasms
C3_ANUS_ANALCANAL,76,0.021 [0.018-0.02],1.494e-25,***,Malignant neoplasm of anus and anal canal,Neoplasms
F5_PTSD,319,0.019 [0.015-0.02],6.300e-10,***,Post-traumatic stress disorder,Mental and behavioural
G6_OTHDEMYEL,3560,0.019 [0.018-0.02],2.494e-114,***,Other demyelinating diseases of the central nervous system,Nervous
H7_OPTNERVE,2671,0.018 [0.013-0.02],2.153e-08,***,Disorders of optic nerve and visual pathways,Eye and adnexa
H7_GLAUCNAS,69,0.018 [0.012-0.02],1.367e-04,***,Other and unspecified glaucoma,Eye and adnexa
K11_HERING,7336,0.018 [0.015-0.02],1.002e-45,***,Inguinal hernia,Digestive
M13_POLYMYALGIA,4532,0.018 [0.015-0.02],9.027e-32,***,Polymyalgia rheumatica,Musculoskeletal
C3_THYROID_GLAND,1116,0.017 [0.015-0.02],2.707e-65,***,Malignant neoplasm of thyroid gland,Neoplasms
K11_DIAHER,628,0.016 [0.012-0.02],1.205e-07,***,Diaphragmatic hernia,Digestive
H8_NONSUPPNAS,1145,0.016 [0.011-0.02],2.018e-06,***,Nonsuppurative otitis media,Ear and mastoid
I9_OTHARR,798,0.015 [0.011-0.02],8.785e-05,***,Other arrhythmias,Circulatory
C3_OTHER_SKIN,9911,0.015 [0.012-0.02],2.969e-22,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
L12_PAPULOSQUAMOUS,16404,0.014 [0.013-0.02],6.042e-69,***,Papulosquamous disorders,Skin
M13_CRYSTALARTH,168,0.014 [0.012-0.02],1.377e-25,***,Other crystal arthropathies,Musculoskeletal
G6_MYONEU,229,0.014 [0.011-0.02],6.044e-12,***,Diseases of the myoneural junction and muscle,Nervous
N14_OVARYCYST,986,0.014 [0.009-0.02],1.765e-04,***,Ovarian cyst,Genitourinary
CD2_BENIGN_ADRENAL,332,0.014 [0.011-0.02],1.162e-20,***,Benign neoplasm: Adrenal gland,Neoplasms
N14_CALCUKIDUR,1321,0.013 [0.010-0.02],2.224e-09,***,Calculus of kidney and ureter,Genitourinary
M13_FOREIGNBODY,77,0.013 [0.009-0.02],0.001,**,Residual foreign body in soft tissue,Musculoskeletal
E4_LACTONAS,2420,0.013 [0.012-0.01],1.099e-187,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
C3_BASAL_CELL_CARCINOMA,10908,0.012 [0.010-0.01],4.748e-20,***,Basal cell carcinoma,Neoplasms
M13_SYSTSLCE,1075,0.012 [0.009-0.01],1.697e-12,***,Systemic sclerosis,Musculoskeletal
