Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.511 [0.485-0.54],1.000e-315,***,Other diseases of the digestive system,Digestive
G6_OTHNEU,31,0.172 [0.133-0.21],1.255e-12,***,Other neurological diseases,Nervous
H7_EYEOTH,57,0.150 [0.136-0.16],3.954e-96,***,Other disorders of eye and adnexa,Eye and adnexa
M13_THORACISPINEPAIN,151,0.140 [0.131-0.15],6.000e-201,***,Pain in thoracic spine,Musculoskeletal
E4_HYPERLIPNAS,1251,0.135 [0.119-0.15],3.631e-59,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_LIPOPROTNAS,242,0.130 [0.117-0.14],1.800e-85,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
K11_INTESTOTH,398,0.120 [0.096-0.14],5.414e-17,***,Other diseases of intestines,Digestive
G6_MIGRAINE_WITH_AURA,143,0.116 [0.105-0.13],5.151e-83,***,Migraine with aura,Nervous
K11_DISLIVOTH,287,0.105 [0.099-0.11],1.106e-239,***,Other diseases of liver,Digestive
E4_METABOLIA,4834,0.104 [0.094-0.11],1.313e-78,***,Metabolic disorders,Endocrine and metabolic
I9_UAP,1483,0.103 [0.091-0.11],1.517e-61,***,Unstable angina pectoris,Circulatory
H7_CONJUNCTIVITISACUNONATOPIC,214,0.101 [0.086-0.12],5.100e-31,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
I9_IHD,7725,0.095 [0.089-0.10],1.847e-170,***,"Ischaemic heart disease, wide definition",Circulatory
K11_LIVER,812,0.095 [0.088-0.10],1.758e-172,***,Diseases of liver,Digestive
H7_OCUPAIN,174,0.091 [0.086-0.10],7.066e-215,***,Ocular pain,Eye and adnexa
N14_MALEGEN,1376,0.089 [0.084-0.09],2.020e-285,***,Diseases of male genital organs,Genitourinary
H7_KERATITISOTH,43,0.089 [0.066-0.11],3.859e-09,***,Other keratitis,Eye and adnexa
H8_NONSUPPNAS,1145,0.087 [0.082-0.09],2.196e-215,***,Nonsuppurative otitis media,Ear and mastoid
K11_CHRONGASTR,210,0.084 [0.074-0.09],3.227e-62,***,Chronic gastritis,Digestive
O15_PRETERM,17,0.079 [0.054-0.11],3.619e-04,***,Preterm labour and delivery,Pregnancy
I9_ANGINA,5810,0.076 [0.070-0.08],6.059e-120,***,Angina pectoris,Circulatory
I9_CHD,6392,0.075 [0.069-0.08],6.638e-111,***,Major coronary heart disease event,Circulatory
E4_LIPOPROT,7076,0.073 [0.065-0.08],2.754e-72,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
M13_ARTHROPATHIES,7062,0.072 [0.068-0.08],1.485e-207,***,Arthropathies,Musculoskeletal
E4_FH,518,0.071 [0.057-0.08],9.347e-18,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.070 [0.053-0.09],1.908e-11,***,Status post-ami,Circulatory
C3_BILIARY_GALLBLADDER,192,0.066 [0.062-0.07],7.338e-170,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
M13_DORSALGIANAS,1009,0.065 [0.058-0.07],7.968e-75,***,Other/unspecified dorsalgia,Musculoskeletal
AB1_BACT_INTEST_OTH,357,0.062 [0.056-0.07],2.139e-102,***,Other bacterial intestinal infections,Infectious and parasitic
H7_OTHIRISCILIARY,14,0.061 [0.044-0.08],2.459e-07,***,Other disorders of iris and ciliary body,Eye and adnexa
KRA_PSY_ANYMENTAL,2504,0.060 [0.054-0.07],5.612e-74,***,Any mental disorder,Mental and behavioural
H7_CATARACTSENILE,4936,0.060 [0.056-0.06],6.275e-181,***,Senile cataract,Eye and adnexa
K11_HAEMORR,329,0.058 [0.041-0.08],3.267e-05,***,Haemorrhoids and perianal venous thrombosis,Digestive
M13_OTHERJOINT,3314,0.058 [0.052-0.06],1.358e-67,***,Other joint disorders,Musculoskeletal
I9_CORATHER,8695,0.058 [0.052-0.06],2.040e-73,***,Coronary atherosclerosis,Circulatory
O15_PREG_MATERN_CARE,41,0.055 [0.039-0.07],1.521e-06,***,Maternal care for other conditions predominantly related to pregnancy,Pregnancy
M13_LOWBACKPAIN,1988,0.055 [0.048-0.06],1.004e-55,***,Low back pain,Musculoskeletal
NAFLD,505,0.054 [0.049-0.06],2.561e-122,***,Nonalcoholic fatty liver disease,Digestive
M13_ARTHROSIS_POLY,390,0.053 [0.046-0.06],4.644e-40,***,Polyarthrosis,Musculoskeletal
M13_PYOGARTH,525,0.053 [0.051-0.06],1.000e-315,***,Pyogenic arthritis,Musculoskeletal
M13_SCIATICA,658,0.050 [0.040-0.06],3.668e-19,***,Sciatica+with lumbago,Musculoskeletal
M13_SYNOTEND,1267,0.047 [0.042-0.05],3.506e-53,***,Disorders of synovium and tendon,Musculoskeletal
AB1_INTESTINAL_INFECTIONS,954,0.047 [0.033-0.06],3.045e-06,***,Intestinal infectious diseases,Infectious and parasitic
CD2_INSITU_BLADDER,34,0.045 [0.039-0.05],5.740e-41,***,"Carcinoma in situ, bladder",Neoplasms
N14_EROSECTROPUT,31,0.044 [0.037-0.05],2.682e-30,***,Erosion and ectropion of cervix uteri,Genitourinary
N14_PROSTHYPERPLA,3796,0.044 [0.042-0.05],4.836e-236,***,Hyperplasia of prostate,Genitourinary
CHIRHEP_NAS,355,0.042 [0.039-0.05],7.589e-159,***,"Cirrhosis of liver, NAS",Digestive
H7_CHALAZION,671,0.042 [0.040-0.04],1.938e-296,***,Chalazion,Eye and adnexa
G6_BELLPA,48,0.042 [0.031-0.05],2.895e-09,***,Bell's palsy,Nervous
I9_VARICVEOES,203,0.042 [0.038-0.04],5.972e-123,***,Oesophageal varices,Circulatory
CD2_BENIGN_OTHERDIGESTIVE,74,0.041 [0.028-0.05],1.426e-04,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
N14_MENOPAUSOT,49,0.041 [0.026-0.06],0.034,*,Other menopausal disorders,Genitourinary
H7_KERATITIS,1243,0.040 [0.036-0.04],1.411e-72,***,Keratitis,Eye and adnexa
F5_CANNABIS,7,0.040 [0.026-0.05],0.004,**,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
C3_CANCER_WIDE,3273,0.040 [0.033-0.05],1.029e-27,***,"Malignant neoplasm, wide definition for exclusion",Neoplasms
M13_HALLUXRIGIDUS,40,0.039 [0.026-0.05],5.405e-04,***,Hallux rigidus,Musculoskeletal
CD2_BENIGN_COLORECANI,1443,0.038 [0.033-0.04],2.610e-63,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
G6_SLEEPAPNO,1870,0.037 [0.029-0.05],2.720e-12,***,Sleep apnoea,Nervous
J10_CHRONTONSADEN,5827,0.036 [0.032-0.04],2.587e-54,***,Chronic diseases of tonsils and adenoids,Respiratory
K11_FEMHER,59,0.035 [0.022-0.05],0.025,*,Femoral hernia,Digestive
M13_OLECRANONBURSITIS,147,0.034 [0.028-0.04],5.535e-19,***,Olecranon bursitis,Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.033 [0.028-0.04],2.539e-30,***,Meniscus derangement,Musculoskeletal
CD2_BENIGN_COLON_NOS,212,0.029 [0.023-0.04],4.096e-14,***,"Benign neoplasm: Colon, unspecified",Neoplasms
O15_PREG_OTHER_MAT_DISORD,1961,0.029 [0.024-0.03],4.784e-25,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
I9_VARICVESOTH,62,0.028 [0.022-0.04],2.779e-10,***,Varicose veins of other sites,Circulatory
I9_HYPTENSRD,30,0.028 [0.021-0.04],4.494e-10,***,Hypertensive Renal Disease,Circulatory
E4_OBESITYXTRMALV,103,0.028 [0.024-0.03],3.754e-46,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
N14_FEMGENPAIN,145,0.028 [0.019-0.04],3.154e-05,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
H7_CATARACTOTHER,4338,0.028 [0.024-0.03],3.039e-55,***,Other cataract,Eye and adnexa
J10_CHRONSINUSITIS,3550,0.027 [0.025-0.03],6.824e-118,***,Chronic sinusitis,Respiratory
I9_LBBB,38,0.027 [0.018-0.04],5.465e-04,***,Left bundle-branch block,Circulatory
C3_HEPATOCELLU_CARC,441,0.027 [0.024-0.03],5.822e-91,***,Hepatocellular carcinoma,Neoplasms
M13_POLYARTHROPATHIES,18752,0.026 [0.025-0.03],1.000e-315,***,Polyarthropathies,Musculoskeletal
M13_CRYSTALARTH,168,0.026 [0.024-0.03],4.196e-83,***,Other crystal arthropathies,Musculoskeletal
L12_ROSACEANAS,82,0.026 [0.019-0.03],2.745e-09,***,Other and unspecified rosacea,Skin
L12_INFECT_SKIN,518,0.025 [0.018-0.03],1.145e-06,***,Infections of the skin and subcutaneous tissue,Skin
K11_HERNIA,6152,0.025 [0.022-0.03],7.358e-65,***,Hernia,Digestive
K11_DIAHER,628,0.024 [0.020-0.03],9.119e-21,***,Diaphragmatic hernia,Digestive
H7_RETINALBREAK,282,0.024 [0.019-0.03],3.857e-16,***,Retinal breaks without detachment,Eye and adnexa
M13_DORSOPATHY,8797,0.024 [0.019-0.03],1.842e-22,***,Dorsopathies,Musculoskeletal
K11_CHRONPANC,105,0.023 [0.017-0.03],1.483e-07,***,Chronic pancreatitis,Digestive
O15_LABOUR_UMBILICAL,119,0.023 [0.020-0.03],3.041e-31,***,Labour and delivery complicated by umbilical cord complications,Pregnancy
F5_DELIRIUM,173,0.023 [0.015-0.03],4.595e-04,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
J10_PLEURPLAGUE,310,0.023 [0.020-0.03],4.783e-43,***,Pleural plaque,Respiratory
M13_HAMMERTOE,331,0.023 [0.016-0.03],2.674e-06,***,Other hammer toe(s) (acquired),Musculoskeletal
K11_FIBROCHIRLIV,942,0.021 [0.019-0.02],6.904e-54,***,Fibrosis and cirrhosis of liver,Digestive
C3_CERVIX_UTERI,81,0.021 [0.017-0.03],1.154e-18,***,Malignant neoplasm of cervix uteri,Neoplasms
J10_SEPTDEV,498,0.021 [0.016-0.03],3.721e-12,***,Deviated nasal septum,Respiratory
I9_CONDUCTIO,268,0.020 [0.014-0.03],1.736e-04,***,Conduction disorders,Circulatory
I9_PAROXTAC,262,0.020 [0.013-0.03],0.007,**,Paroxysmal tachycardia,Circulatory
M13_ADHCAPSULITIS,1742,0.019 [0.015-0.02],9.559e-19,***,Adhesive capsulitis of shoulder,Musculoskeletal
M13_POLYARTHRITIS,1672,0.019 [0.017-0.02],6.916e-225,***,"Polyarthritis, unspecified",Musculoskeletal
L12_PAPULOSQUAMOUS,16405,0.018 [0.018-0.02],1.000e-315,***,Papulosquamous disorders,Skin
