Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.604 [0.566-0.64],3.737e-201,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.591 [0.559-0.62],7.725e-288,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.330 [0.299-0.36],3.489e-92,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPNAS,1251,0.314 [0.284-0.34],2.606e-86,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_LIPOPROTNAS,242,0.308 [0.249-0.37],6.402e-19,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
MEMLOSS,48,0.283 [0.223-0.34],6.544e-15,***,Memory loss,Mental and behavioural
G6_DEGENOTH,14,0.270 [0.188-0.35],2.145e-05,***,Other and unspecified degenerative diseases of nervous system,Nervous
E4_FH,518,0.264 [0.230-0.30],1.292e-45,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.257 [0.209-0.31],7.149e-20,***,Status post-ami,Circulatory
AB1_BACT_INTEST_OTH,357,0.249 [0.244-0.25],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_METABOLIA,4834,0.245 [0.223-0.27],1.072e-99,***,Metabolic disorders,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.214 [0.200-0.23],4.323e-172,***,Any mental disorder,Mental and behavioural
E4_LIPOPROT,7076,0.185 [0.169-0.20],2.946e-114,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
VD_U,43,0.181 [0.145-0.22],2.862e-18,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.169 [0.118-0.22],1.762e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
N14_MALEGEN,1375,0.166 [0.156-0.18],1.730e-224,***,Diseases of male genital organs,Genitourinary
F5_DELIRIUM,173,0.156 [0.125-0.19],3.251e-17,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.154 [0.150-0.16],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
F5_VASCDEM,107,0.130 [0.092-0.17],2.310e-06,***,Vascular dementia,Mental and behavioural
K11_INTESTOTH,398,0.123 [0.103-0.14],6.786e-30,***,Other diseases of intestines,Digestive
AUD,259,0.117 [0.099-0.14],1.096e-29,***,"Alcohol use disorder, ICD-based",Mental and behavioural
N14_CHRONEPHROPATH,18,0.112 [0.102-0.12],1.246e-87,***,Chronic nephritic syndrome,Genitourinary
CD2_BENIGN_COLON_NOS,212,0.110 [0.076-0.15],9.769e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
I9_UAP,1483,0.107 [0.090-0.12],3.853e-32,***,Unstable angina pectoris,Circulatory
E4_HYPERLIPMIX,365,0.103 [0.082-0.12],6.623e-17,***,Mixed hyperlipidaemia,Endocrine and metabolic
H7_CHALAZION,671,0.099 [0.094-0.10],3.390e-302,***,Chalazion,Eye and adnexa
N14_PROSTHYPERPLA,3795,0.094 [0.090-0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
M13_RADICULOPATHY,15,0.088 [0.067-0.11],1.985e-10,***,Radiculopathy,Musculoskeletal
F5_DEPRESSIO,2165,0.077 [0.069-0.08],7.148e-80,***,Depression,Mental and behavioural
M13_HALLUXVALGUS,3980,0.076 [0.071-0.08],9.575e-156,***,Hallux valgus (acquired),Musculoskeletal
K11_FISTULA,485,0.076 [0.071-0.08],5.258e-225,***,Colonic or urogenital fistula,Digestive
H8_NONSUPPNAS,1145,0.076 [0.070-0.08],4.142e-162,***,Nonsuppurative otitis media,Ear and mastoid
K11_HAEMORR,329,0.075 [0.052-0.10],3.951e-05,***,Haemorrhoids and perianal venous thrombosis,Digestive
I9_IHD,7725,0.074 [0.066-0.08],1.236e-55,***,"Ischaemic heart disease, wide definition",Circulatory
H7_PARASTRAB,7,0.070 [0.051-0.09],5.530e-07,***,Paralytic strabismus,Eye and adnexa
AD_AM,451,0.068 [0.055-0.08],7.373e-22,***,Alzheimer disease (Atypical or mixed),Nervous
M13_HAMMERTOE,331,0.067 [0.050-0.08],3.837e-09,***,Other hammer toe(s) (acquired),Musculoskeletal
N14_FEMALEINFERT,80,0.064 [0.049-0.08],5.576e-12,***,Female infertility,Genitourinary
I9_CORATHER,8695,0.058 [0.051-0.07],8.986e-54,***,Coronary atherosclerosis,Circulatory
I9_ANGINA,5810,0.058 [0.050-0.07],1.074e-37,***,Angina pectoris,Circulatory
I9_HEARTFAIL,682,0.058 [0.049-0.07],3.964e-35,***,"Heart failure, strict",Circulatory
NEURODEGOTH,4178,0.057 [0.053-0.06],3.097e-119,***,Other degenerative diseases of the nervous system,Nervous
