Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
CD2_BENIGN_COLON_NOS,212,0.202 [0.154-0.25],3.828e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
AB1_OTHER_BACTERIAL,478,0.192 [0.181-0.20],3.241e-253,***,Other bacterial diseases,Infectious and parasitic
J10_ACUTEUPPERINFEC,241,0.187 [0.170-0.20],2.023e-109,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
O15_DELIV_CAESAR,82,0.174 [0.161-0.19],5.318e-155,***,Single delivery by caesarean section,Pregnancy
J10_UPPERINFEC,1002,0.166 [0.158-0.17],1.000e-315,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.160 [0.143-0.18],1.058e-73,***,Influenza and pneumonia,Respiratory
M13_OSTEOCHONDRO,166,0.155 [0.134-0.17],1.855e-45,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.153 [0.140-0.17],2.992e-122,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
O15_MATERN_CARE_OTHER,240,0.135 [0.128-0.14],4.042e-286,***,Maternal care for other known or suspected fetal problems,Pregnancy
E4_LIPOPROTNAS,242,0.126 [0.111-0.14],1.587e-51,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
M13_LIMBPAIN,197,0.125 [0.105-0.15],2.565e-28,***,Pain in limb,Musculoskeletal
K11_CHRONGASTR,210,0.115 [0.107-0.12],3.077e-181,***,Chronic gastritis,Digestive
H7_VITRBODYGLOBE,276,0.114 [0.103-0.12],7.362e-93,***,Disorders of vitreous body,Eye and adnexa
KRA_PSY_ANYMENTAL,2504,0.104 [0.096-0.11],1.680e-121,***,Any mental disorder,Mental and behavioural
H8_EXTERNAL,828,0.100 [0.097-0.10],1.000e-315,***,Diseases of external ear,Ear and mastoid
L12_INFECT_SKIN,518,0.094 [0.082-0.11],1.492e-48,***,Infections of the skin and subcutaneous tissue,Skin
N14_MALEGEN,1375,0.093 [0.088-0.10],6.768e-250,***,Diseases of male genital organs,Genitourinary
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.092 [0.088-0.10],1.000e-315,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
M13_ROTATORCUFF,66,0.087 [0.065-0.11],8.663e-10,***,Rotator cuff syndrome,Musculoskeletal
J10_UPPERDIS,4085,0.082 [0.076-0.09],1.823e-144,***,Other diseases of upper respiratory tract,Respiratory
O15_PRETERM,17,0.082 [0.061-0.10],7.041e-09,***,Preterm labour and delivery,Pregnancy
N14_PYELONEPHR,67,0.081 [0.066-0.10],1.623e-19,***,Acute tubulo-interstitial nephritis,Genitourinary
K11_PANCOTH,29,0.081 [0.071-0.09],1.205e-48,***,Other diseases of pancreas,Digestive
M13_ARTHROPATHIES,7062,0.080 [0.075-0.08],6.431e-247,***,Arthropathies,Musculoskeletal
ASTHMA_NAS,3913,0.076 [0.073-0.08],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
M13_SCIATICA,658,0.073 [0.066-0.08],3.691e-71,***,Sciatica+with lumbago,Musculoskeletal
M13_SYNOTEND,1267,0.073 [0.067-0.08],1.373e-113,***,Disorders of synovium and tendon,Musculoskeletal
G6_POLYOTHUNS,107,0.072 [0.055-0.09],9.297e-12,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
L12_ABSCESS_CUT,66,0.068 [0.056-0.08],7.555e-25,***,"Cutaneous abscess, furuncle and carbuncle",Skin
M13_MENISCUSDERANGEMENTS,937,0.067 [0.057-0.08],1.462e-30,***,Meniscus derangement,Musculoskeletal
I9_ARTOTH,187,0.067 [0.063-0.07],2.675e-207,***,Other diseases of arteries and capillaries,Circulatory
CD2_BENIGN_COLORECANI,1443,0.066 [0.052-0.08],8.902e-15,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
E4_HYPERLIPNAS,1251,0.066 [0.056-0.08],7.119e-35,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
M13_OSTEOPOROSIS,372,0.066 [0.058-0.07],8.591e-52,***,Osteoporosis,Musculoskeletal
G6_XTRAPYR,48,0.065 [0.049-0.08],6.482e-10,***,Extrapyramidal and movement disorders,Nervous
M13_LOWBACKPAIN,1988,0.060 [0.056-0.07],1.397e-123,***,Low back pain,Musculoskeletal
G6_MIGRAINE_WITH_AURA,143,0.060 [0.052-0.07],2.260e-41,***,Migraine with aura,Nervous
N14_URETHRAOTH,610,0.059 [0.052-0.07],4.060e-54,***,Other disorders of urethra and urinary system,Genitourinary
H8_EXTOTITIS,1164,0.058 [0.055-0.06],1.000e-315,***,Otitis externa,Ear and mastoid
CD2_BENIGN_OTHERDIGESTIVE,74,0.058 [0.043-0.07],6.286e-10,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
L12_DERMATITISNAS,2477,0.058 [0.053-0.06],8.444e-148,***,Dermatitis,Skin
E4_FH,518,0.057 [0.044-0.07],3.293e-12,***,Familial hypercholesterolemia,Endocrine and metabolic
K11_PERITONITIS,161,0.057 [0.054-0.06],5.822e-254,***,Acute peritonitis,Digestive
N14_PROSTHYPERPLA,3795,0.056 [0.053-0.06],1.000e-315,***,Hyperplasia of prostate,Genitourinary
N14_EROSECTROPUT,31,0.056 [0.050-0.06],8.001e-76,***,Erosion and ectropion of cervix uteri,Genitourinary
F5_DEPRESSIO,2165,0.055 [0.051-0.06],4.017e-133,***,Depression,Mental and behavioural
L12_CORNSANDCALLOS,491,0.054 [0.052-0.06],1.000e-315,***,Corns and callosities,Skin
J10_CHRONSINUSITIS,3550,0.053 [0.051-0.06],1.000e-315,***,Chronic sinusitis,Respiratory
G6_PARKINSON,2693,0.052 [0.052-0.05],1.000e-315,***,Parkinson's disease,Nervous
M13_TENDOSYNOVITISNAS,236,0.051 [0.044-0.06],1.632e-40,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,0.050 [0.045-0.06],1.036e-71,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
