Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.589 [0.567-0.61],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.494 [0.432-0.56],8.350e-49,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
N14_CYSTITIS,693,0.465 [0.434-0.50],2.935e-190,***,Cystitis,Genitourinary
E4_HYPERLIPNAS,1251,0.433 [0.400-0.47],1.010e-137,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.387 [0.273-0.50],6.334e-06,***,Memory loss,Mental and behavioural
E4_FH,518,0.356 [0.319-0.39],4.180e-75,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.325 [0.302-0.35],3.539e-156,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.322 [0.259-0.38],1.848e-18,***,Status post-ami,Circulatory
N14_URINOTH,1485,0.285 [0.260-0.31],1.000e-100,***,Other diseases of urinary system,Genitourinary
AB1_BACT_INTEST_OTH,357,0.233 [0.228-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.229 [0.213-0.25],6.854e-167,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
VD_U,43,0.228 [0.164-0.29],4.994e-07,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.222 [0.153-0.29],7.436e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.187 [0.139-0.23],4.965e-09,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.171 [0.120-0.22],1.479e-05,***,Vascular dementia,Mental and behavioural
CD2_BENIGN_COLON_NOS,212,0.171 [0.119-0.22],2.354e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
KRA_PSY_ANYMENTAL,2504,0.159 [0.142-0.18],9.158e-68,***,Any mental disorder,Mental and behavioural
I9_UAP,1483,0.140 [0.119-0.16],1.120e-35,***,Unstable angina pectoris,Circulatory
C_DIFFICILE_ENTEROCOLITIS,2693,0.134 [0.131-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AUD,259,0.111 [0.097-0.13],1.837e-50,***,"Alcohol use disorder, ICD-based",Mental and behavioural
N14_CHRONEPHROPATH,18,0.096 [0.086-0.11],1.028e-72,***,Chronic nephritic syndrome,Genitourinary
K11_HAEMORR,329,0.094 [0.072-0.12],5.732e-11,***,Haemorrhoids and perianal venous thrombosis,Digestive
AD_AM,451,0.094 [0.076-0.11],6.327e-19,***,Alzheimer disease (Atypical or mixed),Nervous
N14_MALEGEN,1375,0.089 [0.082-0.10],1.675e-124,***,Diseases of male genital organs,Genitourinary
F5_DEMENTIA,3309,0.085 [0.076-0.09],4.550e-79,***,Dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.080 [0.073-0.09],8.092e-111,***,Unspecific neurodegenerative disorder,Nervous
KRA_PSY_DEMENTIA,2863,0.080 [0.071-0.09],4.675e-60,***,Any dementia,Mental and behavioural
G6_MIGRAINE_WITH_AURA,143,0.078 [0.068-0.09],9.583e-43,***,Migraine with aura,Nervous
CD2_BENIGN_COLORECANI,1443,0.076 [0.061-0.09],1.496e-18,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
K11_INTESTOTH,398,0.074 [0.057-0.09],3.409e-11,***,Other diseases of intestines,Digestive
NEURODEGOTH,4178,0.072 [0.066-0.08],3.577e-101,***,Other degenerative diseases of the nervous system,Nervous
M13_RADICULOPATHY,15,0.070 [0.049-0.09],2.913e-06,***,Radiculopathy,Musculoskeletal
J10_INFLUPNEU,534,0.069 [0.055-0.08],2.431e-17,***,Influenza and pneumonia,Respiratory
G6_ALZHEIMER,2982,0.067 [0.060-0.07],1.918e-67,***,Alzheimer disease,Nervous
I9_IHD,7725,0.067 [0.057-0.08],8.096e-35,***,"Ischaemic heart disease, wide definition",Circulatory
E4_ENDOGLAND,62,0.067 [0.050-0.08],7.708e-09,***,Disorders of other endocrine glands,Endocrine and metabolic
H7_CHALAZION,671,0.065 [0.060-0.07],1.548e-130,***,Chalazion,Eye and adnexa
M13_HALLUXVALGUS,3980,0.065 [0.060-0.07],1.457e-149,***,Hallux valgus (acquired),Musculoskeletal
F5_ALZHDEMENT,2076,0.060 [0.052-0.07],3.684e-44,***,Dementia in Alzheimer disease,Mental and behavioural
I9_CHD,6392,0.058 [0.048-0.07],1.101e-27,***,Major coronary heart disease event,Circulatory
I9_ANGINA,5810,0.056 [0.047-0.07],1.390e-25,***,Angina pectoris,Circulatory
I9_CORATHER,8695,0.053 [0.045-0.06],3.773e-36,***,Coronary atherosclerosis,Circulatory
N14_FEMALEINFERT,80,0.053 [0.039-0.07],2.203e-08,***,Female infertility,Genitourinary
N14_PROSTHYPERPLA,3795,0.052 [0.049-0.06],8.955e-250,***,Hyperplasia of prostate,Genitourinary
CD2_BENIGN_OTHERDIGESTIVE,74,0.052 [0.040-0.06],7.071e-12,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
F5_DEPRESSIO,2165,0.046 [0.039-0.05],4.010e-39,***,Depression,Mental and behavioural
K11_FISTULA,485,0.043 [0.038-0.05],1.245e-73,***,Colonic or urogenital fistula,Digestive
CD2_BENIGN_THYROID,151,0.042 [0.039-0.04],4.584e-223,***,Benign neoplasm of thyroid gland,Neoplasms
H8_NONSUPPNAS,1145,0.038 [0.033-0.04],8.127e-51,***,Nonsuppurative otitis media,Ear and mastoid
I9_HEARTFAIL,682,0.038 [0.031-0.04],3.128e-22,***,"Heart failure, strict",Circulatory
M13_HAMMERTOE,331,0.036 [0.023-0.05],0.020,*,Other hammer toe(s) (acquired),Musculoskeletal
K11_CHRONPANC,105,0.035 [0.027-0.04],8.877e-12,***,Chronic pancreatitis,Digestive
L12_ABSCESS_CUT,66,0.034 [0.021-0.05],0.028,*,"Cutaneous abscess, furuncle and carbuncle",Skin
M13_POLYARTHRITIS,1672,0.033 [0.031-0.04],5.564e-136,***,"Polyarthritis, unspecified",Musculoskeletal
N14_NEUROMUSCDYSBLADD,98,0.032 [0.020-0.04],0.017,*,Neuromuscular dysfunction of bladder,Genitourinary
CD2_FOLLICULAR_LYMPHOMA,5808,0.032 [0.030-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
J10_CHRONTONSADEN,5827,0.028 [0.023-0.03],3.778e-24,***,Chronic diseases of tonsils and adenoids,Respiratory
J10_SEPTDEV,498,0.027 [0.018-0.04],4.324e-04,***,Deviated nasal septum,Respiratory
J10_PLEURPLAGUE,310,0.027 [0.024-0.03],5.989e-82,***,Pleural plaque,Respiratory
CD2_INSITU_BLADDER,34,0.027 [0.021-0.03],2.291e-16,***,"Carcinoma in situ, bladder",Neoplasms
K11_GULC,244,0.027 [0.021-0.03],1.375e-13,***,Gastric ulcer,Digestive
K11_DISORD_TEETH,111,0.026 [0.018-0.03],1.763e-04,***,Other disorders of teeth and supporting structures,Digestive
K11_HERNIA,6152,0.026 [0.023-0.03],4.356e-71,***,Hernia,Digestive
M13_SYNOTEND,1267,0.026 [0.020-0.03],3.814e-12,***,Disorders of synovium and tendon,Musculoskeletal
N14_PHIMOSIS,4306,0.024 [0.022-0.03],1.607e-150,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
COPD_EARLY,512,0.023 [0.021-0.03],1.382e-65,***,Early onset COPD,Respiratory
H7_GLAUCNAS,69,0.023 [0.018-0.03],2.990e-11,***,Other and unspecified glaucoma,Eye and adnexa
L12_LICHSIMPANDPRURIGO,167,0.022 [0.018-0.03],9.059e-17,***,Lichen simplex chronicus and prurigo,Skin
CD2_BENIGN_OVARY,144,0.022 [0.015-0.03],5.822e-05,***,Benign neoplasm of ovary,Neoplasms
E4_HYPERPIT,147,0.022 [0.018-0.03],1.401e-21,***,Hyperfunction of pituitary gland,Endocrine and metabolic
M13_POLYMYALGIA,4532,0.021 [0.019-0.02],9.032e-62,***,Polymyalgia rheumatica,Musculoskeletal
L12_ROSACEANAS,82,0.021 [0.015-0.03],7.506e-07,***,Other and unspecified rosacea,Skin
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.021 [0.014-0.03],1.146e-04,***,Non-follicular lymphoma,Neoplasms
J10_EMPHYSEMA,365,0.019 [0.017-0.02],9.207e-51,***,Emphysema,Respiratory
C3_BRONCHUS_LUNG,573,0.019 [0.015-0.02],5.182e-14,***,Malignant neoplasm of bronchus and lung,Neoplasms
C3_LUNG_NONSMALL,527,0.018 [0.014-0.02],9.596e-16,***,Non-small cell lung cancer,Neoplasms
