Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.540 [0.512-0.57],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.345 [0.321-0.37],2.006e-167,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.327 [0.300-0.35],7.872e-120,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,0.247 [0.213-0.28],7.111e-42,***,Mixed hyperlipidaemia,Endocrine and metabolic
G6_DEGENOTH,14,0.216 [0.182-0.25],8.284e-31,***,Other and unspecified degenerative diseases of nervous system,Nervous
F5_DEMINOTH,8,0.212 [0.158-0.27],3.075e-09,***,Dementia in other diseases classified elsewhere,Mental and behavioural
MEMLOSS,48,0.202 [0.169-0.24],3.227e-27,***,Memory loss,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.179 [0.173-0.18],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.166 [0.152-0.18],5.818e-122,***,Any mental disorder,Mental and behavioural
E4_HYPERLIPNAS,1251,0.151 [0.123-0.18],2.343e-20,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
N14_MALEGEN,1376,0.137 [0.129-0.15],1.906e-227,***,Diseases of male genital organs,Genitourinary
VD_U,43,0.137 [0.117-0.16],3.058e-36,***,Vascular dementia (undefined),Mental and behavioural
E4_METABOLIA,4834,0.135 [0.113-0.16],2.633e-28,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.129 [0.093-0.16],5.296e-07,***,Familial hypercholesterolemia,Endocrine and metabolic
C_DIFFICILE_ENTEROCOLITIS,2693,0.128 [0.124-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
I9_POSTAMI,149,0.127 [0.101-0.15],7.030e-16,***,Status post-ami,Circulatory
F5_MENTORG,85,0.124 [0.085-0.16],9.090e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.119 [0.099-0.14],5.102e-24,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROT,7076,0.114 [0.099-0.13],1.780e-42,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.096 [0.069-0.12],1.956e-06,***,Vascular dementia,Mental and behavioural
K11_FISTULA,485,0.095 [0.090-0.10],1.000e-315,***,Colonic or urogenital fistula,Digestive
N14_CHRONEPHROPATH,18,0.082 [0.071-0.09],6.662e-45,***,Chronic nephritic syndrome,Genitourinary
J10_PLEURA,140,0.080 [0.065-0.09],1.335e-21,***,Other diseases of pleura,Respiratory
H7_CHALAZION,671,0.078 [0.074-0.08],2.446e-288,***,Chalazion,Eye and adnexa
N14_FEMALEINFERT,80,0.078 [0.063-0.09],3.130e-19,***,Female infertility,Genitourinary
M13_HAMMERTOE,331,0.076 [0.061-0.09],1.835e-18,***,Other hammer toe(s) (acquired),Musculoskeletal
