Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.466 [0.423-0.51],7.855e-95,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
N14_RENALTUB,449,0.349 [0.338-0.36],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
K11_OTHDISDIG,25,0.329 [0.306-0.35],5.280e-175,***,Other diseases of the digestive system,Digestive
E4_HYPERLIPNAS,1251,0.315 [0.288-0.34],4.113e-109,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.257 [0.222-0.29],1.133e-41,***,Familial hypercholesterolemia,Endocrine and metabolic
M13_SOFTTISSUE,1904,0.251 [0.236-0.27],3.276e-231,***,Soft tissue disorders,Musculoskeletal
K11_OESSTODUO,43,0.243 [0.183-0.30],3.945e-10,***,"Diseases of oesophagus, stomach and duodenum",Digestive
E4_METABOLIA,4834,0.242 [0.221-0.26],1.841e-111,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.226 [0.179-0.27],2.392e-16,***,Status post-ami,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.206 [0.193-0.22],6.275e-204,***,Migraine with aura,Nervous
CD2_BENIGN_COLON_NOS,212,0.202 [0.144-0.26],2.562e-06,***,"Benign neoplasm: Colon, unspecified",Neoplasms
PD_DEMENTIA,12,0.170 [0.110-0.23],0.007,**,Dementia due to Parkinson's disease,Mental and behavioural
K11_FUNCDYSP,169,0.165 [0.158-0.17],1.000e-315,***,Functional dyspepsia,Digestive
JOINTPAIN,1595,0.156 [0.145-0.17],6.369e-172,***,Pain in joint,Musculoskeletal
O15_PRETERM,17,0.145 [0.121-0.17],4.726e-26,***,Preterm labour and delivery,Pregnancy
G6_NERPLEX,2804,0.139 [0.131-0.15],1.423e-244,***,"Nerve, nerve root and plexus disorders",Nervous
E4_LIPOPROT,7076,0.135 [0.121-0.15],6.599e-76,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
