Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.498 [0.473-0.52],1.000e-315,***,Other diseases of the digestive system,Digestive
MEMLOSS,48,0.497 [0.367-0.63],1.866e-08,***,Memory loss,Mental and behavioural
N14_CYSTITIS,693,0.474 [0.440-0.51],1.834e-162,***,Cystitis,Genitourinary
E4_LIPOPROTNAS,242,0.455 [0.381-0.53],6.567e-28,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.424 [0.387-0.46],3.531e-104,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.349 [0.306-0.39],7.913e-53,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.325 [0.299-0.35],4.891e-129,***,Metabolic disorders,Endocrine and metabolic
N14_URINOTH,1485,0.319 [0.293-0.35],7.024e-120,***,Other diseases of urinary system,Genitourinary
I9_POSTAMI,149,0.300 [0.238-0.36],6.309e-16,***,Status post-ami,Circulatory
VD_U,43,0.297 [0.223-0.37],7.769e-10,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.295 [0.213-0.38],4.048e-07,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.252 [0.196-0.31],2.914e-13,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.230 [0.171-0.29],1.120e-08,***,Vascular dementia,Mental and behavioural
E4_LIPOPROT,7076,0.224 [0.206-0.24],1.082e-140,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.210 [0.205-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.139 [0.117-0.16],7.702e-32,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.133 [0.129-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AD_AM,451,0.124 [0.102-0.14],1.639e-24,***,Alzheimer disease (Atypical or mixed),Nervous
I9_UAP,1483,0.118 [0.097-0.14],2.101e-22,***,Unstable angina pectoris,Circulatory
F5_DEMENTIA,3309,0.105 [0.095-0.12],2.211e-89,***,Dementia,Mental and behavioural
K11_HAEMORR,329,0.103 [0.083-0.12],5.472e-18,***,Haemorrhoids and perianal venous thrombosis,Digestive
K11_OESSTODUO,43,0.103 [0.067-0.14],0.005,**,"Diseases of oesophagus, stomach and duodenum",Digestive
NEURODEGOTH,4178,0.103 [0.095-0.11],6.869e-150,***,Other degenerative diseases of the nervous system,Nervous
KRA_PSY_DEMENTIA,2863,0.101 [0.091-0.11],1.432e-71,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.098 [0.090-0.11],1.258e-123,***,Unspecific neurodegenerative disorder,Nervous
AUD,259,0.088 [0.077-0.10],1.156e-51,***,"Alcohol use disorder, ICD-based",Mental and behavioural
G6_ALZHEIMER,2982,0.084 [0.075-0.09],2.116e-76,***,Alzheimer disease,Nervous
F5_ALZHDEMENT,2076,0.078 [0.068-0.09],7.715e-54,***,Dementia in Alzheimer disease,Mental and behavioural
N14_CHRONEPHROPATH,18,0.078 [0.067-0.09],1.276e-39,***,Chronic nephritic syndrome,Genitourinary
N14_FEMALEINFERT,80,0.072 [0.057-0.09],9.135e-16,***,Female infertility,Genitourinary
K11_INTESTOTH,398,0.068 [0.054-0.08],5.115e-18,***,Other diseases of intestines,Digestive
E4_HYPERLIPMIX,365,0.067 [0.048-0.09],1.054e-06,***,Mixed hyperlipidaemia,Endocrine and metabolic
K11_FISTULA,485,0.065 [0.060-0.07],5.040e-126,***,Colonic or urogenital fistula,Digestive
N14_FIOTHNAS,100,0.059 [0.047-0.07],4.760e-17,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
M13_HALLUXVALGUS,3980,0.059 [0.054-0.06],3.042e-120,***,Hallux valgus (acquired),Musculoskeletal
I9_IHD,7725,0.057 [0.046-0.07],4.074e-19,***,"Ischaemic heart disease, wide definition",Circulatory
N14_MALEGEN,1375,0.056 [0.050-0.06],3.839e-63,***,Diseases of male genital organs,Genitourinary
H7_CHALAZION,671,0.055 [0.052-0.06],1.118e-198,***,Chalazion,Eye and adnexa
L12_ROSACEANAS,82,0.054 [0.045-0.06],1.907e-22,***,Other and unspecified rosacea,Skin
CD2_BENIGN_COLORECANI,1443,0.052 [0.043-0.06],8.564e-22,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
J10_PLEURPLAGUE,310,0.051 [0.048-0.05],8.032e-260,***,Pleural plaque,Respiratory
I9_CORATHER,8695,0.051 [0.042-0.06],6.264e-27,***,Coronary atherosclerosis,Circulatory
I9_ANGINA,5810,0.049 [0.039-0.06],2.625e-15,***,Angina pectoris,Circulatory
CD2_BENIGN_THYROID,151,0.048 [0.046-0.05],4.539e-261,***,Benign neoplasm of thyroid gland,Neoplasms
I9_CHD,6392,0.048 [0.037-0.06],4.756e-14,***,Major coronary heart disease event,Circulatory
J10_SEPTDEV,498,0.047 [0.038-0.06],3.884e-22,***,Deviated nasal septum,Respiratory
K11_DISORD_TEETH,111,0.043 [0.032-0.05],6.247e-09,***,Other disorders of teeth and supporting structures,Digestive
F5_ALCOHOL_DEPENDENCE,95,0.042 [0.029-0.06],8.758e-05,***,Alcohol dependence,Mental and behavioural
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.041 [0.035-0.05],1.222e-28,***,Non-follicular lymphoma,Neoplasms
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.039 [0.035-0.04],2.056e-59,***,Melanocytic naevi of trunk,Neoplasms
CD2_BENIGN_OVARY,144,0.038 [0.029-0.05],1.557e-12,***,Benign neoplasm of ovary,Neoplasms
M13_HAMMERTOE,331,0.038 [0.025-0.05],0.004,**,Other hammer toe(s) (acquired),Musculoskeletal
I9_HEARTFAIL,682,0.037 [0.029-0.05],1.412e-11,***,"Heart failure, strict",Circulatory
H7_STENOLACRI,62,0.037 [0.030-0.04],1.978e-19,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
J10_PLEURA,140,0.035 [0.024-0.05],0.001,**,Other diseases of pleura,Respiratory
K11_ORAL_LICHEN_PLANUS,6,0.033 [0.022-0.04],8.792e-04,***,Oral lichen planus,Digestive
