Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.662 [0.637-0.69],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.472 [0.429-0.51],3.998e-101,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.355 [0.328-0.38],4.591e-140,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.305 [0.221-0.39],2.181e-07,***,Memory loss,Mental and behavioural
E4_FH,518,0.293 [0.261-0.32],3.169e-68,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.289 [0.270-0.31],6.282e-191,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.273 [0.221-0.32],1.643e-19,***,Status post-ami,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.238 [0.223-0.25],3.698e-208,***,Migraine with aura,Nervous
K11_OESSTODUO,43,0.216 [0.169-0.26],2.311e-14,***,"Diseases of oesophagus, stomach and duodenum",Digestive
N14_RENALTUB,449,0.201 [0.190-0.21],4.772e-275,***,Renal tubulo-interstitial diseases,Genitourinary
F5_MENTORG,85,0.190 [0.143-0.24],9.505e-10,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
VD_U,43,0.178 [0.131-0.22],2.735e-08,***,Vascular dementia (undefined),Mental and behavioural
M13_SOFTTISSUE,1904,0.169 [0.154-0.18],1.220e-100,***,Soft tissue disorders,Musculoskeletal
F5_DELIRIUM,173,0.164 [0.131-0.20],6.587e-17,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROT,7076,0.150 [0.137-0.16],7.269e-102,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.149 [0.115-0.18],1.715e-12,***,Vascular dementia,Mental and behavioural
I9_UAP,1483,0.147 [0.130-0.16],2.628e-60,***,Unstable angina pectoris,Circulatory
J10_BRONCHIECTASIS,2,0.137 [0.096-0.18],9.997e-06,***,Bronchiectasis,Respiratory
G6_NERPLEX,2804,0.125 [0.116-0.13],2.042e-173,***,"Nerve, nerve root and plexus disorders",Nervous
K11_HAEMORR,329,0.116 [0.091-0.14],1.004e-14,***,Haemorrhoids and perianal venous thrombosis,Digestive
M13_SHOULDER,206,0.113 [0.085-0.14],9.378e-10,***,Shoulder lesions,Musculoskeletal
AB1_BACT_INTEST_OTH,357,0.106 [0.099-0.11],3.031e-209,***,Other bacterial intestinal infections,Infectious and parasitic
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.102 [0.100-0.10],1.000e-315,***,Non-follicular lymphoma,Neoplasms
I9_ATHSCLE,3616,0.099 [0.093-0.11],1.595e-191,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
I9_IHD,7725,0.097 [0.087-0.11],3.585e-87,***,"Ischaemic heart disease, wide definition",Circulatory
K11_OTHENTERCOL,751,0.095 [0.090-0.10],1.000e-315,***,Other noninfective gastroenteritis and colitis,Digestive
K11_FUNCDYSP,169,0.093 [0.083-0.10],3.645e-69,***,Functional dyspepsia,Digestive
N14_CYSTITIS,693,0.085 [0.057-0.11],3.869e-04,***,Cystitis,Genitourinary
JOINTPAIN,1595,0.078 [0.071-0.09],8.617e-92,***,Pain in joint,Musculoskeletal
O15_PRETERM,17,0.077 [0.052-0.10],2.550e-04,***,Preterm labour and delivery,Pregnancy
D3_AGRANULOCYTOSIS,347,0.075 [0.072-0.08],1.000e-315,***,Agranulocytosis,Blood and immune
F5_ALCOHOL_DEPENDENCE,95,0.075 [0.054-0.10],2.111e-07,***,Alcohol dependence,Mental and behavioural
AD_AM,451,0.074 [0.061-0.09],1.101e-22,***,Alzheimer disease (Atypical or mixed),Nervous
I9_CHD,6392,0.073 [0.064-0.08],8.205e-54,***,Major coronary heart disease event,Circulatory
I9_ANGINA,5810,0.072 [0.063-0.08],1.415e-52,***,Angina pectoris,Circulatory
H8_NONSUPPNAS,1145,0.070 [0.063-0.08],1.219e-68,***,Nonsuppurative otitis media,Ear and mastoid
AUD,259,0.066 [0.053-0.08],5.706e-19,***,"Alcohol use disorder, ICD-based",Mental and behavioural
I9_CORATHER,8695,0.066 [0.058-0.07],8.346e-62,***,Coronary atherosclerosis,Circulatory
KRA_PSY_SUBSTANCE,742,0.065 [0.050-0.08],1.452e-12,***,Substance abuse,Mental and behavioural
CD2_BENIGN_COLON_NOS,212,0.063 [0.044-0.08],2.716e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
CD2_BENIGN_PAROTID,171,0.062 [0.057-0.07],1.088e-119,***,Benign neoplasm: Parotid gland,Neoplasms
N14_CHRONKIDNEYDIS,1777,0.061 [0.056-0.07],9.903e-126,***,Chronic kidney disease,Genitourinary
K11_INTESTOTH,398,0.060 [0.047-0.07],9.542e-13,***,Other diseases of intestines,Digestive
I9_OTHPER,110,0.060 [0.050-0.07],5.343e-27,***,Other peripheral vascular diseases,Circulatory
CD2_BENIGN_EAR_RESP,224,0.058 [0.051-0.06],1.705e-67,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
M13_MUSCLE,168,0.058 [0.053-0.06],6.052e-127,***,Disorders of muscles,Musculoskeletal
CD2_HODGKIN_LYMPHOMA,268,0.057 [0.055-0.06],1.000e-315,***,"Hodgkin lymphoma, hilmo",Neoplasms
F5_DEMENTIA,3309,0.054 [0.047-0.06],7.436e-46,***,Dementia,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.053 [0.050-0.05],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AB1_SEXUAL_TRANSMISSION,7171,0.052 [0.050-0.05],1.000e-315,***,Infections with a predominantly sexual mode of transmission,Infectious and parasitic
AB1_GASTROENTERITIS_NOS,923,0.051 [0.037-0.07],1.379e-06,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
