Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
G6_OTHNEU,31,0.167 [0.131-0.20],1.039e-13,***,Other neurological diseases,Nervous
K11_BILIAOTH,6,0.117 [0.089-0.14],4.475e-11,***,Other diseases of biliary tract,Digestive
H7_EYEOTH,57,0.110 [0.097-0.12],4.182e-57,***,Other disorders of eye and adnexa,Eye and adnexa
M13_LOWBACKPAIN,1988,0.103 [0.096-0.11],2.279e-229,***,Low back pain,Musculoskeletal
KRA_PSY_SCHIZODEL,13,0.095 [0.068-0.12],1.235e-06,***,Schizophrenia or delusion,Mental and behavioural
M13_THORACISPINEPAIN,151,0.091 [0.082-0.10],8.115e-94,***,Pain in thoracic spine,Musculoskeletal
CD2_BENIGN_PITUITARY_CRANIPHAR,90,0.089 [0.084-0.09],1.018e-292,***,"Benign neoplasm: Pituitary gland, craniopharyngeal duct",Neoplasms
H7_KERATITISOTH,43,0.081 [0.067-0.10],7.397e-23,***,Other keratitis,Eye and adnexa
M13_DORSALGIANAS,1009,0.076 [0.069-0.08],4.990e-106,***,Other/unspecified dorsalgia,Musculoskeletal
H7_LACRIMALSYSTEM,110,0.071 [0.047-0.10],0.003,**,Disorders of lacrimal system,Eye and adnexa
L12_ROSACEANAS,82,0.070 [0.049-0.09],1.793e-05,***,Other and unspecified rosacea,Skin
O15_PREG_PROLONGED,37,0.070 [0.056-0.08],1.429e-18,***,Prolonged pregnancy,Pregnancy
H7_OCUPAIN,174,0.064 [0.059-0.07],8.826e-119,***,Ocular pain,Eye and adnexa
M13_OTHERJOINT,3314,0.063 [0.055-0.07],1.785e-52,***,Other joint disorders,Musculoskeletal
AB1_BACT_INTEST_OTH,357,0.062 [0.054-0.07],1.324e-41,***,Other bacterial intestinal infections,Infectious and parasitic
J10_TONSILLITIS,38,0.060 [0.040-0.08],0.003,**,Other and unspecified tonsillitis,Respiratory
M13_SPONDYLOSIS,854,0.059 [0.050-0.07],1.435e-33,***,Spondylosis,Musculoskeletal
H8_BPV,30,0.058 [0.037-0.08],0.013,*,Benign paroxysmal vertigo,Ear and mastoid
M13_ARTHROPATHIES,7062,0.056 [0.051-0.06],2.368e-116,***,Arthropathies,Musculoskeletal
INFLUENZA,139,0.054 [0.046-0.06],7.549e-38,***,All influenza (not pneumonia),Respiratory
K11_ORAL,489,0.054 [0.035-0.07],0.005,**,"Diseases of oral cavity, salivary glands and jaws",Digestive
N14_MALEGEN,1375,0.051 [0.047-0.06],1.642e-104,***,Diseases of male genital organs,Genitourinary
M13_MYALGIA,253,0.051 [0.043-0.06],4.744e-37,***,Myalgia,Musculoskeletal
L12_DERMATITISNAS,2477,0.050 [0.044-0.06],3.391e-46,***,Dermatitis,Skin
CD2_INSITU_BLADDER,34,0.050 [0.045-0.06],6.276e-59,***,"Carcinoma in situ, bladder",Neoplasms
M13_MENISCUSDERANGEMENTS,937,0.049 [0.041-0.06],5.245e-24,***,Meniscus derangement,Musculoskeletal
M13_ARTHROSIS,4684,0.048 [0.042-0.05],8.928e-61,***,Arthrosis,Musculoskeletal
H8_OTHEREAR,3939,0.047 [0.044-0.05],1.394e-164,***,Other disorders of ear,Ear and mastoid
H7_CONJUNCTIVITISACUNONATOPIC,214,0.046 [0.036-0.06],7.580e-14,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
G6_ROOTPLEXOTHUNS,42,0.046 [0.032-0.06],3.732e-05,***,"Other and unspecified nerve root and plexus disorders, also in other diseases",Nervous
N14_MENSIRREG,59,0.045 [0.029-0.06],0.017,*,Irregular menses,Genitourinary
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,0.045 [0.039-0.05],6.307e-46,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
M13_DORSOPATHY,8797,0.045 [0.041-0.05],1.311e-106,***,Dorsopathies,Musculoskeletal
F5_DEMINOTH,8,0.045 [0.032-0.06],1.609e-05,***,Dementia in other diseases classified elsewhere,Mental and behavioural
H7_CHALAZION,671,0.045 [0.041-0.05],8.868e-122,***,Chalazion,Eye and adnexa
E4_LIPOPROTNAS,242,0.044 [0.031-0.06],2.820e-06,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
PD_DEMENTIA,12,0.043 [0.031-0.05],5.187e-07,***,Dementia due to Parkinson's disease,Mental and behavioural
H7_OTHIRISCILIARY,14,0.043 [0.027-0.06],0.024,*,Other disorders of iris and ciliary body,Eye and adnexa
J10_LOWERINF,122,0.041 [0.026-0.06],0.015,*,Other acute lower respiratory infections,Respiratory
K11_CHRONGASTR,210,0.039 [0.030-0.05],1.876e-12,***,Chronic gastritis,Digestive
MEMLOSS,48,0.039 [0.032-0.05],1.791e-25,***,Memory loss,Mental and behavioural
M13_ARTHROSIS_POLY,390,0.039 [0.030-0.05],7.618e-14,***,Polyarthrosis,Musculoskeletal
H7_CATARACTSENILE,4936,0.038 [0.035-0.04],2.896e-134,***,Senile cataract,Eye and adnexa
G6_DEGENOTH,14,0.033 [0.025-0.04],3.100e-09,***,Other and unspecified degenerative diseases of nervous system,Nervous
H8_HL_SEN_NAS,5357,0.033 [0.031-0.04],2.270e-168,***,Sensorineural hearing loss,Ear and mastoid
M13_SPINSTENOSIS,4505,0.032 [0.029-0.04],4.213e-91,***,Spinal stenosis,Musculoskeletal
M13_PYOGARTH,525,0.031 [0.029-0.03],1.196e-155,***,Pyogenic arthritis,Musculoskeletal
I9_THAORTANEUR,1182,0.031 [0.028-0.03],3.639e-77,***,Thoracic aortic aneurysm,Circulatory
J10_UPPERDIS,4085,0.031 [0.024-0.04],8.133e-12,***,Other diseases of upper respiratory tract,Respiratory
M13_INTERVERTEB,3685,0.031 [0.026-0.04],9.799e-38,***,Other intervertebral disc disorders,Musculoskeletal
CD2_BENIGN_OVARY,144,0.030 [0.023-0.04],1.458e-12,***,Benign neoplasm of ovary,Neoplasms
M13_DORSOPATHYOTH,5393,0.030 [0.024-0.04],1.417e-18,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
L12_SEBORRKERAT,374,0.029 [0.025-0.03],6.236e-31,***,Seborrhoeic keratosis,Skin
J10_PLEURPLAGUE,310,0.029 [0.026-0.03],3.862e-84,***,Pleural plaque,Respiratory
I9_AORTANEUR,1277,0.028 [0.024-0.03],2.120e-33,***,Aortic aneurysm,Circulatory
M13_SPONDYLOPATHY,12014,0.027 [0.025-0.03],1.129e-194,***,Spondylopathies,Musculoskeletal
VD_U,43,0.026 [0.022-0.03],5.253e-30,***,Vascular dementia (undefined),Mental and behavioural
K11_ENERCOLNONINF,4471,0.026 [0.023-0.03],3.354e-61,***,Noninfective enteritis and colitis,Digestive
CD2_LYMPHOID_LEUKAEMIA,767,0.026 [0.024-0.03],9.078e-108,***,Lymphoid leukaemia,Neoplasms
F5_MENTORG,85,0.026 [0.021-0.03],3.075e-17,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
D3_OTHERBLOOD,428,0.026 [0.024-0.03],3.590e-119,***,Other diseases of blood and blood-forming organs,Blood and immune
E4_HYPERLIPNAS,1251,0.026 [0.018-0.03],5.402e-05,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
K11_LIVER,812,0.025 [0.021-0.03],5.730e-22,***,Diseases of liver,Digestive
M13_ARTHTROSIS_COX,3783,0.025 [0.022-0.03],7.157e-42,***,Coxarthrosis,Musculoskeletal
N14_BENIGNMAMDYSP,134,0.024 [0.018-0.03],3.865e-08,***,Benign mammary dysplasia,Genitourinary
F5_DELIRIUM,173,0.024 [0.019-0.03],9.159e-14,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
AB1_VIRAL_HEPATITIS,81,0.023 [0.016-0.03],2.556e-05,***,Viral hepatitis,Infectious and parasitic
