Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.646 [0.613-0.68],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.492 [0.460-0.52],3.242e-191,***,Cystitis,Genitourinary
E4_LIPOPROTNAS,242,0.432 [0.375-0.49],9.443e-44,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.388 [0.357-0.42],6.197e-130,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.322 [0.288-0.36],6.637e-74,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.305 [0.247-0.36],9.155e-20,***,Status post-ami,Circulatory
E4_METABOLIA,4834,0.300 [0.278-0.32],8.845e-156,***,Metabolic disorders,Endocrine and metabolic
MEMLOSS,48,0.298 [0.211-0.38],3.740e-06,***,Memory loss,Mental and behavioural
N14_URINOTH,1485,0.275 [0.247-0.30],2.086e-74,***,Other diseases of urinary system,Genitourinary
AB1_BACT_INTEST_OTH,357,0.240 [0.235-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.210 [0.195-0.23],2.288e-156,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
VD_U,43,0.178 [0.130-0.23],1.234e-07,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.167 [0.110-0.22],0.002,**,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
CD2_BENIGN_COLON_NOS,212,0.165 [0.116-0.21],6.494e-06,***,"Benign neoplasm: Colon, unspecified",Neoplasms
F5_DELIRIUM,173,0.143 [0.104-0.18],9.733e-08,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.139 [0.136-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.134 [0.119-0.15],1.194e-66,***,Any mental disorder,Mental and behavioural
I9_UAP,1483,0.132 [0.113-0.15],1.207e-38,***,Unstable angina pectoris,Circulatory
AUD,259,0.130 [0.114-0.15],3.945e-50,***,"Alcohol use disorder, ICD-based",Mental and behavioural
F5_VASCDEM,107,0.127 [0.084-0.17],0.002,**,Vascular dementia,Mental and behavioural
N14_CHRONEPHROPATH,18,0.102 [0.092-0.11],4.359e-79,***,Chronic nephritic syndrome,Genitourinary
K11_INTESTOTH,398,0.094 [0.075-0.11],3.267e-18,***,Other diseases of intestines,Digestive
K11_HAEMORR,329,0.088 [0.064-0.11],1.230e-07,***,Haemorrhoids and perianal venous thrombosis,Digestive
N14_MALEGEN,1376,0.079 [0.071-0.09],3.491e-92,***,Diseases of male genital organs,Genitourinary
I9_IHD,7725,0.078 [0.069-0.09],1.825e-57,***,"Ischaemic heart disease, wide definition",Circulatory
G6_MIGRAINE_WITH_AURA,143,0.076 [0.067-0.09],8.459e-52,***,Migraine with aura,Nervous
M13_RADICULOPATHY,15,0.075 [0.054-0.10],1.536e-07,***,Radiculopathy,Musculoskeletal
AD_AM,451,0.069 [0.055-0.08],6.183e-15,***,Alzheimer disease (Atypical or mixed),Nervous
CD2_BENIGN_COLORECANI,1443,0.069 [0.055-0.08],2.745e-17,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
E4_ENDOGLAND,63,0.069 [0.051-0.09],4.236e-09,***,Disorders of other endocrine glands,Endocrine and metabolic
M13_HALLUXVALGUS,3980,0.066 [0.061-0.07],2.499e-157,***,Hallux valgus (acquired),Musculoskeletal
I9_CHD,6392,0.063 [0.054-0.07],6.602e-41,***,Major coronary heart disease event,Circulatory
F5_DEMENTIA,3309,0.063 [0.056-0.07],3.809e-70,***,Dementia,Mental and behavioural
H7_CHALAZION,671,0.062 [0.057-0.07],7.558e-123,***,Chalazion,Eye and adnexa
I9_ANGINA,5810,0.062 [0.053-0.07],5.588e-38,***,Angina pectoris,Circulatory
H8_NONSUPPNAS,1145,0.061 [0.056-0.07],1.174e-104,***,Nonsuppurative otitis media,Ear and mastoid
G6_NEURODEGENERATIVE,4070,0.061 [0.055-0.07],1.320e-98,***,Unspecific neurodegenerative disorder,Nervous
I9_CORATHER,8695,0.060 [0.053-0.07],6.142e-56,***,Coronary atherosclerosis,Circulatory
N14_FEMALEINFERT,80,0.059 [0.045-0.07],3.624e-11,***,Female infertility,Genitourinary
NEURODEGOTH,4178,0.059 [0.054-0.06],1.518e-98,***,Other degenerative diseases of the nervous system,Nervous
KRA_PSY_DEMENTIA,2863,0.058 [0.051-0.07],3.790e-51,***,Any dementia,Mental and behavioural
H7_PARASTRAB,7,0.053 [0.034-0.07],0.006,**,Paralytic strabismus,Eye and adnexa
K11_FISTULA,485,0.052 [0.048-0.06],8.307e-125,***,Colonic or urogenital fistula,Digestive
CD2_BENIGN_OTHERDIGESTIVE,74,0.050 [0.039-0.06],4.174e-13,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
G6_ALZHEIMER,2982,0.049 [0.044-0.06],1.543e-58,***,Alzheimer disease,Nervous
N14_PROSTHYPERPLA,3796,0.048 [0.045-0.05],1.300e-217,***,Hyperplasia of prostate,Genitourinary
F5_ALZHDEMENT,2076,0.044 [0.038-0.05],5.948e-38,***,Dementia in Alzheimer disease,Mental and behavioural
I9_HEARTFAIL,682,0.044 [0.037-0.05],3.081e-34,***,"Heart failure, strict",Circulatory
L12_ABSCESS_CUT,66,0.042 [0.029-0.05],3.378e-05,***,"Cutaneous abscess, furuncle and carbuncle",Skin
F5_DEPRESSIO,2165,0.040 [0.034-0.05],1.927e-30,***,Depression,Mental and behavioural
M13_HAMMERTOE,331,0.040 [0.027-0.05],2.727e-04,***,Other hammer toe(s) (acquired),Musculoskeletal
KRA_PSY_ANXIETY,740,0.039 [0.026-0.05],0.002,**,Anxiety disorders,Mental and behavioural
