Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.233 [0.210-0.26],7.889e-81,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.214 [0.194-0.24],1.600e-86,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.170 [0.156-0.18],9.144e-123,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_METABOLIA,4834,0.158 [0.148-0.17],1.527e-206,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.119 [0.101-0.14],3.040e-35,***,Familial hypercholesterolemia,Endocrine and metabolic
H7_EYEOTH,57,0.110 [0.098-0.12],2.535e-62,***,Other disorders of eye and adnexa,Eye and adnexa
PD_DEMENTIA,12,0.105 [0.068-0.14],0.004,**,Dementia due to Parkinson's disease,Mental and behavioural
M13_THORACISPINEPAIN,151,0.102 [0.094-0.11],2.313e-131,***,Pain in thoracic spine,Musculoskeletal
I9_POSTAMI,149,0.101 [0.080-0.12],4.283e-17,***,Status post-ami,Circulatory
N14_CYSTITIS,693,0.096 [0.088-0.10],4.895e-123,***,Cystitis,Genitourinary
K11_DISLIVOTH,287,0.092 [0.088-0.10],1.000e-315,***,Other diseases of liver,Digestive
O15_DELIV_CAESAR,82,0.090 [0.076-0.10],1.968e-31,***,Single delivery by caesarean section,Pregnancy
K11_LIVER,812,0.089 [0.082-0.10],6.311e-147,***,Diseases of liver,Digestive
G6_MIGRAINE_WITH_AURA,143,0.086 [0.074-0.10],2.152e-41,***,Migraine with aura,Nervous
O15_MATERN_CARE_PELVIC_ABNORM,86,0.083 [0.071-0.10],2.599e-33,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
E4_LIPOPROT,7076,0.081 [0.071-0.09],6.439e-52,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
O15_PRETERM,17,0.079 [0.055-0.10],8.014e-06,***,Preterm labour and delivery,Pregnancy
KRA_PSY_ANYMENTAL,2504,0.078 [0.071-0.09],7.323e-90,***,Any mental disorder,Mental and behavioural
