Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.528 [0.502-0.55],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_HYPERLIPNAS,1251,0.181 [0.165-0.20],3.405e-104,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_LIPOPROTNAS,242,0.178 [0.160-0.20],8.112e-79,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
H7_EYEOTH,57,0.152 [0.138-0.17],8.081e-97,***,Other disorders of eye and adnexa,Eye and adnexa
E4_METABOLIA,4834,0.143 [0.133-0.15],6.165e-143,***,Metabolic disorders,Endocrine and metabolic
M13_THORACISPINEPAIN,151,0.136 [0.127-0.15],4.003e-188,***,Pain in thoracic spine,Musculoskeletal
G6_OTHNEU,31,0.126 [0.090-0.16],1.493e-06,***,Other neurological diseases,Nervous
K11_INTESTOTH,398,0.121 [0.094-0.15],2.134e-13,***,Other diseases of intestines,Digestive
I9_UAP,1483,0.112 [0.100-0.12],2.991e-75,***,Unstable angina pectoris,Circulatory
E4_FH,518,0.111 [0.096-0.13],1.224e-41,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_MALEGEN,1376,0.109 [0.104-0.11],1.000e-315,***,Diseases of male genital organs,Genitourinary
I9_POSTAMI,149,0.106 [0.084-0.13],4.570e-17,***,Status post-ami,Circulatory
E4_LIPOPROT,7076,0.102 [0.094-0.11],1.361e-139,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
H7_CONJUNCTIVITISACUNONATOPIC,214,0.099 [0.083-0.11],1.938e-30,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
I9_IHD,7725,0.098 [0.092-0.10],2.469e-180,***,"Ischaemic heart disease, wide definition",Circulatory
MEMLOSS,48,0.098 [0.066-0.13],3.407e-04,***,Memory loss,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.094 [0.087-0.10],8.933e-124,***,Any mental disorder,Mental and behavioural
H7_KERATITISOTH,43,0.091 [0.069-0.11],4.164e-10,***,Other keratitis,Eye and adnexa
H7_OCUPAIN,174,0.089 [0.083-0.09],3.031e-200,***,Ocular pain,Eye and adnexa
FALLS,542,0.086 [0.069-0.10],3.670e-17,***,Falls/tendency to fall,Nervous
G6_MIGRAINE_WITH_AURA,143,0.084 [0.073-0.10],1.802e-41,***,Migraine with aura,Nervous
K11_DISLIVOTH,287,0.082 [0.074-0.09],5.877e-87,***,Other diseases of liver,Digestive
I9_ANGINA,5810,0.081 [0.075-0.09],3.313e-136,***,Angina pectoris,Circulatory
I9_CHD,6392,0.079 [0.073-0.09],1.253e-121,***,Major coronary heart disease event,Circulatory
O15_PRETERM,17,0.078 [0.052-0.10],8.058e-04,***,Preterm labour and delivery,Pregnancy
