Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.520 [0.497-0.54],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.336 [0.307-0.36],4.934e-113,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.241 [0.219-0.26],1.869e-100,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.226 [0.213-0.24],1.812e-281,***,Migraine with aura,Nervous
E4_METABOLIA,4834,0.195 [0.179-0.21],8.815e-128,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.183 [0.156-0.21],4.179e-36,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.169 [0.136-0.20],7.062e-19,***,Status post-ami,Circulatory
O15_PRETERM,17,0.158 [0.134-0.18],2.305e-31,***,Preterm labour and delivery,Pregnancy
M13_THORACISPINEPAIN,151,0.142 [0.133-0.15],4.110e-245,***,Pain in thoracic spine,Musculoskeletal
CD2_BENIGN_COLON_NOS,212,0.132 [0.097-0.17],2.744e-08,***,"Benign neoplasm: Colon, unspecified",Neoplasms
H7_EYEOTH,57,0.132 [0.119-0.14],5.665e-88,***,Other disorders of eye and adnexa,Eye and adnexa
M13_OTHERJOINT,3314,0.121 [0.112-0.13],1.527e-174,***,Other joint disorders,Musculoskeletal
M13_DORSALGIANAS,1009,0.119 [0.111-0.13],1.469e-217,***,Other/unspecified dorsalgia,Musculoskeletal
I9_UAP,1483,0.114 [0.101-0.13],9.350e-54,***,Unstable angina pectoris,Circulatory
PD_DEMENTIA,12,0.112 [0.078-0.15],1.715e-05,***,Dementia due to Parkinson's disease,Mental and behavioural
K11_OESSTODUO,43,0.112 [0.077-0.15],9.002e-05,***,"Diseases of oesophagus, stomach and duodenum",Digestive
E4_LIPOPROT,7076,0.111 [0.100-0.12],2.306e-78,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
M13_LOWBACKPAIN,1988,0.108 [0.100-0.12],2.888e-161,***,Low back pain,Musculoskeletal
H7_CONJUNCTIVITISACUNONATOPIC,214,0.107 [0.090-0.12],4.107e-30,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
M13_SOFTTISSUE,1904,0.096 [0.087-0.11],8.733e-95,***,Soft tissue disorders,Musculoskeletal
M13_ARTHROPATHIES,7062,0.093 [0.088-0.10],7.573e-234,***,Arthropathies,Musculoskeletal
H7_OCUPAIN,174,0.093 [0.088-0.10],1.818e-266,***,Ocular pain,Eye and adnexa
N14_RENALTUB,449,0.090 [0.081-0.10],4.715e-90,***,Renal tubulo-interstitial diseases,Genitourinary
AB1_BACT_INTEST_OTH,357,0.089 [0.082-0.10],2.398e-120,***,Other bacterial intestinal infections,Infectious and parasitic
G6_NERPLEX,2804,0.087 [0.082-0.09],1.710e-199,***,"Nerve, nerve root and plexus disorders",Nervous
JOINTPAIN,1595,0.085 [0.077-0.09],3.498e-85,***,Pain in joint,Musculoskeletal
K11_LIVER,812,0.082 [0.076-0.09],4.946e-132,***,Diseases of liver,Digestive
H8_NONSUPPNAS,1145,0.079 [0.073-0.08],5.220e-142,***,Nonsuppurative otitis media,Ear and mastoid
I9_IHD,7725,0.076 [0.068-0.08],2.326e-71,***,"Ischaemic heart disease, wide definition",Circulatory
K11_DISLIVOTH,287,0.076 [0.071-0.08],1.182e-192,***,Other diseases of liver,Digestive
