Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.469 [0.453-0.49],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.330 [0.312-0.35],7.748e-288,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,0.250 [0.215-0.28],3.658e-40,***,Mixed hyperlipidaemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.219 [0.206-0.23],8.894e-223,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.200 [0.190-0.21],1.000e-315,***,Diseases of male genital organs,Genitourinary
F5_DEMINOTH,8,0.191 [0.150-0.23],2.220e-14,***,Dementia in other diseases classified elsewhere,Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.177 [0.144-0.21],8.664e-21,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
G6_DEGENOTH,14,0.150 [0.132-0.17],8.186e-57,***,Other and unspecified degenerative diseases of nervous system,Nervous
J10_INFLUPNEU,534,0.137 [0.122-0.15],1.545e-62,***,Influenza and pneumonia,Respiratory
AB1_BACT_INTEST_OTH,357,0.131 [0.124-0.14],5.971e-278,***,Other bacterial intestinal infections,Infectious and parasitic
MEMLOSS,48,0.116 [0.086-0.15],8.508e-09,***,Memory loss,Mental and behavioural
J10_UPPERINFEC,1002,0.112 [0.095-0.13],9.685e-32,***,Acute upper respiratory infections,Respiratory
N14_PROSTHYPERPLA,3795,0.110 [0.105-0.11],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.100 [0.093-0.11],1.222e-164,***,Depression,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.100 [0.097-0.10],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
K11_OTHDISDIG,25,0.098 [0.073-0.12],1.065e-09,***,Other diseases of the digestive system,Digestive
H7_CHALAZION,671,0.098 [0.093-0.10],1.000e-315,***,Chalazion,Eye and adnexa
M13_SOFTTISSUEOTH,600,0.096 [0.076-0.12],6.611e-16,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
K11_FISTULA,485,0.093 [0.089-0.10],1.000e-315,***,Colonic or urogenital fistula,Digestive
VD_U,43,0.090 [0.075-0.10],9.367e-27,***,Vascular dementia (undefined),Mental and behavioural
M13_ENTESOPATHYOTH,48,0.087 [0.068-0.11],5.910e-14,***,Other enthesopathies,Musculoskeletal
M13_HAMMERTOE,331,0.086 [0.070-0.10],2.199e-21,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_ANXIETY,71,0.084 [0.065-0.10],5.535e-13,***,Other anxiety disorders,Mental and behavioural
F5_DELIRIUM,173,0.084 [0.069-0.10],9.397e-26,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
L12_DISORDSKINAPPENDIX,424,0.080 [0.061-0.10],6.914e-12,***,Disorders of skin appendages,Skin
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.070 [0.064-0.08],4.761e-104,***,Melanocytic naevi of trunk,Neoplasms
N14_CHRONEPHROPATH,18,0.069 [0.058-0.08],3.927e-30,***,Chronic nephritic syndrome,Genitourinary
N14_MENSIRREG,59,0.069 [0.052-0.09],1.188e-10,***,Irregular menses,Genitourinary
J10_PLEURA,140,0.067 [0.055-0.08],9.795e-23,***,Other diseases of pleura,Respiratory
J10_SEPTDEV,498,0.066 [0.053-0.08],9.788e-18,***,Deviated nasal septum,Respiratory
H7_PARASTRAB,7,0.062 [0.042-0.08],2.085e-04,***,Paralytic strabismus,Eye and adnexa
F5_VASCDEM,107,0.060 [0.040-0.08],0.002,**,Vascular dementia,Mental and behavioural
N14_OVARYCYST,986,0.057 [0.052-0.06],2.199e-109,***,Ovarian cyst,Genitourinary
M13_HALLUXVALGUS,3980,0.056 [0.052-0.06],4.053e-131,***,Hallux valgus (acquired),Musculoskeletal
E4_LIPOPROT,7076,0.052 [0.038-0.07],1.309e-06,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
NEURODEGOTH,4178,0.052 [0.048-0.06],8.371e-159,***,Other degenerative diseases of the nervous system,Nervous
O15_PREG_OTHER_MAT_DISORD,1961,0.051 [0.043-0.06],2.966e-24,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
H8_EXTERNAL,828,0.048 [0.042-0.05],7.083e-49,***,Diseases of external ear,Ear and mastoid
CD2_BENIGN_MELANOCYTIC,521,0.048 [0.037-0.06],1.962e-12,***,Melanocytic naevi,Neoplasms
N14_MENORRHAGIA,717,0.048 [0.039-0.06],2.662e-21,***,Menorrhagia,Genitourinary
N14_FEMALEGENNONINF,279,0.048 [0.032-0.06],0.001,**,Noninflammatory disorders of female genital tract,Genitourinary
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.047 [0.040-0.05],4.208e-35,***,Viral and other specified intestinal infections,Infectious and parasitic
K11_INTESTOTH,398,0.047 [0.034-0.06],1.323e-06,***,Other diseases of intestines,Digestive
M13_MYALGIA,253,0.047 [0.038-0.06],1.431e-17,***,Myalgia,Musculoskeletal
N14_FEMALEINFERT,80,0.046 [0.031-0.06],3.989e-04,***,Female infertility,Genitourinary
J10_PLEURPLAGUE,310,0.045 [0.042-0.05],1.206e-196,***,Pleural plaque,Respiratory
I9_HEARTFAIL,682,0.044 [0.035-0.05],1.823e-15,***,"Heart failure, strict",Circulatory
M13_SYNOTEND,1267,0.040 [0.032-0.05],6.100e-16,***,Disorders of synovium and tendon,Musculoskeletal
J10_CHRONTONSADEN,5827,0.039 [0.035-0.04],8.032e-76,***,Chronic diseases of tonsils and adenoids,Respiratory
CD2_BENIGN_OVARY,144,0.039 [0.032-0.05],6.848e-23,***,Benign neoplasm of ovary,Neoplasms
COPD_EARLY,512,0.038 [0.035-0.04],3.064e-137,***,Early onset COPD,Respiratory
J10_UPPERDIS,4085,0.038 [0.030-0.05],1.826e-14,***,Other diseases of upper respiratory tract,Respiratory
J10_PNEUMOTHORAX,46,0.037 [0.028-0.05],1.766e-11,***,Pneumothorax,Respiratory
L12_ROSACEANAS,82,0.037 [0.029-0.04],4.307e-18,***,Other and unspecified rosacea,Skin
CD2_LYMPHOID_LEUKAEMIA,767,0.036 [0.033-0.04],1.776e-219,***,Lymphoid leukaemia,Neoplasms
K11_HERNIA,6152,0.036 [0.032-0.04],5.294e-64,***,Hernia,Digestive
N14_BENIGNMAMDYSP,134,0.035 [0.028-0.04],2.671e-17,***,Benign mammary dysplasia,Genitourinary
CD2_BENIGN_THYROID,151,0.033 [0.031-0.04],8.370e-120,***,Benign neoplasm of thyroid gland,Neoplasms
K11_DISORD_TEETH,111,0.033 [0.022-0.04],0.003,**,Other disorders of teeth and supporting structures,Digestive
N14_ORHCEPINDIDYMITIS,99,0.032 [0.022-0.04],7.927e-05,***,Orchitis and epididymitis,Genitourinary
J10_EMPHYSEMA,365,0.031 [0.028-0.03],5.394e-106,***,Emphysema,Respiratory
N14_PHIMOSIS,4306,0.029 [0.027-0.03],3.366e-140,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
H8_EXTOTITIS,1164,0.029 [0.023-0.04],3.854e-15,***,Otitis externa,Ear and mastoid
C3_BRONCHUS_LUNG,573,0.029 [0.026-0.03],2.641e-74,***,Malignant neoplasm of bronchus and lung,Neoplasms
AD_AM,451,0.029 [0.022-0.04],9.134e-12,***,Alzheimer disease (Atypical or mixed),Nervous
C3_LUNG_NONSMALL,527,0.027 [0.025-0.03],2.558e-83,***,Non-small cell lung cancer,Neoplasms
N14_ENDOMETRIOSIS_UTERUS,193,0.027 [0.022-0.03],4.384e-19,***,Adenomyosis (Endometriosis of uterus),Genitourinary
N14_CALCUKIDUR,1321,0.027 [0.023-0.03],8.342e-31,***,Calculus of kidney and ureter,Genitourinary
C3_ANUS_ANALCANAL,76,0.027 [0.023-0.03],8.939e-41,***,Malignant neoplasm of anus and anal canal,Neoplasms
O15_LABOUR_MALPOS,202,0.026 [0.018-0.03],5.206e-05,***,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
N14_BREAST,659,0.026 [0.019-0.03],8.446e-10,***,Disorders of breast,Genitourinary
N14_OTHNONINFUTER,645,0.026 [0.022-0.03],9.810e-44,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
M13_CALCIFICTEND,177,0.025 [0.022-0.03],1.093e-50,***,Calcific tendinitis of shoulder,Musculoskeletal
C3_KIDNEY_NOTRENALPELVIS,209,0.025 [0.020-0.03],4.677e-16,***,"Malignant neoplasm of kidney, except renal pelvis",Neoplasms
CD2_FOLLICULAR_LYMPHOMA,5808,0.024 [0.023-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
K11_GASTRODUOULC,227,0.024 [0.018-0.03],2.228e-09,***,Gastroduodenal ulcer,Digestive
L12_CORNSANDCALLOS,491,0.024 [0.020-0.03],1.138e-29,***,Corns and callosities,Skin
I9_AORTANEUR,1277,0.024 [0.021-0.03],2.907e-54,***,Aortic aneurysm,Circulatory
C3_CLL_WIDE,431,0.023 [0.022-0.03],4.905e-121,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
KRA_PSY_DEMENTIA,2863,0.022 [0.019-0.03],4.046e-35,***,Any dementia,Mental and behavioural
CD2_BENIGN_LEIOMYOMA_UTERI,9079,0.022 [0.020-0.02],1.569e-97,***,Leiomyoma of uterus,Neoplasms
I9_OTHARR,798,0.022 [0.015-0.03],1.532e-05,***,Other arrhythmias,Circulatory
G6_NEURODEGENERATIVE,4069,0.021 [0.019-0.02],4.941e-44,***,Unspecific neurodegenerative disorder,Nervous
F5_DEMENTIA,3308,0.020 [0.017-0.02],1.271e-32,***,Dementia,Mental and behavioural
F5_PTSD,319,0.020 [0.013-0.03],0.011,*,Post-traumatic stress disorder,Mental and behavioural
