Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.543 [0.524-0.56],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.330 [0.295-0.36],4.101e-73,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.323 [0.300-0.35],8.028e-164,***,Other diseases of urinary system,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.309 [0.294-0.32],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.294 [0.280-0.31],1.000e-315,***,Diseases of male genital organs,Genitourinary
F5_DEMINOTH,8,0.249 [0.227-0.27],2.636e-104,***,Dementia in other diseases classified elsewhere,Mental and behavioural
G6_DEGENOTH,14,0.207 [0.195-0.22],3.679e-251,***,Other and unspecified degenerative diseases of nervous system,Nervous
AB1_BACT_INTEST_OTH,357,0.198 [0.192-0.21],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
MEMLOSS,48,0.186 [0.155-0.22],2.350e-26,***,Memory loss,Mental and behavioural
E4_HYPERLIPMIX,365,0.175 [0.146-0.20],2.565e-26,***,Mixed hyperlipidaemia,Endocrine and metabolic
J10_ACUTEUPPERINFEC,241,0.175 [0.137-0.21],1.842e-14,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_PROSTHYPERPLA,3795,0.162 [0.156-0.17],1.000e-315,***,Hyperplasia of prostate,Genitourinary
J10_INFLUPNEU,534,0.156 [0.139-0.17],7.669e-67,***,Influenza and pneumonia,Respiratory
H7_CHALAZION,671,0.147 [0.141-0.15],1.000e-315,***,Chalazion,Eye and adnexa
F5_DELIRIUM,173,0.137 [0.122-0.15],6.886e-67,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
VD_U,43,0.135 [0.119-0.15],8.126e-61,***,Vascular dementia (undefined),Mental and behavioural
F5_DEPRESSIO,2165,0.131 [0.121-0.14],1.782e-143,***,Depression,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.129 [0.126-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
F5_MENTORG,85,0.127 [0.094-0.16],2.289e-08,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
K11_INTESTOTH,398,0.125 [0.108-0.14],4.446e-40,***,Other diseases of intestines,Digestive
J10_UPPERINFEC,1002,0.123 [0.105-0.14],2.419e-32,***,Acute upper respiratory infections,Respiratory
M13_HAMMERTOE,331,0.104 [0.083-0.12],1.254e-17,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_VASCDEM,107,0.100 [0.078-0.12],3.069e-13,***,Vascular dementia,Mental and behavioural
