Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.418 [0.392-0.44],1.049e-223,***,Other diseases of the digestive system,Digestive
G6_OTHNEU,31,0.181 [0.139-0.22],1.647e-11,***,Other neurological diseases,Nervous
K11_DISLIVOTH,287,0.130 [0.123-0.14],1.305e-250,***,Other diseases of liver,Digestive
G6_MIGRAINE_WITH_AURA,143,0.119 [0.110-0.13],1.188e-118,***,Migraine with aura,Nervous
K11_LIVER,812,0.111 [0.103-0.12],2.181e-174,***,Diseases of liver,Digestive
H7_EYEOTH,57,0.110 [0.097-0.12],6.187e-52,***,Other disorders of eye and adnexa,Eye and adnexa
K11_INTESTOTH,398,0.106 [0.089-0.12],5.769e-30,***,Other diseases of intestines,Digestive
M13_THORACISPINEPAIN,151,0.105 [0.097-0.11],2.371e-116,***,Pain in thoracic spine,Musculoskeletal
C3_BILIARY_GALLBLADDER,192,0.099 [0.095-0.10],1.000e-315,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
K11_BILIAOTH,6,0.094 [0.065-0.12],5.731e-05,***,Other diseases of biliary tract,Digestive
O15_PREG_MATERN_CARE,41,0.086 [0.071-0.10],1.519e-22,***,Maternal care for other conditions predominantly related to pregnancy,Pregnancy
H8_NONSUPPNAS,1145,0.082 [0.077-0.09],3.332e-248,***,Nonsuppurative otitis media,Ear and mastoid
M13_SCIATICA,658,0.081 [0.073-0.09],5.550e-77,***,Sciatica+with lumbago,Musculoskeletal
NAFLD,505,0.080 [0.075-0.09],4.750e-157,***,Nonalcoholic fatty liver disease,Digestive
M13_ARTHROPATHIES,7062,0.078 [0.073-0.08],1.174e-271,***,Arthropathies,Musculoskeletal
M13_LOWBACKPAIN,1988,0.076 [0.071-0.08],1.535e-208,***,Low back pain,Musculoskeletal
H7_CONJUNCTIVITISACUNONATOPIC,214,0.075 [0.063-0.09],3.315e-27,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
H7_CATARACTSENILE,4936,0.075 [0.071-0.08],4.057e-293,***,Senile cataract,Eye and adnexa
M13_DORSALGIANAS,1009,0.073 [0.069-0.08],3.716e-197,***,Other/unspecified dorsalgia,Musculoskeletal
O15_PRETERM,17,0.073 [0.047-0.10],0.005,**,Preterm labour and delivery,Pregnancy
I9_IHD,7725,0.072 [0.066-0.08],2.892e-112,***,"Ischaemic heart disease, wide definition",Circulatory
M13_OTHERJOINT,3314,0.071 [0.066-0.08],1.881e-184,***,Other joint disorders,Musculoskeletal
H7_KERATITISOTH,43,0.070 [0.053-0.09],2.188e-10,***,Other keratitis,Eye and adnexa
H7_OCUPAIN,174,0.069 [0.063-0.07],1.807e-124,***,Ocular pain,Eye and adnexa
I9_UAP,1483,0.067 [0.056-0.08],1.352e-26,***,Unstable angina pectoris,Circulatory
K11_CHRONGASTR,210,0.066 [0.057-0.08],1.355e-38,***,Chronic gastritis,Digestive
M13_ARTHROSIS_OTH,570,0.062 [0.055-0.07],1.322e-53,***,Other arthrosis,Musculoskeletal
O15_DELIV_CAESAR,82,0.055 [0.040-0.07],3.137e-07,***,Single delivery by caesarean section,Pregnancy
I9_CHD,6392,0.055 [0.049-0.06],6.406e-69,***,Major coronary heart disease event,Circulatory
AB1_INTESTINAL_INFECTIONS,954,0.054 [0.041-0.07],1.646e-11,***,Intestinal infectious diseases,Infectious and parasitic
I9_ANGINA,5810,0.054 [0.048-0.06],3.365e-71,***,Angina pectoris,Circulatory
