Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_RENALTUB,449,0.314 [0.303-0.33],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
K11_CHRONGASTR,210,0.205 [0.197-0.21],1.000e-315,***,Chronic gastritis,Digestive
M13_SOFTTISSUE,1904,0.182 [0.171-0.19],2.737e-214,***,Soft tissue disorders,Musculoskeletal
E4_LIPOPROTNAS,242,0.155 [0.123-0.19],1.745e-16,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
M13_LOWBACKPAIN,1988,0.153 [0.145-0.16],8.027e-291,***,Low back pain,Musculoskeletal
K11_OESSTODUO,43,0.143 [0.108-0.18],6.625e-10,***,"Diseases of oesophagus, stomach and duodenum",Digestive
G6_MIGRAINE_WITH_AURA,143,0.143 [0.133-0.15],1.475e-190,***,Migraine with aura,Nervous
L12_DERMATITISNAS,2477,0.137 [0.131-0.14],1.000e-315,***,Dermatitis,Skin
G6_NERPLEX,2804,0.134 [0.127-0.14],4.580e-273,***,"Nerve, nerve root and plexus disorders",Nervous
O15_PRETERM,17,0.130 [0.106-0.15],5.770e-21,***,Preterm labour and delivery,Pregnancy
M13_MUSCLE,168,0.128 [0.123-0.13],1.000e-315,***,Disorders of muscles,Musculoskeletal
JOINTPAIN,1595,0.127 [0.114-0.14],9.843e-79,***,Pain in joint,Musculoskeletal
K11_OTHENTERCOL,751,0.120 [0.115-0.12],1.000e-315,***,Other noninfective gastroenteritis and colitis,Digestive
H8_BPV,30,0.117 [0.082-0.15],1.092e-05,***,Benign paroxysmal vertigo,Ear and mastoid
M13_DORSALGIANAS,1009,0.117 [0.108-0.13],5.494e-160,***,Other/unspecified dorsalgia,Musculoskeletal
K11_FUNCDYSP,169,0.114 [0.105-0.12],5.162e-143,***,Functional dyspepsia,Digestive
M13_DORSOPATHYOTH,5393,0.104 [0.098-0.11],7.031e-238,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
G6_OTHNEU,31,0.102 [0.069-0.14],4.206e-04,***,Other neurological diseases,Nervous
AB1_GASTROENTERITIS_NOS,923,0.102 [0.088-0.12],3.765e-40,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
M13_OTHERJOINT,3314,0.100 [0.092-0.11],8.007e-122,***,Other joint disorders,Musculoskeletal
D3_AGRANULOCYTOSIS,347,0.100 [0.096-0.10],1.000e-315,***,Agranulocytosis,Blood and immune
L12_OTHERCONTACT,39,0.100 [0.074-0.13],9.136e-09,***,Other contact dermatitis,Skin
