Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.710 [0.684-0.74],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.329 [0.301-0.36],1.710e-114,***,Cystitis,Genitourinary
F5_DEMINOTH,8,0.301 [0.248-0.35],4.857e-23,***,Dementia in other diseases classified elsewhere,Mental and behavioural
MEMLOSS,48,0.287 [0.257-0.32],3.408e-75,***,Memory loss,Mental and behavioural
G6_DEGENOTH,14,0.273 [0.244-0.30],1.050e-70,***,Other and unspecified degenerative diseases of nervous system,Nervous
F5_DELIRIUM,173,0.210 [0.194-0.23],1.652e-145,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROTNAS,242,0.209 [0.176-0.24],1.346e-29,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
F5_MENTORG,85,0.205 [0.175-0.23],1.550e-36,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_HYPERLIPNAS,1251,0.202 [0.184-0.22],4.321e-104,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
VD_U,43,0.190 [0.173-0.21],2.407e-96,***,Vascular dementia (undefined),Mental and behavioural
E4_METABOLIA,4834,0.171 [0.158-0.18],4.382e-150,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.167 [0.146-0.19],5.579e-54,***,Familial hypercholesterolemia,Endocrine and metabolic
F5_VASCDEM,107,0.165 [0.146-0.18],2.148e-57,***,Vascular dementia,Mental and behavioural
I9_POSTAMI,149,0.164 [0.133-0.20],7.600e-20,***,Status post-ami,Circulatory
AB1_BACT_INTEST_OTH,357,0.151 [0.145-0.16],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
I9_UAP,1483,0.107 [0.097-0.12],1.931e-83,***,Unstable angina pectoris,Circulatory
H8_NONSUPPNAS,1145,0.105 [0.098-0.11],5.358e-171,***,Nonsuppurative otitis media,Ear and mastoid
I9_IHD,7726,0.103 [0.096-0.11],2.894e-163,***,"Ischaemic heart disease, wide definition",Circulatory
G6_OTHNEU,31,0.101 [0.065-0.14],0.008,**,Other neurological diseases,Nervous
C_DIFFICILE_ENTEROCOLITIS,2693,0.098 [0.095-0.10],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
E4_LIPOPROT,7076,0.096 [0.087-0.11],3.253e-85,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
K11_HAEMORR,329,0.095 [0.071-0.12],9.108e-09,***,Haemorrhoids and perianal venous thrombosis,Digestive
K11_INTESTOTH,398,0.093 [0.079-0.11],2.246e-32,***,Other diseases of intestines,Digestive
FALLS,542,0.093 [0.072-0.11],1.349e-13,***,Falls/tendency to fall,Nervous
G6_MIGRAINE_WITH_AURA,143,0.077 [0.067-0.09],5.976e-45,***,Migraine with aura,Nervous
AD_AM,451,0.075 [0.067-0.08],4.309e-69,***,Alzheimer disease (Atypical or mixed),Nervous
I9_ANGINA,5810,0.073 [0.066-0.08],1.180e-92,***,Angina pectoris,Circulatory
I9_CHD,6392,0.070 [0.063-0.08],7.569e-83,***,Major coronary heart disease event,Circulatory
I9_CORATHER,8695,0.066 [0.060-0.07],1.119e-102,***,Coronary atherosclerosis,Circulatory
CD2_NONFOLLICULAR_LYMPHOMA,1094,0.064 [0.059-0.07],4.866e-143,***,Non-follicular lymphoma,Neoplasms
N14_FEMALEINFERT,80,0.063 [0.047-0.08],1.228e-09,***,Female infertility,Genitourinary
E4_HYPERLIPMIX,365,0.061 [0.051-0.07],7.205e-28,***,Mixed hyperlipidaemia,Endocrine and metabolic
K11_DISLIVOTH,287,0.059 [0.054-0.06],3.175e-153,***,Other diseases of liver,Digestive
N14_CHRONEPHROPATH,18,0.058 [0.047-0.07],7.086e-18,***,Chronic nephritic syndrome,Genitourinary
H7_STENOLACRI,62,0.054 [0.047-0.06],1.293e-39,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
J10_PLEURA,140,0.048 [0.035-0.06],1.944e-08,***,Other diseases of pleura,Respiratory
H7_PTOSIS,64,0.048 [0.039-0.06],1.975e-20,***,Ptosis of eyelid,Eye and adnexa
CD2_HODGKIN_LYMPHOMA,268,0.046 [0.043-0.05],4.990e-300,***,"Hodgkin lymphoma, hilmo",Neoplasms
F5_DEMENTIA,3308,0.040 [0.036-0.04],1.724e-79,***,Dementia,Mental and behavioural
J10_SEPTDEV,498,0.040 [0.035-0.05],1.795e-43,***,Deviated nasal septum,Respiratory
G6_NEURODEGENERATIVE,4069,0.040 [0.037-0.04],3.195e-115,***,Unspecific neurodegenerative disorder,Nervous
KRA_PSY_ANYMENTAL,2504,0.040 [0.026-0.05],0.002,**,Any mental disorder,Mental and behavioural
M13_HALLUXVALGUS,3980,0.037 [0.033-0.04],3.957e-88,***,Hallux valgus (acquired),Musculoskeletal
K11_LIVER,812,0.036 [0.032-0.04],2.441e-62,***,Diseases of liver,Digestive
C3_BILIARY_GALLBLADDER,192,0.036 [0.033-0.04],3.649e-100,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
KRA_PSY_DEMENTIA,2863,0.036 [0.032-0.04],6.739e-51,***,Any dementia,Mental and behavioural
I9_PAROXTAC,262,0.036 [0.029-0.04],2.058e-17,***,Paroxysmal tachycardia,Circulatory
M13_OLECRANONBURSITIS,147,0.035 [0.029-0.04],4.056e-22,***,Olecranon bursitis,Musculoskeletal
ULCEROTH,633,0.034 [0.031-0.04],2.542e-72,***,Other ulcerative colitis,Digestive
O15_PRE_OR_ECLAMPSIA,259,0.034 [0.022-0.05],0.009,**,Pre-eclampsia or eclampsia,Pregnancy
N14_ORHCEPINDIDYMITIS,99,0.033 [0.023-0.04],3.337e-06,***,Orchitis and epididymitis,Genitourinary
G6_ALZHEIMER,2982,0.032 [0.029-0.04],1.840e-69,***,Alzheimer disease,Nervous
I9_CONDUCTIO,268,0.032 [0.025-0.04],1.022e-15,***,Conduction disorders,Circulatory
F5_ALZHDEMENT,2076,0.032 [0.028-0.04],5.449e-52,***,Dementia in Alzheimer disease,Mental and behavioural
F5_PSYCHOTH,126,0.031 [0.021-0.04],5.309e-04,***,Other and unspecified nonorganic psychotic disorders,Mental and behavioural
ULCERENTER,63,0.031 [0.023-0.04],5.455e-10,***,Ulcerative enterocolitis,Digestive
H7_CHALAZION,672,0.030 [0.028-0.03],1.267e-117,***,Chalazion,Eye and adnexa
I9_HEARTFAIL,682,0.030 [0.023-0.04],2.711e-11,***,"Heart failure, strict",Circulatory
