Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.251 [0.221-0.28],8.817e-54,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
O15_PRETERM,17,0.157 [0.133-0.18],7.452e-33,***,Preterm labour and delivery,Pregnancy
G6_MIGRAINE_WITH_AURA,143,0.151 [0.142-0.16],3.658e-197,***,Migraine with aura,Nervous
M13_SOFTTISSUE,1904,0.144 [0.136-0.15],6.488e-255,***,Soft tissue disorders,Musculoskeletal
N14_RENALTUB,449,0.143 [0.135-0.15],2.906e-244,***,Renal tubulo-interstitial diseases,Genitourinary
E4_HYPERLIPNAS,1251,0.134 [0.115-0.15],2.573e-36,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_METABOLIA,4834,0.115 [0.100-0.13],9.591e-45,***,Metabolic disorders,Endocrine and metabolic
CD2_BENIGN_COLON_NOS,212,0.114 [0.086-0.14],2.846e-10,***,"Benign neoplasm: Colon, unspecified",Neoplasms
G6_NERPLEX,2804,0.113 [0.107-0.12],1.000e-315,***,"Nerve, nerve root and plexus disorders",Nervous
E4_FH,518,0.109 [0.081-0.14],1.189e-09,***,Familial hypercholesterolemia,Endocrine and metabolic
K11_CHRONGASTR,210,0.102 [0.094-0.11],2.554e-118,***,Chronic gastritis,Digestive
M13_LIMBPAIN,197,0.102 [0.083-0.12],4.791e-21,***,Pain in limb,Musculoskeletal
M13_LOWBACKPAIN,1988,0.092 [0.085-0.10],6.036e-137,***,Low back pain,Musculoskeletal
I9_POSTAMI,149,0.091 [0.072-0.11],4.965e-16,***,Status post-ami,Circulatory
H8_BPV,30,0.084 [0.055-0.11],0.003,**,Benign paroxysmal vertigo,Ear and mastoid
M13_DORSALGIANAS,1009,0.083 [0.076-0.09],6.293e-99,***,Other/unspecified dorsalgia,Musculoskeletal
K11_LIVER,812,0.081 [0.069-0.09],1.558e-37,***,Diseases of liver,Digestive
L12_OTHERCONTACT,39,0.078 [0.053-0.10],1.574e-04,***,Other contact dermatitis,Skin
M13_DORSOPATHYOTH,5393,0.077 [0.071-0.08],3.315e-140,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
PD_DEMENTIA,12,0.075 [0.049-0.10],0.002,**,Dementia due to Parkinson's disease,Mental and behavioural
JOINTPAIN,1595,0.074 [0.063-0.09],3.930e-33,***,Pain in joint,Musculoskeletal
H7_CATARACTSENILE,4936,0.073 [0.070-0.08],8.665e-298,***,Senile cataract,Eye and adnexa
L12_DERMATITISNAS,2477,0.072 [0.067-0.08],3.520e-172,***,Dermatitis,Skin
AB1_GASTROENTERITIS_NOS,923,0.072 [0.063-0.08],3.392e-50,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
M13_ARTHROPATHIES,7062,0.071 [0.065-0.08],1.506e-150,***,Arthropathies,Musculoskeletal
M13_SHOULDER,206,0.065 [0.042-0.09],0.019,*,Shoulder lesions,Musculoskeletal
M13_OSTEOCHONDRO,166,0.065 [0.053-0.08],1.213e-21,***,Osteopathies and chondropathies,Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.065 [0.056-0.07],1.152e-37,***,Meniscus derangement,Musculoskeletal
M13_MUSCLE,168,0.064 [0.060-0.07],1.587e-178,***,Disorders of muscles,Musculoskeletal
AB1_INTESTINAL_INFECTIONS,954,0.064 [0.053-0.07],4.406e-27,***,Intestinal infectious diseases,Infectious and parasitic
I9_STR,191,0.061 [0.046-0.08],3.473e-11,***,"Stroke, excluding SAH",Circulatory
H7_EYEOTH,57,0.060 [0.048-0.07],3.209e-16,***,Other disorders of eye and adnexa,Eye and adnexa
N14_CHRONKIDNEYDIS,1777,0.059 [0.055-0.06],4.266e-290,***,Chronic kidney disease,Genitourinary
L12_OTHERSKINSUBCUTIS,3364,0.058 [0.054-0.06],1.465e-184,***,Other disorders of skin and subcutaneous tissue,Skin
H7_VITRBODYGLOBE,276,0.056 [0.048-0.06],4.079e-39,***,Disorders of vitreous body,Eye and adnexa
M13_CERVICALGIA,179,0.056 [0.046-0.07],3.794e-25,***,Cervicalgia,Musculoskeletal
M13_OTHERJOINT,3314,0.054 [0.047-0.06],2.073e-42,***,Other joint disorders,Musculoskeletal
F5_CANNABIS,7,0.054 [0.041-0.07],1.535e-11,***,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
I9_SEQULAE,126,0.053 [0.041-0.07],3.204e-12,***,Sequelae of cerebrovascular disease,Circulatory
E4_OBESITYXTRMALV,103,0.051 [0.045-0.06],1.909e-57,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
K11_OTHENTERCOL,751,0.051 [0.048-0.05],6.929e-175,***,Other noninfective gastroenteritis and colitis,Digestive
E4_LIPOPROT,7076,0.051 [0.039-0.06],6.085e-13,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
O15_DELIV_CAESAR,82,0.049 [0.036-0.06],7.182e-07,***,Single delivery by caesarean section,Pregnancy
M13_SPONDYLOSIS,854,0.049 [0.039-0.06],5.325e-14,***,Spondylosis,Musculoskeletal
K11_PANCOTH,29,0.049 [0.038-0.06],2.471e-12,***,Other diseases of pancreas,Digestive
M13_THORACISPINEPAIN,151,0.049 [0.041-0.06],8.399e-28,***,Pain in thoracic spine,Musculoskeletal
G6_CARPTU,3265,0.049 [0.045-0.05],3.737e-156,***,Carpal tunnel syndrome,Nervous
C3_CERVIX_UTERI,81,0.049 [0.045-0.05],5.491e-139,***,Malignant neoplasm of cervix uteri,Neoplasms
H7_CATARACTOTHER,4338,0.048 [0.045-0.05],7.249e-212,***,Other cataract,Eye and adnexa
I9_PHLETHROMBDVTLOW,3262,0.047 [0.043-0.05],5.903e-104,***,DVT of lower extremities,Circulatory
AB1_SEXUAL_TRANSMISSION,7171,0.046 [0.044-0.05],1.000e-315,***,Infections with a predominantly sexual mode of transmission,Infectious and parasitic
D3_AGRANULOCYTOSIS,347,0.044 [0.041-0.05],8.699e-190,***,Agranulocytosis,Blood and immune
